,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,lag
0,Logistic Regression,0.8697986577181208,"[[262  34]
 [ 63 386]]",2022-03-10,2025-02-27,1085 days,60.0,36622.69981670382,52348.72669506073,266.2269981670382,430.27626670150596,55.12842958211994,66.37057445459197,35.18719807600144,0.8306155255569854,2.2586172852735915,1.4432155223641272,34.579771173890066,0.5383685899502515,-38.198334710129934,-6.125239334758999,322 days,32 days,27,44.44444444444444,138.49549305615832,-17.56105574471556,4.926287297752419,168 days,23 days,3.2996020635172827,8.194002583398063,1.0254901073579161,0.2344725119211553,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
2022-03-16  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  38471.680331     0.265089              NaT
2025-02-24  36707.000674     0.298799              NaT
2025-02-25  36622.699817     0.300409              NaT
2025-02-26  36622.699817     0.300409              NaT
2025-02-27  36622.699817     0.300409         254 days

[745 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP           PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    374         8       20   26.726999   24.441000  None  None   -854.963737  -0.085531 2022-03-22 2022-04-07  16 days  None                 1                0
1    479        59       66   19.082001   15.731000  None  None  -1605.129376  -0.175611 2022-06-03 2022-06-14  11 days  None                 1                0
2    421        91       95   17.885000   17.032000  None  None   -359.113270  -0.047694 2022-07-21 2022-07-27   6 days  None                 1                1
3    399        96      105   17.975000   17.698000  None  None   -110.523170  -0.015410 2022-07-28 2022-08-10  13 days  None                 1                1
4    389       106      114   18.131001   16.989000  None  None   -444.238077  -0.062986 2022-08-11 2022-08-23  12 days  None                 1                0
5    505       161      196   13.104000   16.572001  None  None   1751.340208   0.264652 2022-10-28 2022-12-19  52 days  None                 1                0
6    474       215      330   17.667000   42.134998  None  None  11597.831291   1.384955 2023-01-18 2023-07-05 168 days  None                 1                1
7    477       331      332   41.844002   42.321999  None  None    228.004486   0.011423 2023-07-06 2023-07-07   1 days  None                 0                1
8    473       333      343   42.657001   44.730999  None  None    981.000816   0.048620 2023-07-10 2023-07-24  14 days  None                 1                1
9    471       344      351   44.941002   43.799999  None  None   -537.412251  -0.025389 2023-07-25 2023-08-03   9 days  None                 1                0
10   460       354      356   44.853001   42.160000  None  None  -1238.780365  -0.060041 2023-08-08 2023-08-10   2 days  None                 1                0
11   412       367      368   47.012001   46.481998  None  None   -218.361069  -0.011274 2023-08-25 2023-08-28   3 days  None                 0                1
12   411       369      378   46.666000   44.737999  None  None   -792.408577  -0.041315 2023-08-29 2023-09-12  14 days  None                 1                0
13   406       398      404   45.310001   42.591000  None  None  -1103.914719  -0.060009 2023-10-10 2023-10-18   8 days  None                 1                0
14   375       419      438   46.099998   47.215000  None  None    418.125629   0.024187 2023-11-08 2023-12-06  28 days  None                 1                0
15   367       445      507   48.194000   90.388000  None  None  15485.198090   0.875503 2023-12-15 2024-03-18  94 days  None                 1                1
16   382       508      515   86.699997   90.000000  None  None   1260.601166   0.038062 2024-03-19 2024-03-28   9 days  None                 1                0
17   389       517      521   88.447998   88.699997  None  None     98.027573   0.002849 2024-04-02 2024-04-08   6 days  None                 1                0
18   386       543      579   89.483002  123.470001  None  None  13118.981812   0.379815 2024-05-08 2024-07-01  54 days  None                 1                0
19   392       590      591  121.349998  121.849998  None  None    196.000000   0.004120 2024-07-17 2024-07-18   1 days  None                 0                0
20   375       615      624  127.320000  105.410004  None  None  -8216.248512  -0.172086 2024-08-21 2024-09-04  14 days  None                 1                0
21   312       640      643  126.800003  121.769997  None  None  -1569.362000  -0.039669 2024-09-26 2024-10-01   5 days  None                 1                0
22   304       646      682  124.940002  141.990005  None  None   5183.200928   0.136466 2024-10-04 2024-11-25  52 days  None                 1                0
23   309       708      714  140.009995  136.050003  None  None  -1223.637360  -0.028284 2025-01-03 2025-01-14  11 days  None                 1                1
24   314       715      723  133.649994  121.809998  None  None  -3717.758850  -0.088590 2025-01-15 2025-01-28  13 days  None                 1                0
25   274       738      740  139.509995  140.039993  None  None    145.219666   0.003799 2025-02-19 2025-02-21   2 days  None                 1                1
26   281       741      742  136.559998  129.979996  None  None  -1848.980515  -0.048184 2025-02-24 2025-02-25   1 days  None                 0                0",40
1,Random Forest,0.5731543624161074,"[[296   0]
 [318 131]]",2022-03-10,2025-02-27,1085 days,19.59731543624161,15170.15166282654,16543.207286834713,51.701516628265395,430.27626670150596,15.138549072638652,25.846131085913992,10.163155963019088,0.5857181882393641,1.1730688050153812,0.8593562819887709,-15.22574094166552,0.15554485048174904,-17.616149890245946,-6.589306106139849,696 days,76 days,15,40.0,27.208507726414165,-6.29860551369018,2.8184772349012066,48 days,13 days,3.4718887046403855,3.2025089974722274,1.2572536139503134,0.27070347676635353,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
2022-03-16  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  15170.151663     0.082998              NaT
2025-02-24  15170.151663     0.082998              NaT
2025-02-25  15170.151663     0.082998              NaT
2025-02-26  15170.151663     0.082998              NaT
2025-02-27  15170.151663     0.082998         696 days

[745 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    374         8        9   26.726999  26.125999  None  None  -224.773937  -0.022487 2022-03-22 2022-03-23   1 days  None                 0                0
1    350        11       15   27.886000  27.782000  None  None   -36.400032  -0.003729 2022-03-25 2022-03-31   6 days  None                 1                0
2    544        91      105   17.885000  17.698000  None  None  -101.728149  -0.010456 2022-07-21 2022-08-10  20 days  None                 1                1
3    531       106      114   18.131001  16.989000  None  None  -606.402105  -0.062986 2022-08-11 2022-08-23  12 days  None                 1                0
4    652       164      196   13.850000  16.572001  None  None  1774.744080   0.196534 2022-11-02 2022-12-19  47 days  None                 1                0
5    663       213      239   16.278000  20.707001  None  None  2936.427567   0.272085 2023-01-13 2023-02-22  40 days  None                 1                0
6    591       241      274   23.225000  26.733999  None  None  2073.818333   0.151087 2023-02-24 2023-04-13  48 days  None                 1                0
7    574       277      280   27.533001  26.952000  None  None  -333.494736  -0.021102 2023-04-18 2023-04-21   3 days  None                 1                1
8    573       281      282   27.013000  27.077999  None  None    37.244213   0.002406 2023-04-24 2023-04-25   1 days  None                 0                0
9    557       286      290   27.840000  27.826000  None  None    -7.797966  -0.000503 2023-05-01 2023-05-05   4 days  None                 1                0
10   403       308      309   38.488998  40.097000  None  None   648.024689   0.041778 2023-06-01 2023-06-02   1 days  None                 0                0
11   415       312      313   38.915001  37.723999  None  None  -494.265785  -0.030605 2023-06-07 2023-06-08   1 days  None                 0                0
12   340       345      346   46.021000  46.519001  None  None   169.320374   0.010821 2023-07-26 2023-07-27   1 days  None                 0                0
13   171       510      511   92.300003  91.140999  None  None  -198.189720  -0.012557 2024-03-21 2024-03-22   1 days  None                 0                0
14   175       526      527   89.098000  86.432999  None  None  -466.375160  -0.029911 2024-04-15 2024-04-16   1 days  None                 0                0",40
2,XGBoost,0.8563758389261745,"[[224  72]
 [ 35 414]]",2022-03-10,2025-02-27,1085 days,68.85906040268456,23103.38744068147,39256.008816719055,131.03387440681468,430.27626670150596,32.74406810377537,58.28065586711423,21.469321378221196,0.5618342418526509,1.2277540810359695,0.7957850284808559,-114.91981240164961,0.5716180645842799,-41.14687626918969,-7.357086171979621,304 days,37 days,38,31.57894736842105,86.42771764937042,-12.13935509603824,2.4450910457510577,119 days,19 days,2.110619202341634,3.850135233315576,0.7642165987867725,0.11573674573440199,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
2022-03-16  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  25845.145741     0.341626              NaT
2025-02-24  25048.346913     0.361923              NaT
2025-02-25  24347.546620     0.379775              NaT
2025-02-26  25240.346913     0.357032              NaT
2025-02-27  23103.387441     0.411469         254 days

[745 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP           PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    377         7       10   26.507000   26.166000  None  None   -128.556850  -0.012865 2022-03-21 2022-03-24   3 days  None                 1                1
1    353        11       17   27.886000   26.728001  None  None   -408.773661  -0.041526 2022-03-25 2022-04-04  10 days  None                 1                1
2    347        18       20   27.254000   24.441000  None  None   -976.110905  -0.103214 2022-04-05 2022-04-07   2 days  None                 1                0
3    514        89      105   16.486000   17.698000  None  None    622.967945   0.073517 2022-07-19 2022-08-10  22 days  None                 1                1
4    502       106      114   18.131001   16.989000  None  None   -573.284100  -0.062986 2022-08-11 2022-08-23  12 days  None                 1                0
5    478       117      119   17.857000   15.960000  None  None   -906.766150  -0.106233 2022-08-26 2022-08-30   4 days  None                 1                0
6    592       159      160   12.869000   13.630000  None  None    450.511810   0.059134 2022-10-26 2022-10-27   1 days  None                 0                0
7    586       162      165   13.778000   13.043000  None  None   -430.709799  -0.053346 2022-10-31 2022-11-03   3 days  None                 1                1
8    546       166      189   13.986000   16.273001  None  None   1248.702358   0.163521 2022-11-04 2022-12-08  34 days  None                 1                1
9    518       190      196   17.160000   16.572001  None  None   -304.583660  -0.034266 2022-12-09 2022-12-19  10 days  None                 1                1
10   534       197      198   16.063999   16.114000  None  None     26.700611   0.003113 2022-12-20 2022-12-21   1 days  None                 0                1
11   535       199      200   16.094000   15.196000  None  None   -480.429873  -0.055797 2022-12-22 2022-12-23   1 days  None                 0                0
12   500       213      239   16.278000   20.707001  None  None   2214.500427   0.272085 2023-01-13 2023-02-22  40 days  None                 1                0
13   445       241      252   23.225000   22.752001  None  None   -210.484810  -0.020366 2023-02-24 2023-03-13  17 days  None                 1                1
14   431       253      283   23.496000   27.002001  None  None   1511.086224   0.149217 2023-03-14 2023-04-26  43 days  None                 1                1
15   425       284      351   27.363001   43.799999  None  None   6985.724306   0.600702 2023-04-27 2023-08-03  98 days  None                 1                1
16   414       352      356   44.985001   42.160000  None  None  -1169.550316  -0.062799 2023-08-04 2023-08-10   6 days  None                 1                0
17   362       364      375   48.134998   45.525002  None  None   -944.818840  -0.054222 2023-08-22 2023-09-07  16 days  None                 1                0
18   359       380      382   45.950001   42.748001  None  None  -1149.517879  -0.069684 2023-09-14 2023-09-18   4 days  None                 1                0
19   349       395      404   44.049999   42.591000  None  None   -509.190872  -0.033121 2023-10-05 2023-10-18  13 days  None                 1                0
20   328       417      433   45.285000   48.379002  None  None   1014.832581   0.068323 2023-11-06 2023-11-29  23 days  None                 1                1
21   330       434      435   48.023998   46.525002  None  None   -494.668922  -0.031213 2023-11-30 2023-12-01   1 days  None                 0                1
22   333       436      437   46.077000   45.466000  None  None   -203.463020  -0.013260 2023-12-04 2023-12-05   1 days  None                 0                0
23   325       440      520   46.595001   86.865997  None  None  13088.073730   0.864277 2023-12-08 2024-04-05 119 days  None                 1                1
24   318       521      523   88.699997   83.926003  None  None  -1518.130234  -0.053822 2024-04-08 2024-04-10   2 days  None                 1                1
25   306       524      527   87.419998   86.432999  None  None   -302.021851  -0.011290 2024-04-11 2024-04-16   5 days  None                 1                1
26   299       528      529   88.339996   84.970001  None  None  -1007.628540  -0.038148 2024-04-17 2024-04-18   1 days  None                 0                0
27   289       540      575   87.789001  121.199997  None  None   9655.777695   0.380583 2024-05-03 2024-06-25  53 days  None                 1                1
28   278       576      591  126.129997  121.849998  None  None  -1189.839661  -0.033933 2024-06-26 2024-07-18  22 days  None                 1                0
29   276       594      596  122.779999  113.040001  None  None  -2688.239410  -0.079329 2024-07-23 2024-07-25   2 days  None                 1                0
30   256       612      622  121.940002  119.529999  None  None   -616.960937  -0.019764 2024-08-16 2024-08-30  14 days  None                 1                1
31   263       623      624  116.010002  105.410004  None  None  -2787.799599  -0.091371 2024-09-03 2024-09-04   1 days  None                 0                0
32   227       639      683  122.019997  137.699997  None  None   3559.360069   0.128504 2024-09-25 2024-11-26  62 days  None                 1                1
33   232       684      693  135.009995  137.360001  None  None    545.201416   0.017406 2024-11-27 2024-12-11  14 days  None                 1                1
34   232       694      697  137.080002  129.089996  None  None  -1853.681274  -0.058287 2024-12-12 2024-12-17   5 days  None                 1                0
35   214       702      714  140.000000  136.050003  None  None   -845.299347  -0.028214 2024-12-24 2025-01-14  21 days  None                 1                0
36   210       716      723  138.639999  121.809998  None  None  -3534.300385  -0.121394 2025-01-16 2025-01-28  12 days  None                 1                1
37   203       724      725  126.500000  123.099998  None  None   -690.200310  -0.026877 2025-01-29 2025-01-30   1 days  None                 0                0",40
3,SVM,0.8402684563758389,"[[258  38]
 [ 81 368]]",2022-03-10,2025-02-27,1085 days,59.597315436241615,26207.841355323802,32537.87046909333,162.07841355323802,430.27626670150596,38.52765320386984,57.4809437482553,25.078894044258917,0.6702682783464086,1.5846593402918896,0.8575322530927403,-57.397213944840615,0.5100807190240281,-44.92851792444844,-8.532292663225528,359 days,46 days,38,39.473684210526315,113.0701957967795,-17.806572983117587,2.5708264837793315,129 days,16 days,2.37603022802333,4.310195357962925,1.122645513466703,0.19643922906453862,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
2022-03-16  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  26205.829392     0.194605              NaT
2025-02-24  26205.829392     0.194605              NaT
2025-02-25  25532.479699     0.215300              NaT
2025-02-26  26207.841355     0.194543              NaT
2025-02-27  26207.841355     0.194543         112 days

[745 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    377         7        8   26.507000   26.726999  None  None    82.939741   0.008300 2022-03-21 2022-03-22   1 days  None                 0                0
1    361        11       16   27.886000   27.375000  None  None  -184.470884  -0.018325 2022-03-25 2022-04-01   7 days  None                 1                0
2    363        18       20   27.254000   24.441000  None  None -1021.118900  -0.103214 2022-04-05 2022-04-07   2 days  None                 1                0
3    463        60       66   19.139000   15.731000  None  None -1577.903996  -0.178066 2022-06-06 2022-06-14   8 days  None                 1                0
4    408        91       94   17.885000   16.889000  None  None  -406.368118  -0.055689 2022-07-21 2022-07-26   5 days  None                 1                0
5    383        96      105   17.975000   17.698000  None  None  -106.091164  -0.015410 2022-07-28 2022-08-10  13 days  None                 1                1
6    374       106      114   18.131001   16.989000  None  None  -427.108074  -0.062986 2022-08-11 2022-08-23  12 days  None                 1                0
7    356       117      118   17.857000   16.020000  None  None  -653.971962  -0.102873 2022-08-26 2022-08-29   3 days  None                 0                0
8    435       161      196   13.104000   16.572001  None  None  1508.580179   0.264652 2022-10-28 2022-12-19  52 days  None                 1                0
9    408       215      217   17.667000   17.011000  None  None  -267.648056  -0.037131 2023-01-18 2023-01-20   2 days  None                 1                1
10   384       218      308   18.063999   38.488998  None  None  7843.199707   1.130702 2023-01-23 2023-06-01 129 days  None                 1                0
11   380       310      311   38.909000   38.830002  None  None   -30.019455  -0.002030 2023-06-05 2023-06-06   1 days  None                 0                1
12   379       312      313   38.915001   37.723999  None  None  -451.389717  -0.030605 2023-06-07 2023-06-08   1 days  None                 0                1
13   366       314      330   39.036999   42.134998  None  None  1133.867844   0.079361 2023-06-09 2023-07-05  26 days  None                 1                0
14   364       332      342   42.321999   45.787998  None  None  1261.623856   0.081896 2023-07-07 2023-07-21  14 days  None                 1                0
15   371       344      351   44.941002   43.799999  None  None  -423.311985  -0.025389 2023-07-25 2023-08-03   9 days  None                 1                0
16   367       355      356   44.273998   42.160000  None  None  -775.837418  -0.047748 2023-08-09 2023-08-10   1 days  None                 0                0
17   308       366      368   50.216000   46.481998  None  None -1150.072357  -0.074359 2023-08-24 2023-08-28   4 days  None                 1                1
18   307       369      379   46.666000   44.599998  None  None  -634.262581  -0.044272 2023-08-29 2023-09-13  15 days  None                 1                0
19   302       381      382   45.341000   42.748001  None  None  -783.085548  -0.057189 2023-09-15 2023-09-18   3 days  None                 0                0
20   288       397      404   44.841999   42.591000  None  None  -648.287842  -0.050198 2023-10-09 2023-10-18   9 days  None                 1                0
21   283       409      410   43.397999   41.853001  None  None  -437.234482  -0.035601 2023-10-25 2023-10-26   1 days  None                 0                0
22   249       420      439   47.466999   45.700001  None  None  -439.982574  -0.037226 2023-11-09 2023-12-07  28 days  None                 1                0
23   235       444      495   48.389999   79.094002  None  None  7215.440559   0.634511 2023-12-14 2024-02-29  77 days  None                 1                1
24   232       496      503   80.000000   88.049004  None  None  1867.368835   0.100613 2024-03-01 2024-03-12  11 days  None                 1                0
25   228       505      506   89.577003   86.930000  None  None  -603.516724  -0.029550 2024-03-14 2024-03-15   1 days  None                 0                0
26   221       509      515   89.796997   90.000000  None  None    44.863647   0.002261 2024-03-20 2024-03-28   8 days  None                 1                0
27   225       517      521   88.447998   88.699997  None  None    56.699753   0.002849 2024-04-02 2024-04-08   6 days  None                 1                0
28   219       542      544   91.098000   90.528999  None  None  -124.611053  -0.006246 2024-05-07 2024-05-09   2 days  None                 1                1
29   220       545      579   90.305000  123.470001  None  None  7296.300201   0.367255 2024-05-10 2024-07-01  52 days  None                 1                0
30   208       584      585  130.350006  134.029999  None  None   765.438477   0.028232 2024-07-09 2024-07-10   1 days  None                 0                0
31   230       590      591  121.349998  121.849998  None  None   115.000000   0.004120 2024-07-17 2024-07-18   1 days  None                 0                0
32   220       615      616  127.320000  130.020004  None  None   594.001007   0.021206 2024-08-21 2024-08-22   1 days  None                 0                0
33   229       619      622  125.050003  119.529999  None  None -1264.080978  -0.044142 2024-08-27 2024-08-30   3 days  None                 1                0
34   224       639      643  122.019997  121.769997  None  None   -56.000000  -0.002049 2024-09-25 2024-10-01   6 days  None                 1                0
35   218       646      683  124.940002  137.699997  None  None  2781.678802   0.102129 2024-10-04 2024-11-26  53 days  None                 1                0
36   214       708      723  140.009995  121.809998  None  None -3894.799347  -0.129991 2025-01-03 2025-01-28  25 days  None                 1                0
37   201       742      743  129.979996  129.990005  None  None     2.011963   0.000077 2025-02-25 2025-02-26   1 days  None                 0                0",40
4,Naive Bayes,0.8536912751677852,"[[261  35]
 [ 74 375]]",2022-03-10,2025-02-27,1085 days,59.328859060402685,30499.257855415373,55602.886845588684,204.9925785541537,430.27626670150596,45.8187207322732,60.381043911858065,29.56272955609558,0.7588262435336098,1.9635267104279581,1.0148545237357838,-10.968021769805318,0.5019114857984408,-45.1480676891598,-6.158506172776038,300 days,31 days,32,37.5,72.52723525341922,-16.022064808141636,3.543838185136905,86 days,19 days,2.6333377552500328,4.925917042343286,0.8181627651861875,0.15185636586078602,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
2022-03-16  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  31540.557141     0.432753              NaT
2025-02-24  30569.458570     0.450218              NaT
2025-02-25  30499.257855     0.451481              NaT
2025-02-26  30499.257855     0.451481              NaT
2025-02-27  30499.257855     0.451481         254 days

[745 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP           PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    377         7       19   26.507000   24.934000  None  None   -593.020983  -0.059343 2022-03-21 2022-04-06  16 days  None                 1                0
1    502        57       64   18.724001   17.600000  None  None   -564.248276  -0.060030 2022-06-01 2022-06-10   9 days  None                 1                0
2    494        91      104   17.885000   17.252001  None  None   -312.701714  -0.035393 2022-07-21 2022-08-09  19 days  None                 1                0
3    456       108      113   18.701000   17.490000  None  None   -552.216202  -0.064756 2022-08-15 2022-08-22   7 days  None                 1                0
4    585       160      189   13.630000   16.273001  None  None   1546.155353   0.193911 2022-10-27 2022-12-08  42 days  None                 1                1
5    555       190      196   17.160000   16.572001  None  None   -326.339636  -0.034266 2022-12-09 2022-12-19  10 days  None                 1                0
6    565       213      240   16.278000   23.440001  None  None   4046.530371   0.439980 2023-01-13 2023-02-23  41 days  None                 1                1
7    570       241      275   23.225000   26.504000  None  None   1869.029617   0.141184 2023-02-24 2023-04-14  49 days  None                 1                1
8    568       276      277   26.565001   27.533001  None  None    549.824234   0.036439 2023-04-17 2023-04-18   1 days  None                 0                1
9    572       278      282   27.361000   27.077999  None  None   -161.876541  -0.010343 2023-04-19 2023-04-25   6 days  None                 1                0
10   556       286      290   27.840000   27.826000  None  None     -7.783966  -0.000503 2023-05-01 2023-05-05   4 days  None                 1                1
11   543       291      328   28.521999   41.680000  None  None   7144.794514   0.461328 2023-05-08 2023-06-30  53 days  None                 1                1
12   532       329      351   42.516998   43.799999  None  None    682.556503   0.030176 2023-07-03 2023-08-03  31 days  None                 1                0
13   484       364      377   48.134998   46.147999  None  None   -961.707764  -0.041280 2023-08-22 2023-09-11  20 days  None                 1                0
14   498       397      404   44.841999   42.591000  None  None  -1120.997726  -0.050198 2023-10-09 2023-10-18   9 days  None                 1                0
15   468       417      433   45.285000   48.379002  None  None   1447.992828   0.068323 2023-11-06 2023-11-29  23 days  None                 1                0
16   459       446      456   49.400002   47.485001  None  None   -878.985420  -0.038765 2023-12-18 2024-01-03  16 days  None                 1                0
17   416       460      519   52.401001   90.405998  None  None  15810.078857   0.725272 2024-01-09 2024-04-04  86 days  None                 1                0
18   419       525      526   89.698997   89.098000  None  None   -251.818130  -0.006700 2024-04-12 2024-04-15   3 days  None                 0                0
19   410       542      579   91.098000  123.470001  None  None  13272.520676   0.355354 2024-05-07 2024-07-01  55 days  None                 1                1
20   418       580      581  121.129997  121.660004  None  None    221.542679   0.004376 2024-07-02 2024-07-03   1 days  None                 0                1
21   399       582      587  127.379997  128.259995  None  None    351.118904   0.006908 2024-07-05 2024-07-12   7 days  None                 1                1
22   392       588      589  130.559998  128.440002  None  None   -831.038086  -0.016238 2024-07-15 2024-07-16   1 days  None                 0                0
23   413       612      622  121.940002  119.529999  None  None   -995.331512  -0.019764 2024-08-16 2024-08-30  14 days  None                 1                0
24   404       639      644  122.019997  116.440002  None  None  -2254.317657  -0.045730 2024-09-25 2024-10-02   7 days  None                 1                0
25   377       646      666  124.940002  134.699997  None  None   3679.517929   0.078117 2024-10-04 2024-11-01  28 days  None                 1                0
26   347       670      677  146.389999  139.500000  None  None  -2390.829788  -0.047066 2024-11-07 2024-11-18  11 days  None                 1                0
27   328       679      683  147.410004  137.699997  None  None  -3184.882202  -0.065871 2024-11-20 2024-11-26   6 days  None                 1                0
28   311       689      690  145.110001  144.600006  None  None   -158.608292  -0.003515 2024-12-05 2024-12-06   1 days  None                 0                0
29   303       709      713  148.589996  129.990005  None  None  -5635.797226  -0.125177 2025-01-06 2025-01-13   7 days  None                 1                0
30   271       720      723  145.050003  121.809998  None  None  -6298.041489  -0.160221 2025-01-23 2025-01-28   5 days  None                 1                0
31   234       737      742  141.270004  129.979996  None  None  -2641.862000  -0.079918 2025-02-18 2025-02-25   7 days  None                 1                0",40
