,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,Logistic Regression,0.8324468085106383,"[[344   8]
 [118 282]]",2022-03-01,2025-02-27,1094 days,42.02127659574468,7949.021148681644,11240.201309204102,-20.509788513183558,4.6419963208503825,-7.40352190016208,13.828109347610265,-5.149960935550735,-0.5353965400513364,-0.6617593106452192,-0.25284874268843666,-22.164263209588967,0.35641447817914645,-29.28043786749136,-15.964534936608851,835 days,362 days,27,33.33333333333333,10.922405144289993,-5.927372535520792,-0.8534285864108315,53 days,16 days,0.545520650893727,-0.7916759047959446,-1.1291924364024613,-0.2795785962560892,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-01  10000.000000     0.000000              NaT
2022-03-02  10000.000000     0.000000              NaT
2022-03-03  10257.400436     0.000000              NaT
2022-03-04  10415.349960     0.000000              NaT
2022-03-07  10635.699921     0.000000              NaT
...                  ...          ...              ...
2025-02-21   7949.021149     0.292804              NaT
2025-02-24   7949.021149     0.292804              NaT
2025-02-25   7949.021149     0.292804              NaT
2025-02-26   7949.021149     0.292804              NaT
2025-02-27   7949.021149     0.292804         835 days

[752 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     65         2       23  152.259995  162.779999  None  None   683.800278   0.069092 2022-03-03 2022-04-01  29 days  None                 1                0
1     61        33       37  173.000000  164.380005  None  None  -525.819702  -0.049827 2022-04-18 2022-04-22   4 days  None                 1                0
2     58        54       57  174.839996  168.880005  None  None  -345.679504  -0.034088 2022-05-17 2022-05-20   3 days  None                 1                0
3     57        59       73  170.690002  169.369995  None  None   -75.240417  -0.007733 2022-05-24 2022-06-14  21 days  None                 1                0
4     62       104      128  156.539993  156.479996  None  None    -3.719849  -0.000383 2022-07-29 2022-09-01  34 days  None                 1                0
5     59       153      189  162.509995  180.259995  None  None  1047.250000   0.109224 2022-10-07 2022-11-29  53 days  None                 1                0
6     59       222      223  180.820007  176.610001  None  None  -248.390396  -0.023283 2023-01-18 2023-01-19   1 days  None                 0                0
7     58       226      228  181.089996  184.990005  None  None   226.200531   0.021536 2023-01-24 2023-01-26   2 days  None                 1                1
8     58       229      232  184.229996  173.309998  None  None  -633.359894  -0.059274 2023-01-27 2023-02-01   5 days  None                 1                0
9     59       274      291  169.800003  166.429993  None  None  -198.830612  -0.019847 2023-04-03 2023-04-27  24 days  None                 1                0
10    61       351      355  161.910004  161.130005  None  None   -47.579926  -0.004817 2023-07-25 2023-07-31   6 days  None                 1                1
11    60       356      360  163.639999  161.009995  None  None  -157.800293  -0.016072 2023-08-01 2023-08-07   6 days  None                 1                1
12    61       361      367  157.940002  160.520004  None  None   157.380112   0.016335 2023-08-08 2023-08-16   8 days  None                 1                0
13    59       381      402  166.279999  161.419998  None  None  -286.740036  -0.029228 2023-09-06 2023-10-05  29 days  None                 1                0
14    63       453      468  150.830002  146.020004  None  None  -303.029846  -0.031890 2023-12-18 2024-01-10  23 days  None                 1                0
15    61       485      505  151.619995  148.830002  None  None  -170.189590  -0.018401 2024-02-05 2024-03-05  29 days  None                 1                0
16    58       513      535  155.190002  155.990005  None  None    46.400177   0.005155 2024-03-15 2024-04-17  33 days  None                 1                0
17    57       538      546  159.949997  160.410004  None  None    26.220383   0.002876 2024-04-22 2024-05-02  10 days  None                 1                0
18    56       549      556  162.309998  161.529999  None  None   -43.679932  -0.004806 2024-05-07 2024-05-16   9 days  None                 1                0
19    56       598      601  161.229996  156.350006  None  None  -273.279419  -0.030267 2024-07-18 2024-07-23   5 days  None                 1                0
20    55       608      609  158.710007  151.130005  None  None  -416.900101  -0.047760 2024-08-01 2024-08-02   1 days  None                 0                0
21    56       645      647  148.880005  140.899994  None  None  -446.880615  -0.053600 2024-09-24 2024-09-26   2 days  None                 1                0
22    54       650      661  146.350006  148.350006  None  None   108.000000   0.013666 2024-10-01 2024-10-16  15 days  None                 1                0
23    53       663      667  150.820007  151.130005  None  None    16.429871   0.002055 2024-10-18 2024-10-24   6 days  None                 1                0
24    52       675      676  154.529999  157.100006  None  None   133.640381   0.016631 2024-11-05 2024-11-06   1 days  None                 0                1
25    52       677      698  157.940002  157.000000  None  None   -48.880127  -0.005952 2024-11-07 2024-12-09  32 days  None                 1                0
26    53       720      734  154.100006  149.000000  None  None  -270.300323  -0.033095 2025-01-13 2025-02-03  21 days  None                 1                0"
1,Random Forest,0.8763297872340425,"[[300  52]
 [ 41 359]]",2022-03-01,2025-02-27,1094 days,57.180851063829785,7899.15837097168,12246.141494750977,-21.0084162902832,4.6419963208503825,-7.598572760159483,17.167730678827866,-5.287344422631312,-0.4426078730097063,-0.562849765819509,-0.20979268796795986,-23.44357322239989,0.5245926027943486,-36.219435642675776,-9.394791902193179,835 days,154 days,33,30.303030303030305,11.548238586408054,-5.700323436092458,-0.7268274795354523,70 days,18 days,0.5834024612331775,-0.675358587694734,-1.1317809547741324,-0.21292233267788024,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-01  10000.000000     0.000000              NaT
2022-03-02  10000.000000     0.000000              NaT
2022-03-03  10257.400436     0.000000              NaT
2022-03-04  10415.349960     0.000000              NaT
2022-03-07  10635.699921     0.000000              NaT
...                  ...          ...              ...
2025-02-21   7911.658371     0.353947              NaT
2025-02-24   7960.158432     0.349986              NaT
2025-02-25   7886.658371     0.355988              NaT
2025-02-26   7822.658432     0.361214              NaT
2025-02-27   7899.158371     0.354968         835 days

[752 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     65         2       39  152.259995  158.820007  None  None   426.400833   0.043084 2022-03-03 2022-04-26  54 days  None                 1                0
1     62        48       49  167.750000  162.210007  None  None  -343.479584  -0.033025 2022-05-09 2022-05-10   1 days  None                 0                0
2     59        53       74  169.000000  166.779999  None  None  -130.980072  -0.013136 2022-05-16 2022-06-15  30 days  None                 1                0
3     69        98      100  143.119995  145.699997  None  None   178.020126   0.018027 2022-07-21 2022-07-25   4 days  None                 1                1
4     67       101      132  149.500000  155.589996  None  None   408.029755   0.040736 2022-07-26 2022-09-08  44 days  None                 1                0
5     64       134      141  162.809998  158.309998  None  None  -288.000000  -0.027640 2022-09-12 2022-09-21   9 days  None                 1                0
6     65       152      194  157.339996  175.509995  None  None  1181.049881   0.115482 2022-10-06 2022-12-06  61 days  None                 1                0
7     64       208      210  178.360001  176.649994  None  None  -109.440430  -0.009587 2022-12-27 2022-12-29   2 days  None                 1                1
8     63       211      213  178.029999  170.949997  None  None  -446.040115  -0.039769 2022-12-30 2023-01-04   5 days  None                 1                0
9     61       216      217  178.259995  176.399994  None  None  -113.460037  -0.010434 2023-01-09 2023-01-10   1 days  None                 0                0
10    61       219      232  175.990005  173.309998  None  None  -163.480484  -0.015228 2023-01-12 2023-02-01  20 days  None                 1                0
11    65       273      292  162.699997  164.500000  None  None   117.000198   0.011063 2023-03-31 2023-04-28  28 days  None                 1                1
12    63       293      295  167.710007  158.149994  None  None  -602.280807  -0.057003 2023-05-01 2023-05-03   2 days  None                 1                0
13    63       320      323  160.160004  158.520004  None  None  -103.319962  -0.010240 2023-06-08 2023-06-13   5 days  None                 1                0
14    62       342      344  159.220001  157.009995  None  None  -137.020416  -0.013880 2023-07-12 2023-07-14   2 days  None                 1                0
15    61       350      372  160.470001  158.139999  None  None  -142.130112  -0.014520 2023-07-24 2023-08-23  30 days  None                 1                0
16    59       379      402  162.639999  161.419998  None  None   -71.980072  -0.007501 2023-09-01 2023-10-05  34 days  None                 1                0
17    57       405      407  166.770004  163.259995  None  None  -200.070557  -0.021047 2023-10-10 2023-10-12   2 days  None                 1                0
18    56       412      415  168.699997  160.889999  None  None  -437.359863  -0.046295 2023-10-19 2023-10-24   5 days  None                 1                0
19    61       452      468  147.320007  146.020004  None  None   -79.300186  -0.008824 2023-12-15 2024-01-10  26 days  None                 1                0
20    59       480      484  149.089996  150.860001  None  None   104.430252   0.011872 2024-01-29 2024-02-02   4 days  None                 1                1
21    59       485      505  151.619995  148.830002  None  None  -164.609604  -0.018401 2024-02-05 2024-03-05  29 days  None                 1                0
22    57       512      561  153.770004  157.919998  None  None   236.549652   0.026988 2024-03-14 2024-05-23  70 days  None                 1                0
23    57       582      584  159.119995  156.699997  None  None  -137.939896  -0.015209 2024-06-25 2024-06-27   2 days  None                 1                0
24    57       596      597  157.009995  158.500000  None  None    84.930313   0.009490 2024-07-16 2024-07-17   1 days  None                 0                1
25    56       598      602  161.229996  154.690002  None  None  -366.239624  -0.040563 2024-07-18 2024-07-24   6 days  None                 1                0
26    54       608      609  158.710007  151.130005  None  None  -409.320099  -0.047760 2024-08-01 2024-08-02   1 days  None                 0                0
27    55       626      627  148.669998  146.440002  None  None  -122.649765  -0.015000 2024-08-27 2024-08-28   1 days  None                 0                0
28    55       629      630  146.220001  145.550003  None  None   -36.849899  -0.004582 2024-08-30 2024-09-03   4 days  None                 0                0
29    55       644      647  146.250000  140.899994  None  None  -294.250336  -0.036581 2024-09-23 2024-09-26   3 days  None                 1                0
30    53       650      671  146.350006  149.080002  None  None   144.689774   0.018654 2024-10-01 2024-10-30  29 days  None                 1                0
31    51       674      698  154.419998  157.000000  None  None   131.580093   0.016708 2024-11-04 2024-12-09  35 days  None                 1                0
32    52       719      734  153.410004  149.000000  None  None  -229.320190  -0.028747 2025-01-10 2025-02-03  24 days  None                 1                0"
2,XGBoost,0.8976063829787234,"[[327  25]
 [ 52 348]]",2022-03-01,2025-02-27,1094 days,51.196808510638306,7849.129653930666,11606.72134399414,-21.50870346069334,4.6419963208503825,-7.795097215965685,15.72810885539936,-5.425857552775448,-0.4956156704936383,-0.6032427073213575,-0.22523263237856023,-23.5782614597522,0.44583361468061866,-34.609093423301374,-10.606124032710158,835 days,181 days,25,32.0,14.230329166631916,-7.5902802030451415,-0.9630922524931029,69 days,21 days,0.6295686229480152,-0.8503876645128701,-0.9313710777579582,-0.20994361470985873,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-01  10000.000000     0.000000              NaT
2022-03-02  10000.000000     0.000000              NaT
2022-03-03  10257.400436     0.000000              NaT
2022-03-04  10415.349960     0.000000              NaT
2022-03-07  10635.699921     0.000000              NaT
...                  ...          ...              ...
2025-02-21   7861.629654     0.322666              NaT
2025-02-24   7910.129715     0.318487              NaT
2025-02-25   7836.629654     0.324820              NaT
2025-02-26   7772.629715     0.330334              NaT
2025-02-27   7849.129654     0.323743         835 days

[752 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     65         2       37  152.259995  164.380005  None  None   787.800674   0.079601 2022-03-03 2022-04-22  50 days  None                 1                0
1     64        48       49  167.750000  162.210007  None  None  -354.559570  -0.033025 2022-05-09 2022-05-10   1 days  None                 0                0
2     61        53       73  169.000000  169.369995  None  None    22.569702   0.002189 2022-05-16 2022-06-14  29 days  None                 1                0
3     64       105      129  161.179993  158.240005  None  None  -188.159180  -0.018240 2022-08-01 2022-09-02  32 days  None                 1                0
4     63       135      139  161.410004  152.929993  None  None  -534.240692  -0.052537 2022-09-13 2022-09-19   6 days  None                 1                0
5     61       152      184  157.339996  179.729996  None  None  1365.789963   0.142303 2022-10-06 2022-11-21  46 days  None                 1                1
6     60       185      186  183.750000  183.210007  None  None   -32.399597  -0.002939 2022-11-22 2022-11-23   1 days  None                 0                0
7     61       188      189  180.279999  180.259995  None  None    -1.220261  -0.000111 2022-11-28 2022-11-29   1 days  None                 0                0
8     62       212      213  178.039993  170.949997  None  None  -439.579773  -0.039822 2023-01-03 2023-01-04   1 days  None                 0                0
9     59       221      231  178.440002  172.750000  None  None  -335.710144  -0.031887 2023-01-17 2023-01-31  14 days  None                 1                0
10    60       275      295  171.139999  158.149994  None  None  -779.400330  -0.075903 2023-04-04 2023-05-03  29 days  None                 1                0
11    59       343      344  159.839996  157.009995  None  None  -166.970108  -0.017705 2023-07-13 2023-07-14   1 days  None                 0                0
12    57       351      374  161.910004  159.070007  None  None  -161.879791  -0.017541 2023-07-25 2023-08-25  31 days  None                 1                0
13    57       376      402  160.910004  161.419998  None  None    29.069687   0.003169 2023-08-29 2023-10-05  37 days  None                 1                0
14    54       412      415  168.699997  160.889999  None  None  -421.739868  -0.046295 2023-10-19 2023-10-24   5 days  None                 1                0
15    59       452      453  147.320007  150.830002  None  None   207.089676   0.023826 2023-12-15 2023-12-18   3 days  None                 0                1
16    59       454      469  149.960007  145.559998  None  None  -259.600540  -0.029341 2023-12-19 2024-01-11  23 days  None                 1                0
17    58       481      483  148.179993  148.190002  None  None     0.580566   0.000068 2024-01-30 2024-02-01   2 days  None                 1                0
18    57       485      505  151.619995  148.830002  None  None  -159.029617  -0.018401 2024-02-05 2024-03-05  29 days  None                 1                0
19    55       512      560  153.770004  159.520004  None  None   316.250000   0.037394 2024-03-14 2024-05-22  69 days  None                 1                0
20    55       598      603  161.229996  155.369995  None  None  -322.300034  -0.036346 2024-07-18 2024-07-25   7 days  None                 1                0
21    53       607      609  161.690002  151.130005  None  None  -559.679871  -0.065310 2024-07-31 2024-08-02   2 days  None                 1                0
22    53       645      647  148.880005  140.899994  None  None  -422.940582  -0.053600 2024-09-24 2024-09-26   2 days  None                 1                0
23    51       650      698  146.350006  157.000000  None  None   543.149689   0.072771 2024-10-01 2024-12-09  69 days  None                 1                0
24    52       720      735  154.100006  148.720001  None  None  -279.760254  -0.034912 2025-01-13 2025-02-04  22 days  None                 1                0"
3,SVM,0.8324468085106383,"[[339  13]
 [113 287]]",2022-03-01,2025-02-27,1094 days,43.61702127659575,8800.649978637697,12468.039993286133,-11.99350021362303,4.6419963208503825,-4.19094908694122,15.656669973165432,-2.9000247087936804,-0.267678190453286,-0.366147244320174,-0.1421109629412504,-13.861545607324047,0.40242285098554403,-29.49068108611569,-8.23012151602517,835 days,179 days,29,34.48275862068966,15.292604713740854,-5.3600286973454985,-0.4428181545384047,47 days,15 days,0.7623568669245187,-0.3668932415806658,-0.5343165194425915,-0.11952618488546235,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-01  10000.000000     0.000000              NaT
2022-03-02  10000.000000     0.000000              NaT
2022-03-03  10257.400436     0.000000              NaT
2022-03-04  10415.349960     0.000000              NaT
2022-03-07  10635.699921     0.000000              NaT
...                  ...          ...              ...
2025-02-21   8791.130081     0.294907              NaT
2025-02-24   8800.649979     0.294143              NaT
2025-02-25   8800.649979     0.294143              NaT
2025-02-26   8800.649979     0.294143              NaT
2025-02-27   8800.649979     0.294143         835 days

[752 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     65         2       23  152.259995  162.779999  None  None   683.800278   0.069092 2022-03-03 2022-04-01  29 days  None                 1                0
1     61        33       37  173.000000  164.380005  None  None  -525.819702  -0.049827 2022-04-18 2022-04-22   4 days  None                 1                0
2     60        53       57  169.000000  168.880005  None  None    -7.199707  -0.000710 2022-05-16 2022-05-20   4 days  None                 1                0
3     59        59       73  170.690002  169.369995  None  None   -77.880432  -0.007733 2022-05-24 2022-06-14  21 days  None                 1                0
4     66       103      128  150.690002  156.479996  None  None   382.139557   0.038423 2022-07-28 2022-09-01  35 days  None                 1                0
5     66       152      156  157.339996  156.139999  None  None   -79.199799  -0.007627 2022-10-06 2022-10-12   6 days  None                 1                1
6     66       157      189  156.350006  180.259995  None  None  1578.059235   0.152926 2022-10-13 2022-11-29  47 days  None                 1                0
7     67       217      218  176.399994  177.889999  None  None    99.830368   0.008447 2023-01-10 2023-01-11   1 days  None                 0                0
8     66       222      223  180.820007  176.610001  None  None  -277.860443  -0.023283 2023-01-18 2023-01-19   1 days  None                 0                0
9     64       225      232  181.210007  173.309998  None  None  -505.600586  -0.043596 2023-01-23 2023-02-01   9 days  None                 1                0
10    69       273      291  162.699997  166.429993  None  None   257.369705   0.022926 2023-03-31 2023-04-27  27 days  None                 1                0
11    73       327      328  156.149994  152.669998  None  None  -254.039688  -0.022286 2023-06-20 2023-06-21   1 days  None                 0                0
12    70       343      344  159.839996  157.009995  None  None  -198.100128  -0.017705 2023-07-13 2023-07-14   1 days  None                 0                0
13    68       351      355  161.910004  161.130005  None  None   -53.039917  -0.004817 2023-07-25 2023-07-31   6 days  None                 1                1
14    67       356      367  163.639999  160.520004  None  None  -209.039673  -0.019066 2023-08-01 2023-08-16  15 days  None                 1                0
15    65       381      402  166.279999  161.419998  None  None  -315.900040  -0.029228 2023-09-06 2023-10-05  29 days  None                 1                0
16    69       453      468  150.830002  146.020004  None  None  -331.889832  -0.031890 2023-12-18 2024-01-10  23 days  None                 1                0
17    67       485      505  151.619995  148.830002  None  None  -186.929550  -0.018401 2024-02-05 2024-03-05  29 days  None                 1                0
18    63       514      535  156.029999  155.990005  None  None    -2.519577  -0.000256 2024-03-18 2024-04-17  30 days  None                 1                0
19    62       538      546  159.949997  160.410004  None  None    28.520416   0.002876 2024-04-22 2024-05-02  10 days  None                 1                0
20    62       548      555  160.729996  163.130005  None  None   148.800568   0.014932 2024-05-06 2024-05-15   9 days  None                 1                0
21    62       598      601  161.229996  156.350006  None  None  -302.559357  -0.030267 2024-07-18 2024-07-23   5 days  None                 1                0
22    62       608      609  158.710007  151.130005  None  None  -469.960114  -0.047760 2024-08-01 2024-08-02   1 days  None                 0                0
23    63       645      647  148.880005  140.899994  None  None  -502.740692  -0.053600 2024-09-24 2024-09-26   2 days  None                 1                0
24    60       650      661  146.350006  148.350006  None  None   120.000000   0.013666 2024-10-01 2024-10-16  15 days  None                 1                0
25    59       663      667  150.820007  151.130005  None  None    18.289856   0.002055 2024-10-18 2024-10-24   6 days  None                 1                0
26    58       675      698  154.529999  157.000000  None  None   143.260071   0.015984 2024-11-05 2024-12-09  34 days  None                 1                0
27    59       720      734  154.100006  149.000000  None  None  -300.900360  -0.033095 2025-01-13 2025-02-03  21 days  None                 1                0
28    56       747      748  158.130005  157.089996  None  None   -58.240479  -0.006577 2025-02-21 2025-02-24   3 days  None                 0                0"
4,Naive Bayes,0.8736702127659575,"[[295  57]
 [ 38 362]]",2022-03-01,2025-02-27,1094 days,58.37765957446809,8825.360839843752,12527.11068725586,-11.746391601562483,4.6419963208503825,-4.100883804182864,18.017579035874295,-2.837290167825368,-0.22760459637877595,-0.3030966188599067,-0.12322849405476154,-14.207204233492522,0.5301194705555551,-33.278697720354124,-8.152107094315895,835 days,134 days,34,35.294117647058826,15.66991705774823,-6.5310145334560925,-0.37614619484724887,55 days,18 days,0.7837029248679047,-0.30952652550178245,-0.5277695468765542,-0.11037882175155544,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-01  10000.000000     0.000000              NaT
2022-03-02  10000.000000     0.000000              NaT
2022-03-03  10257.400436     0.000000              NaT
2022-03-04  10415.349960     0.000000              NaT
2022-03-07  10635.699921     0.000000              NaT
...                  ...          ...              ...
2025-02-21   8839.360840     0.294382              NaT
2025-02-24   8893.680908     0.290045              NaT
2025-02-25   8811.360840     0.296617              NaT
2025-02-26   8739.680908     0.302339              NaT
2025-02-27   8825.360840     0.295499         835 days

[752 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     65         2       38  152.259995  155.729996  None  None   225.550079   0.022790 2022-03-03 2022-04-25  53 days  None                 1                0
1     60        46       50  169.259995  163.580002  None  None  -340.799561  -0.033558 2022-05-05 2022-05-11   6 days  None                 1                1
2     60        51       73  163.220001  169.369995  None  None   368.999634   0.037679 2022-05-12 2022-06-14  33 days  None                 1                0
3     68       101      129  149.500000  158.240005  None  None   594.320374   0.058462 2022-07-26 2022-09-02  38 days  None                 1                0
4     66       134      140  162.809998  156.039993  None  None  -446.820282  -0.041582 2022-09-12 2022-09-20   8 days  None                 1                0
5     66       151      189  155.839996  180.259995  None  None  1611.719879   0.156699 2022-10-05 2022-11-29  55 days  None                 1                0
6     66       192      193  181.529999  182.669998  None  None    75.239960   0.006280 2022-12-02 2022-12-05   3 days  None                 0                0
7     67       208      213  178.360001  170.949997  None  None  -496.470245  -0.041545 2022-12-27 2023-01-04   8 days  None                 1                0
8     65       216      217  178.259995  176.399994  None  None  -120.900040  -0.010434 2023-01-09 2023-01-10   1 days  None                 0                0
9     64       220      231  177.089996  172.750000  None  None  -277.759766  -0.024507 2023-01-13 2023-01-31  18 days  None                 1                0
10    68       273      291  162.699997  166.429993  None  None   253.639709   0.022926 2023-03-31 2023-04-27  27 days  None                 1                0
11    68       293      294  167.710007  165.320007  None  None  -162.519958  -0.014251 2023-05-01 2023-05-02   1 days  None                 0                0
12    70       320      325  160.160004  157.320007  None  None  -198.799744  -0.017732 2023-06-08 2023-06-15   7 days  None                 1                1
13    69       326      327  158.570007  156.149994  None  None  -166.980927  -0.015261 2023-06-16 2023-06-20   4 days  None                 0                0
14    69       336      338  157.179993  155.199997  None  None  -136.619705  -0.012597 2023-07-03 2023-07-06   3 days  None                 1                0
15    67       342      345  159.220001  153.350006  None  None  -393.289673  -0.036867 2023-07-12 2023-07-17   5 days  None                 1                0
16    64       350      372  160.470001  158.139999  None  None  -149.120117  -0.014520 2023-07-24 2023-08-23  30 days  None                 1                0
17    63       376      402  160.910004  161.419998  None  None    32.129654   0.003169 2023-08-29 2023-10-05  37 days  None                 1                0
18    60       412      415  168.699997  160.889999  None  None  -468.599854  -0.046295 2023-10-19 2023-10-24   5 days  None                 1                0
19    66       452      468  147.320007  146.020004  None  None   -85.800201  -0.008824 2023-12-15 2024-01-10  26 days  None                 1                0
20    65       480      505  149.089996  148.830002  None  None   -16.899643  -0.001744 2024-01-29 2024-03-05  36 days  None                 1                0
21    63       512      536  153.770004  157.139999  None  None   212.309692   0.021916 2024-03-14 2024-04-18  35 days  None                 1                0
22    61       538      548  159.949997  160.729996  None  None    47.579926   0.004877 2024-04-22 2024-05-06  14 days  None                 1                1
23    61       549      559  162.309998  160.580002  None  None  -105.529739  -0.010659 2024-05-07 2024-05-21  14 days  None                 1                0
24    61       582      584  159.119995  156.699997  None  None  -147.619888  -0.015209 2024-06-25 2024-06-27   2 days  None                 1                1
25    61       585      590  157.520004  153.320007  None  None  -256.199814  -0.026663 2024-06-28 2024-07-08  10 days  None                 1                0
26    60       596      603  157.009995  155.369995  None  None   -98.399963  -0.010445 2024-07-16 2024-07-25   9 days  None                 1                1
27    59       604      606  157.729996  156.460007  None  None   -74.929352  -0.008052 2024-07-26 2024-07-30   4 days  None                 1                1
28    57       607      609  161.690002  151.130005  None  None  -601.919861  -0.065310 2024-07-31 2024-08-02   2 days  None                 1                0
29    58       626      627  148.669998  146.440002  None  None  -129.339752  -0.015000 2024-08-27 2024-08-28   1 days  None                 0                0
30    58       643      648  145.229996  142.979996  None  None  -130.500000  -0.015493 2024-09-20 2024-09-27   7 days  None                 1                1
31    57       649      672  145.369995  148.759995  None  None   193.229965   0.023320 2024-09-30 2024-10-31  31 days  None                 1                0
32    55       674      698  154.419998  157.000000  None  None   141.900101   0.016708 2024-11-04 2024-12-09  35 days  None                 1                0
33    59       718      734  148.039993  149.000000  None  None    56.640396   0.006485 2025-01-08 2025-02-03  26 days  None                 1                0"
