,,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,0
normal,0,Logistic Regression,0.900804289544236,"[[285  44]
 [ 30 387]]",2022-03-09,2025-02-27,1086 days,60.723860589812325,11234.741622924803,12216.641895294188,12.34741622924803,7.504868293490011,4.011244504188305,18.4226931884269,2.7384173939136947,0.2177338819661916,0.36320325756703353,0.19939834948617804,9.100178541050683,0.43268416729099907,-20.11673875197426,-5.376286842431514,420 days,59 days,22.0,36.36363636363637,13.932358926242605,-6.623373567243629,0.5321013793757379,100 days,29 days,1.435288915272142,0.6486411846805873,0.5508541353471356,0.10300973672271985,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11179.962269     0.084858              NaT
2025-02-24  11234.741623     0.080374              NaT
2025-02-25  11234.741623     0.080374              NaT
2025-02-26  11234.741623     0.080374              NaT
2025-02-27  11234.741623     0.080374          92 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        10  ...                 1                0
1    254        58  ...                 0                1
2    254        60  ...                 1                0
3    274        92  ...                 1                0
4    268       129  ...                 0                0
5    268       132  ...                 1                0
6    263       154  ...                 1                0
7    268       208  ...                 1                1
8    264       219  ...                 1                0
9    295       278  ...                 1                0
10   299       307  ...                 0                0
11   292       311  ...                 1                0
12   285       331  ...                 1                1
13   283       334  ...                 1                0
14   294       418  ...                 1                0
15   279       473  ...                 1                0
16   272       488  ...                 1                0
17   260       533  ...                 1                0
18   263       619  ...                 1                1
19   259       629  ...                 1                0
20   255       635  ...                 1                0
21   249       711  ...                 1                0

[22 rows x 15 columns]",
normal,1,Random Forest,0.8672922252010724,"[[271  58]
 [ 41 376]]",2022-03-09,2025-02-27,1086 days,61.52815013404825,9421.420673370363,11377.410434722904,-5.785793266296368,7.504868293490011,-1.9931396340497565,17.87583499176489,-1.3734458622898682,-0.11149910675322097,-0.1681868509180365,-0.07152180959608212,-9.25963434434532,0.462878353383268,-27.867578369534684,-10.558103326843504,693 days,214 days,25.0,28.000000000000004,12.748580156394462,-5.119831909539874,-0.23743491089577295,102 days,26 days,0.9232544629841135,-0.13751764666932198,-0.2905848453597904,-0.04613594330918375,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   9421.420673     0.171919              NaT
2025-02-24   9421.420673     0.171919              NaT
2025-02-25   9421.420673     0.171919              NaT
2025-02-26   9421.420673     0.171919              NaT
2025-02-27   9421.420673     0.171919         226 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        10  ...                 0                0
1    264        58  ...                 0                0
2    290        91  ...                 1                0
3    275       128  ...                 1                0
4    275       132  ...                 0                1
5    269       134  ...                 0                0
6    264       154  ...                 1                0
7    269       208  ...                 1                0
8    261       220  ...                 1                0
9    302       277  ...                 1                0
10   295       287  ...                 1                0
11   293       304  ...                 1                0
12   283       330  ...                 1                1
13   280       334  ...                 1                1
14   278       359  ...                 1                0
15   300       405  ...                 1                0
16   278       417  ...                 1                0
17   273       469  ...                 1                0
18   257       532  ...                 1                0
19   245       619  ...                 1                1
20   240       622  ...                 1                0
21   232       637  ...                 1                0
22   227       648  ...                 1                0
23   217       712  ...                 1                0
24   208       716  ...                 1                0

[25 rows x 15 columns]",
normal,2,XGBoost,0.8739946380697051,"[[289  40]
 [ 54 363]]",2022-03-09,2025-02-27,1086 days,58.17694369973191,9202.074451446531,11196.864006042482,-7.979255485534686,7.504868293490011,-2.769941782248042,16.227444799695917,-1.9110928062637922,-0.17069488243151795,-0.24973548175674112,-0.1073036321285668,-10.89476193035634,0.3884820267066735,-25.814054261734697,-9.682963816912512,700 days,202 days,31.0,29.03225806451613,12.926134266236344,-5.324230397826069,-0.2684743852469418,85 days,19 days,0.8833190235696813,-0.1910841991613066,-0.39110891212072535,-0.05758099022145319,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   9202.074451     0.178156              NaT
2025-02-24   9202.074451     0.178156              NaT
2025-02-25   9202.074451     0.178156              NaT
2025-02-26   9202.074451     0.178156              NaT
2025-02-27   9202.074451     0.178156         226 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        10  ...                 0                0
1    227        13  ...                 0                0
2    268        58  ...                 0                0
3    294        91  ...                 1                1
4    287       118  ...                 0                0
5    278       127  ...                 1                0
6    275       134  ...                 0                0
7    270       154  ...                 1                0
8    275       208  ...                 1                1
9    272       212  ...                 1                0
10   265       220  ...                 1                1
11   266       239  ...                 1                0
12   303       277  ...                 1                0
13   309       311  ...                 0                1
14   300       313  ...                 1                0
15   286       331  ...                 1                0
16   274       336  ...                 1                1
17   276       358  ...                 1                0
18   292       417  ...                 1                0
19   281       471  ...                 1                0
20   273       488  ...                 1                0
21   271       528  ...                 0                0
22   255       532  ...                 1                0
23   253       542  ...                 1                0
24   260       619  ...                 1                1
25   255       622  ...                 1                0
26   247       637  ...                 1                0
27   241       648  ...                 1                1
28   223       670  ...                 1                0
29   212       711  ...                 1                0
30   203       716  ...                 1                0

[31 rows x 15 columns]",
normal,3,SVM,0.9048257372654156,"[[294  35]
 [ 36 381]]",2022-03-09,2025-02-27,1086 days,58.84718498659517,10687.381172180174,11622.721431732176,6.87381172180174,7.504868293490011,2.271063295779552,17.821491540725408,1.5545573348336061,0.12743396312198402,0.20846549117834198,0.09658746737892099,3.7308365101550005,0.41879152154782884,-23.51302252154489,-6.449142406364038,599 days,97 days,23.0,39.130434782608695,12.737258635134886,-6.623373567243629,0.28958363980560176,100 days,27 days,1.2517470690685921,0.4016528206378955,0.3190904129437865,0.06549234868882309,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10635.241787     0.084961              NaT
2025-02-24  10687.381172     0.080475              NaT
2025-02-25  10687.381172     0.080475              NaT
2025-02-26  10687.381172     0.080475              NaT
2025-02-27  10687.381172     0.080475          92 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        10  ...                 1                0
1    254        58  ...                 0                1
2    254        60  ...                 0                0
3    277        93  ...                 1                0
4    271       129  ...                 0                0
5    271       132  ...                 1                0
6    266       154  ...                 1                0
7    270       209  ...                 1                0
8    266       219  ...                 1                0
9    296       278  ...                 1                0
10   291       313  ...                 1                0
11   285       331  ...                 1                0
12   273       336  ...                 1                0
13   273       359  ...                 1                0
14   284       418  ...                 1                0
15   270       473  ...                 1                1
16   269       485  ...                 0                0
17   261       488  ...                 1                0
18   250       533  ...                 1                0
19   253       619  ...                 1                1
20   249       629  ...                 1                0
21   243       636  ...                 1                0
22   237       711  ...                 1                0

[23 rows x 15 columns]",
normal,4,Naive Bayes,0.8565683646112601,"[[263  66]
 [ 41 376]]",2022-03-09,2025-02-27,1086 days,63.40482573726541,11449.891658782957,12120.951622009277,14.498916587829571,7.504868293490011,4.679876078123968,19.03344752872391,3.1916409137991097,0.24587642732938608,0.4073047774741538,0.19368428040248403,11.024415687137193,0.46296627266680795,-24.16239494707051,-4.840541777755835,583 days,71 days,31.0,41.935483870967744,15.092329627233902,-5.119831909539874,0.4393161579279381,74 days,21 days,1.4235892674519246,0.5418942696399205,0.5970979539383949,0.11627536030033703,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11449.891659     0.055364              NaT
2025-02-24  11449.891659     0.055364              NaT
2025-02-25  11449.891659     0.055364              NaT
2025-02-26  11449.891659     0.055364              NaT
2025-02-27  11449.891659     0.055364          92 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228         9  ...                 1                0
1    258        57  ...                 1                0
2    280        90  ...                 1                1
3    281       121  ...                 0                0
4    267       127  ...                 1                0
5    265       134  ...                 0                0
6    260       154  ...                 1                0
7    270       206  ...                 1                0
8    262       221  ...                 1                0
9    331       270  ...                 0                0
10   320       274  ...                 1                0
11   321       301  ...                 0                1
12   321       303  ...                 1                1
13   313       311  ...                 1                0
14   298       331  ...                 1                0
15   286       336  ...                 1                0
16   292       381  ...                 1                0
17   305       405  ...                 1                0
18   283       417  ...                 1                1
19   289       466  ...                 0                0
20   282       470  ...                 1                0
21   274       488  ...                 1                1
22   276       528  ...                 0                0
23   260       532  ...                 1                1
24   259       580  ...                 1                0
25   276       615  ...                 0                0
26   269       619  ...                 1                0
27   260       637  ...                 1                0
28   253       648  ...                 1                0
29   249       711  ...                 1                1
30   249       738  ...                 0                0

[31 rows x 15 columns]",
normal,5,Gradient Boosting,0.8739946380697051,"[[286  43]
 [ 51 366]]",2022-03-09,2025-02-27,1086 days,58.84718498659517,11795.623548507685,13578.623884201046,17.95623548507685,7.504868293490011,5.737110134603207,18.463598885665274,3.9064290448308725,0.3107254533707062,0.5341530121747831,0.4369155694506416,14.78080952549115,0.42311548123238574,-13.13093543866335,-5.212539220442713,397 days,63 days,30.0,33.33333333333333,12.926134266236344,-3.968588655080363,0.5525496005971409,77 days,21 days,1.6165231444092898,0.6233719178691669,0.8154677736858844,0.12007300173233704,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11795.623549     0.131309              NaT
2025-02-24  11795.623549     0.131309              NaT
2025-02-25  11795.623549     0.131309              NaT
2025-02-26  11795.623549     0.131309              NaT
2025-02-27  11795.623549     0.131309          92 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        10  ...                 0                0
1    227        13  ...                 1                0
2    259        58  ...                 1                0
3    265        63  ...                 0                0
4    282        93  ...                 1                0
5    276       129  ...                 0                0
6    273       134  ...                 0                0
7    271       155  ...                 1                0
8    276       208  ...                 1                1
9    273       220  ...                 1                0
10   321       276  ...                 1                1
11   321       286  ...                 0                0
12   341       309  ...                 1                1
13   345       312  ...                 1                0
14   329       331  ...                 1                0
15   315       336  ...                 1                1
16   317       358  ...                 1                0
17   335       417  ...                 1                0
18   321       472  ...                 1                0
19   320       482  ...                 1                1
20   318       485  ...                 0                0
21   310       488  ...                 1                0
22   294       533  ...                 1                1
23   294       581  ...                 1                0
24   297       620  ...                 1                0
25   287       637  ...                 0                1
26   290       639  ...                 0                0
27   284       649  ...                 1                0
28   272       712  ...                 1                0
29   260       716  ...                 1                0

[30 rows x 15 columns]",
normal,6,K-Nearest Neighbors,0.8592493297587132,"[[255  74]
 [ 31 386]]",2022-03-09,2025-02-27,1086 days,64.6112600536193,10954.359418869019,12207.019201278687,9.543594188690186,7.504868293490011,3.1270388213951783,20.14178992311917,2.137666275201111,0.15525128766266683,0.2484542736487947,0.12528548169005396,5.536416643858125,0.5339437533244958,-24.959307169614565,-6.67193691135738,507 days,83 days,22.0,36.36363636363637,25.291376405474765,-10.090760468981708,0.41398102712744134,102 days,31 days,1.2917613474670648,0.6832061107208146,0.3033686636007503,0.060081614740576994,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10954.359419     0.102618              NaT
2025-02-24  10954.359419     0.102618              NaT
2025-02-25  10954.359419     0.102618              NaT
2025-02-26  10954.359419     0.102618              NaT
2025-02-27  10954.359419     0.102618         226 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    266        58  ...                 1                0
1    293        88  ...                 0                1
2    295        90  ...                 1                0
3    275       107  ...                 1                0
4    267       127  ...                 1                0
5    244       154  ...                 1                0
6    256       204  ...                 1                0
7    296       277  ...                 1                0
8    294       304  ...                 1                0
9    285       330  ...                 1                1
10   282       334  ...                 1                0
11   304       405  ...                 1                0
12   301       412  ...                 0                1
13   296       414  ...                 1                0
14   293       470  ...                 1                0
15   276       532  ...                 1                0
16   262       620  ...                 0                1
17   258       622  ...                 1                1
18   254       629  ...                 0                0
19   255       633  ...                 1                0
20   239       717  ...                 1                1
21   238       738  ...                 1                0

[22 rows x 15 columns]",
normal,7,Decision Tree,0.8498659517426274,"[[299  30]
 [ 82 335]]",2022-03-09,2025-02-27,1086 days,52.949061662198396,10336.443244934086,12159.103260040287,3.364432449340857,7.504868293490011,1.1240812538440892,15.85442129765986,0.7708068879056285,0.07090017558761388,0.11220236968494807,0.065685920587043,0.7606332052198548,0.34694802657358154,-17.112970995885256,-6.522436238083479,485 days,112 days,30.0,33.33333333333333,13.368984320845833,-5.324230397826069,0.10948759451530066,73 days,18 days,1.142841834679798,0.17386972000209372,0.1702721761130741,0.027382021060227524,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10336.443245     0.149901              NaT
2025-02-24  10336.443245     0.149901              NaT
2025-02-25  10336.443245     0.149901              NaT
2025-02-26  10336.443245     0.149901              NaT
2025-02-27  10336.443245     0.149901         226 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        10  ...                 0                0
1    227        13  ...                 0                0
2    268        58  ...                 0                0
3    295        92  ...                 1                0
4    283       128  ...                 1                0
5    280       155  ...                 1                0
6    298       208  ...                 1                1
7    295       212  ...                 1                0
8    286       221  ...                 1                0
9    325       277  ...                 1                0
10   327       313  ...                 1                0
11   307       337  ...                 1                0
12   307       359  ...                 1                0
13   326       419  ...                 1                0
14   313       471  ...                 1                1
15   310       487  ...                 1                1
16   306       527  ...                 0                0
17   291       533  ...                 1                0
18   287       568  ...                 0                0
19   288       577  ...                 1                0
20   275       587  ...                 1                0
21   282       619  ...                 1                1
22   277       622  ...                 1                0
23   273       639  ...                 0                0
24   265       652  ...                 1                1
25   245       670  ...                 1                0
26   234       713  ...                 0                0
27   224       716  ...                 1                1
28   225       736  ...                 1                1
29   228       739  ...                 1                0

[30 rows x 15 columns]",
normal,8,AdaBoost,0.8699731903485255,"[[291  38]
 [ 59 358]]",2022-03-09,2025-02-27,1086 days,56.30026809651475,10765.174085617058,12169.024179458615,7.651740856170582,7.504868293490011,2.521927962230386,17.363848855908316,1.7256094829148028,0.1452401471101415,0.2407525178977219,0.10757819954689046,4.6711693011230775,0.39715174717096074,-23.442741864546125,-6.355317591325314,599 days,86 days,24.0,33.33333333333333,12.642043626536248,-3.968588655080363,0.30766191184026237,100 days,25 days,1.3010749482207642,0.4054093142035424,0.348711858624289,0.06325762627824122,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10765.174086     0.115363              NaT
2025-02-24  10765.174086     0.115363              NaT
2025-02-25  10765.174086     0.115363              NaT
2025-02-26  10765.174086     0.115363              NaT
2025-02-27  10765.174086     0.115363          92 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    297        93  ...                 1                0
1    290       127  ...                 1                0
2    288       134  ...                 0                0
3    286       155  ...                 1                0
4    291       208  ...                 0                1
5    285       210  ...                 0                1
6    282       212  ...                 1                0
7    275       220  ...                 1                0
8    313       279  ...                 1                0
9    326       304  ...                 0                0
10   316       311  ...                 1                0
11   301       331  ...                 1                0
12   289       336  ...                 1                0
13   305       417  ...                 1                0
14   293       471  ...                 1                1
15   292       485  ...                 0                0
16   284       488  ...                 1                0
17   272       533  ...                 1                0
18   275       620  ...                 0                1
19   270       622  ...                 1                0
20   261       637  ...                 1                0
21   254       648  ...                 1                0
22   248       711  ...                 1                0
23   237       716  ...                 1                0

[24 rows x 15 columns]",
normal,9,SGD Classifier,0.8954423592493298,"[[278  51]
 [ 27 390]]",2022-03-09,2025-02-27,1086 days,61.66219839142091,11145.041540145869,12441.79134178161,11.450415401458686,7.504868293490011,3.7299745005982654,18.78666727955182,2.5474896585419238,0.19854370363274185,0.32651402161769766,0.16348515684851528,8.052370663357749,0.4527787304473448,-22.81537096394901,-4.821635180670867,589 days,67 days,19.0,36.84210526315789,11.064425442935978,-6.623373567243629,0.5711603404273013,101 days,34 days,1.398116867591243,0.7098706211897583,0.5151944741769622,0.09787260472918208,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
2022-03-14  10000.000000     0.000000              NaT
2022-03-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11090.702181     0.108593              NaT
2025-02-24  11145.041540     0.104225              NaT
2025-02-25  11145.041540     0.104225              NaT
2025-02-26  11145.041540     0.104225              NaT
2025-02-27  11145.041540     0.104225          92 days

[746 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        10  ...                 1                0
1    254        58  ...                 1                0
2    275        92  ...                 1                0
3    269       129  ...                 0                0
4    269       132  ...                 1                0
5    256       154  ...                 1                0
6    261       208  ...                 1                0
7    291       278  ...                 1                0
8    296       307  ...                 0                0
9    288       311  ...                 1                0
10   274       331  ...                 1                1
11   272       334  ...                 1                0
12   283       418  ...                 1                0
13   270       472  ...                 1                1
14   268       487  ...                 1                0
15   261       532  ...                 1                0
16   264       619  ...                 1                0
17   260       635  ...                 1                0
18   247       711  ...                 1                0

[19 rows x 15 columns]",
