Ticker,Date,Cleaned_Headlines
GOOG,2015-01-24,"[""weekly tech highlights: microsoft's surprise invention, apple watch concerns and more""]"
GOOG,2015-01-27,['what comes after the apple watch? 12 apple patents provide clues']
GOOG,2015-01-31,"[""weekly tech highlights: apple's iphone breaks many records, google disappoints and more""]"
GOOG,2015-02-04,"['apple ios overtakes android for first time since q4 2012,']"
GOOG,2015-02-25,"[""mark cuban @mcuban tweet: with one billion users a month, youtube still doesn't make money $goog on.wsj.com/1a7rr9o via @wsj""]"
GOOG,2015-03-02,"['tim cook twits link to ""breathtaking"" photos taken with ""the world\'s most popular camera"" (but, is it the best amongst smartphones?)']"
GOOG,2015-03-04,['google to launch iphone version of android wear .com']
GOOG,2015-03-13,['apple watch provides big opportunity for pizza restaurants']
GOOG,2015-04-01,"[""apple's new iphone trade program to include android phones""]"
GOOG,2015-04-25,"[""weekly tech highlights: apple watch arrived, blackberry's big acquisition and more""]"
GOOG,2015-05-11,"[""apple's u.s. market share grows to 42.6 percent, ios also gains share""]"
GOOG,2015-05-13,['google to support apple watch with news & weather app']
GOOG,2015-05-23,"[""weekly tech highlights: new iphone leaked, tesla's mobile store and more""]"
GOOG,2015-05-29,['do you need hands to eat a big mac?']
GOOG,2015-06-03,"[""cnbc now tweets: 'google shareholders reject all shareholder proposals at annual meeting, including report on lobbying payments. • $goog'""]"
GOOG,2015-06-09,['is tim cook the new steve ballmer?']
GOOG,2015-06-17,['dams consulting \u200f@damsconsulting: rumor on (twtr) talk about fb and goog dividing up twtr']
GOOG,2015-07-18,"[""weekly tech highlights: apple's mac sales could be huge, google rose 16% & best buy chatter""]"
GOOG,2015-07-21,"[""maxim analyst 'concerned' over new apple bear thesis, notes iphone 6s cycle looks 'weak'"", 'tim cook @ apple call: q3 saw the highest switchover rate from android ever recorded']"
GOOG,2015-08-31,"['google reporting android wear watches work with iphones, rolling out wear ios today']"
GOOG,2015-09-08,"['the iphone generates more revenue than google, ebay and facebook combined']"
GOOG,2015-12-22,"[""detwiler fenton likes amazon, expects online retail volume growth in 20% range; sees ebay as 'collateral damage' in goog/amzn retail sale battle""]"
GOOG,2016-01-06,"['detwiler fenton sees aapl, goog, amzn or msft possibily acquiring amcc to supplement arm efforts']"
GOOG,2016-01-20,['option alert: goog mar16 775 calls: 840 @ ask $8.00: 854 traded vs 44 oi: earnings 2/1 after close $681.22 ref']
GOOG,2016-01-22,"['societe generale positive on goog/googl, sellers of fb and nflx']"
GOOG,2016-01-25,"['spotify video arriving to android this week, ios next week']"
GOOG,2016-02-01,"['scott wapner tweets: \'star analyst bob peck tells me a so pipe deal for $twtr is ""odd"" but that m&a ""getting more likely"" but w player like a $goog or $fb\'']"
GOOG,2016-04-01,"['google troubles, iphone se surprises both bode well for apple']"
GOOG,2016-07-20,['app store data suggests healthy revenue trends for apple']
GOOG,2016-10-05,"[""google's pixel phone: everything you wanted the iphone to be""]"
GOOG,2016-10-06,"['for the first time ever, google will battle the iphone']"
GOOG,2016-10-14,"[""piper's gene munster highlights survey results showing iphone's rising popularity among teens""]"
GOOG,2016-12-04,"[""'boycotttrump' cracks the top 10 in app store""]"
GOOG,2016-12-28,['the team that built the iphone: who were they and where are they now?']
GOOG,2017-01-02,['7 things younger than iphone as the device prepares to turn 10']
GOOG,2017-08-01,['all eyes on iphone as apple kicks off august with earnings after closing bell']
GOOG,2017-08-02,"[""keybanc's hargreaves: strong iphone sales in q3 is a concern"", 'iphone legacies: 6 industries the smart phone hammered']"
GOOG,2017-08-15,"[""sacconaghi: google is paying apple $3 billion a year to remain iphone's search engine""]"
GOOG,2017-10-13,"[""from app store to financing in 10 minutes: autogravity is fintech's answer to car shopping""]"
GOOG,2017-12-27,"[""bgr publishes 'a christmas miracle: google pixel 2 activations surpassed iphone x and galaxy note 8'""]"
GOOG,2018-01-31,['upcoming earnings: iphone sales in focus when apple']
GOOG,2018-04-23,"[""'palihapitiya: $nvda and $goog are the two big players in compute ai tech. much of the value has been seen, but still interesting from this pov. #sohn2018'- marketwatch's ryan vlastelica tweet""]"
GOOG,2018-05-08,"[""nvidia shares largely unaffected following citron tweet 'not a story of shorts vs $nvda it is $nvda vs $goog...shorting into earnings.'""]"
GOOG,2019-01-31,"[""'apple blocks google from running its internal ios apps'  verge""]"
GOOG,2019-06-20,"[""'google is giving up on competing with apple's ipad as it ends its tablet business and cancels two unreleased devices'  insider""]"
GOOG,2019-07-15,"[""'sources: trump administration taking aim @google as 2020 election approaches, believes $goog discriminating against conservatives in search. officials talk about a possible major crackdown on the tech giant they believe...'  charles gasparino""]"
GOOG,2019-07-19,"[""raymond james maintains strong buy on microsoft, raises target to $163 as firm believes co 'established a strong competitive advantage as one of the top hyperscale cloud vendors, but with distinct advantages over aws and goog' cites 3 reasons:""]"
GOOG,2019-07-31,"[""how does apple's iphone loyalty compare to samsung and google?""]"
GOOG,2019-10-09,['why this cannabis social media platform was just removed from the app store']
GOOG,2019-12-23,"['afp tweets: apple told afp that totok was removed from its app store pending a review, while google said it was taken down from the play store ""for a policy issue""']"
GOOG,2020-01-17,"[""update: ubs maintains buy on alphabet, raises price target to $1.675k as firm continues 'to see cloud as an area where goog management will continue heavy levels of investment to maintain/build upon recent end market success'""]"
GOOG,2020-02-17,['duda launches app store after announcing $25m investment round']
