Ticker,Date,Cleaned_Headlines
AAPL,2025-01-02,"['ubs cuts iphone sales forecast for december amid stiff competition from rivals, maintains neutral rating', ""apple discounts iphone 16 prices in china by up to $68.5 as it battles huawei's resurgence in the country"", ""tim cook, mark zuckerberg, elon musk, and more: tech moguls post upbeat new year greetings: 'have a good feeling about 2025'""]"
AAPL,2025-01-03,"[""microsoft's copilot plus set to expand to mini pcs at ces as windows looks to take on apple's mac mini""]"
AAPL,2025-01-04,"['apple ceo tim cook reportedly donates $1 million to trump inauguration, joins ranks of mark zuckerberg, jeff bezos, and sam altman', ""consumer tech news (dec 30 3): apple stops selling iphone 14, iphone 14 plus, iphone se, trump seeks a 'political resolution' of tiktok ban & more""]"
AAPL,2025-01-05,"[""iphone 17 leak, tim cook's donation to trump inauguration, and china's subsidies to homegrown players: this week in appleverse""]"
AAPL,2025-01-07,"['apple analyst flags iphone ai struggles, google deal risks']"
AAPL,2025-01-09,"[""apple's airtag factory fails to impress indonesia: iphone 16 sales remain banned despite local production plans"", ""apple's 24 70,000% climb since itunes faces 2025 test"", ""apple announced iphone 18 years ago today, changing the smartphone industry forever. here's how much you'd have now if you invested $1,000 back then""]"
AAPL,2025-01-10,"[""apple's alarm issue persists: ios 18 fails to fix the longstanding problem leaving users oversleeping""]"
AAPL,2025-01-11,"['apple staring at market share decline in china amid declining iphone shipments: top analyst flags why some models could be face shipping momentum challenges', 'apple ceo tim cook took home $74.6 million in 2024, up 18% despite ai and siri privacy controversies', ""'steve jobs invented the iphone and now they're just...sitting on it:' mark zuckerberg hints at apple's potential downfall amid iphone maker's 'random rules'""]"
AAPL,2025-01-12,"[""apple's market woes, tim cook's 2024 salary, and siri privacy concerns: this week in appleverse"", ""apple's slimmest iphone yet? the iphone 17 air expected this fall""]"
AAPL,2025-01-13,"[""apple's iphone market share declines in china, huawei and xiaomi gain momentum in 2024: counterpoint""]"
AAPL,2025-01-16,"[""apple shares dip as iphone sales in china decline sharply in 2024: what's going on?"", 'apple stock has moved up 4.2% since iphone 16 launched, analyst']"
AAPL,2025-01-17,"['smart money is betting big in aapl options', ""apple cfo denies claims of 75% profit margins on app store: 'i wouldn't say they're accurate'""]"
AAPL,2025-01-18,"[""tim cook reveals apple watch saved his father's life by alerting emergency services, but his father 'more upset' because of this""]"
AAPL,2025-01-19,"[""president elect trump at pre rally, said he spoke with apple's tim cook today; cook said they'd make massive investment in the u.s."", 'apple watch saves another life, credit card partnerships, and iphone market share woes: this week in appleverse']"
AAPL,2025-01-20,"[""apple's making your mac's mail much smarter: here's what's coming""]"
AAPL,2025-01-21,"[""apple's iphone dependence remains, but services, wearables offer growth potential: analyst"", 'apple gets rare downgrade from jefferies, analyst warns on slowing revenue growth, missed forecasts, and falling iphone demand']"
AAPL,2025-01-23,"[""samsung taps google ai, qualcomm tech for galaxy s25 to rival apple's iphone"", ""samsung teases galaxy s25 edge, to take on apple's rumored iphone 17 air"", ""apple's $510 billion market cap drop opens door for nvidia to reclaim world's largest company title amid iphone maker's china struggles""]"
AAPL,2025-01-24,"['exclusive: will warren buffett sell more apple stock after iphone sales drop in china? 56% say this', 'apple q1 earnings might not miss a beat, even as iphone sales stumble: analyst']"
AAPL,2025-01-25,"[""apple's iphone 17 dynamic island to remain 'largely unchanged' despite prior rumors,""]"
AAPL,2025-01-27,"['market clubhouse morning memo - january 27th, 2025 (trade strategy for spy, qqq, aapl, msft, nvda, googl, meta and tsla)', ""apple's ipad turns 15 today: here's a throwback to when steve jobs explained called it the 'third category' after phones and notebooks"", 'ios 18.4 preview: updates to siri, more languages for apple intelligence, and robot vacuum support — everything we know so far']"
AAPL,2025-01-28,"[""ios 18.3 released with urgent security fixes — here's why every iphone user should update immediately""]"
AAPL,2025-01-29,"['apple q1 earnings preview: analyst downgrades on china, iphone concerns,', ""apple surprises users with starlink beta, teams up with elon musk's spacex and t to bring satellite texting for iphone users in ios 18.3""]"
AAPL,2025-01-30,"['apple q1 2025 mac sales $8.987b', 'apple q1 2025 ipad sales $8.088b', ""apple q1 earnings: revenue beat, eps beat, iphone sales slip, installed base climbs to all high — 'our best quarter ever'"", 'apple q1 2025 iphone sales $69.138b']"
AAPL,2025-01-31,"[""apple's 'better than feared' guidance calms iphone, ai, china concerns: 7 analyst reactions"", ""'apple scraps work on mac augmented reality glasses; headset group struggles to find path forward after vision pro; canceled device would have rivaled meta's future ar glasses' - bloomberg news"", ""apple shares jump over 4% in pre after tim cook calls q1 'best quarter ever' for iphone maker"", ""tim cook praises china's deepseek for driving efficiency, stresses apple's 'prudent and deliberate' approach toward capital expenditure"", ""tim cook sees apple products covered by beijing's subsidy program as iphone maker faces 11% revenue decline in china: 'fiscal stimulus occurring'"", ""tim cook won't say how apple plans to handle trump's tariff policies — but here's what's at stake for the iphone maker""]"
AAPL,2025-02-03,"[""why beer, tequila, avocados, cars, iphone prices could rise: trump's tariffs on canada, mexico, china to hurt several sectors"", ""apple's spring 2025 lineup: iphone se 4, m4 macbook air and more expected soon"", 'market clubhouse morning memo - february 3rd, 2025 (trade strategy for spy, qqq, aapl, msft, nvda, googl, meta and tsla)', ""samsung offers galaxy s25 ultra at a discount of up to $1020, making it 3x cheaper than apple's iphone 16 pro: here's how you can get it for almost free"", ""apple watch faces are a mess — series 10's biggest feature is limited to just four faces, frustrating users""]"
AAPL,2025-02-04,"[""apple's app store booms as chatgpt, productivity apps drive revenue growth, analyst"", 'apple introduces apple invites, a new app for iphone that helps users create custom invitations to gather friends and family for any occasion']"
AAPL,2025-02-06,"[""apple's m5 chip enters mass production, set to power upcoming macbook pro, ipad pro and vision pro: report""]"
AAPL,2025-02-07,"[""iphone se could be unveiled as early as next week — apple's budget model to feature iphone 14 design and ai features""]"
AAPL,2025-02-09,"['pixar robots, iphone se updates, applecare+ price hike, spring 2025 lineup, and more: this week in appleverse', ""apple's revamped iphone se to kickstart pivotal year amid challenges""]"
AAPL,2025-02-10,"[""apple watch users are strapping them to their ankles — here's why its leaving some people bewildered""]"
AAPL,2025-02-11,"['ios 18.3.1 released with critical security fix: apple confirms usb restricted mode vulnerability was actively exploited', 'apple watch dominance under new threat as huawei registers smartwatch as medical device', ""'apple partners with alibaba to develop ai features for iphone users in china'  information""]"
AAPL,2025-02-12,['apple finds its ai wingman in alibaba - can it power an iphone comeback in china?']
AAPL,2025-02-13,"['tim cook posts on x ""get ready to meet the newest member of the family.; wednesday, february 19. #applelaunch""', ""apple's next big bet? tim cook company is 'exploring' humanoid as well as non robots for smart home future,"", 'apple intelligence rollout in china and europe to boost iphone sales,', ""the information, earlier: 'apple continues to work with baidu on ai features for iphone in china'""]"
