Ticker,Date,headline
META,2015-01-03,10 Of The Most Popular Stocks In 2014
META,2015-01-04,Facebook Vs. Twitter: Who Will Win The Battle For Sports Video?
META,2015-01-05,"Bank of America Maintains Buy on Facebook, Raises PT to $91.00 | UPDATE: Bank of America Reiterates Buy Rating, Raises PT on Facebook as Market Share Trends Remain Positive | Survey: Internet Competitors' Places Hold Steady In Q4 | Analyst: Small-Cap Internet Stocks Could Outperform In 2015 | TD Ameritrade's Investment Movement Index Rises In December | Facebook Buys Wit.AI | Wit.ai Blog Post Confirms Purchase by Facebook | Benzinga's M&A Chatter for Monday January 5, 2015"
META,2015-01-06,"Facebook Acquires Natural Language Developer Wit.ai | Document Security Systems Offers Litigation Update: Says US District Court for Northern District of California Issued Order Granting Summary Judgment to Defendants LinkedIn, Facebook | Facebook WhatsApp Has Reached 700M Monthly Active Users, 30B Messages Sent Per Day"
META,2015-01-07,"Facebook's WhatsApp Reaches 700 Million Users, Outranks All Other Platforms | Re/code Story Highlighting Facebook Updates Related to Video on Social: 'Facebook Reminds Video Makers That Facebook Video Is Really Big'"
META,2015-01-08,"Recode.com Sees Video On Facebook As 'Really Big' | Stifel Turns Bearish On Google, Downgrades To Hold | 'New Era:' Stifel Downgrades Google Inc., Priceline Group Inc. | Analyst: Internet Sector Values 'Not Compelling' | Quickfire.tv Site Currently Down; Bloomberg Reporting Facebook Has Purchased Co. for Undisclosed Amount"
META,2015-01-09,"Benzinga's M&A Chatter for Thursday January 8, 2015 | Mike Prospero: Facebook Acquiring QuickFire Networks Will Significantly Impact YouTube"
META,2015-01-12,"SunTrust's Bob Peck On Wearables: Consumers Will Adapt To New Technology | Mark Zuckerberg, Xiaomi CEO Discussed Potential Facebook Investment Xiamoi, According to Sources -Reuters | Credit Suisse's 4 Tech Stocks To Own And 4 To Avoid"
META,2015-01-13,Facebook Announces AMBER Alerts on Facebook | Apple Watch Buzz Opens New Business Opportunities | Is Facebook Still Trying To Build A Smartphone? | Three Stocks Trending On Twitter (And The Top Trades To Follow)
META,2015-01-14,"The Facebook Hustle | Cramer Advises His Viewers On Stocks In Their Portfolios | UPDATE: Credit Suisse Reiterates Outperform Rating, Raises PT on Facebook on Multiple Positive Factors | UPDATE: Pivotal Research Reiterates Buy Rating, Raises PT on Facebook on Model Updates Ahead of 4Q14 Earnings | 'Facebook At Work' to be Available in App Stores on Wednesday | UPDATE: Oppenheimer Reiterates Outperform Rating, Raises PT on Facebook on Higher Instagram Valuation & Lower Tax Assumptions | Pivotal Roundup On Q4 Model Updates For Facebook, Google, Salesforce, Twitter And Yahoo | Mark Zuckerberg Currently Speaking At Conference | Facebook's Mark Zuckerberg Has Said Co. Might Be Open to Colombia Purchase | Technical Traders On Facebook's Run To $100"
META,2015-01-15,Millicom International Cellular Partners with Facebook's Internet.org in Colombia
META,2015-01-16,"Facebook Q4 Will Be Strong, SunTrust Analyst Notes | Nomura: Buy Yahoo, Facebook, and Google | Facebook Acquires Web Design Firm Teehan+Lax; No Terms Disclosed | CLARIFACATION: Teehan+Lax Join Facebook; Facebook Did Not Acquire The Firm"
META,2015-01-17,"Weekly Tech Highlights: Elon Musk's Risky Decision, Google's Snow Problem And More"
META,2015-01-18,New Facebook Platforms Excite Investors (And Analysts On Wall Street)
META,2015-01-19,Options Action's Final Trade | Carter Worth's Facebook Inc Trade
META,2015-01-20,Facebook Testing Voice-to-Text With Messenger | From Facebook Newsroom: 'News Feed FYI: Showing Fewer Hoaxes' | Facebook Testing Voice-to-Text With Messenger | From Facebook Newsroom: 'News Feed FYI: Showing Fewer Hoaxes' | Facebook Created Economic Impact Of $227 Billion And 4.5 Million Jobs Last Year: Deloitte Study
META,2015-01-21,Alibaba's Technical Breakdown | Facebook Announces Whatsapp Web; Says Will Not Be Able to Provide Web Client to IOS Users Due to Apple Platform Limitations | WhatsApp Browser-Messaging Will Not Run On iOS
META,2015-01-22,"Hearing ITG Positive on Facebook | From Davos Conference: Facebook Says Internet Price Must Come Down To Get World Online | Societe Generale Initiates Coverage on Facebook at Sell, Announces $65.00 PT | Societe Generale: Facebook Inc. Headed For Face Plant?"
META,2015-01-23,"Blockchain Spreads Its Wings | Apple And Instagram Get Harsh On Marijuana Entrepreneurs | Deutsche Bank Previews Facebook Q4 Earnings, Remains In The 'Bull Camp' | Pacific Crest's Takeaways From Facebook's View Of 2015 Advertising Priorities (Notes From The AdExchanger Industry Preview Conference)"
META,2015-01-24,"Weekly Tech Highlights: Microsoft's Surprise Invention, Apple Watch Concerns And More"
META,2015-01-25,"Earnings Expectations For The Week Of January 26: Apple, Google, Microsoft And More"
META,2015-01-26,Coinbase Launches First Regulated BitCoin Exchange
META,2015-01-27,"Hackers Claiming Affiliation With Lizard Squad Take Credit for Facebook, Instagram Outages -Reuters | Apple, Facebook, Google To Face The Heat As Regulators Tighten Screws On Encrypted Messaging Services | Facebook To Enter The Office | Why Doesn't Apple Host Public Hackathons? | Mt. Gox Fades As New Exchanges Emerge"
