Date,Adj Close,Close,High,Low,Open,Volume,Ticker,headline,sentiment_score,sentiment_class
2025-01-02,598.7073364257812,599.239990234375,604.9099731445312,587.8200073242188,589.719970703125,12682300,META,"Tim Cook, Mark Zuckerberg, Elon Musk, And More: Tech Moguls Post Upbeat New Year Greetings: 'Have A Good Feeling About 2025' | Alibaba Leverages Scale and Deep Pockets to Slash AI LLM Prices To Gain Market Share | Broadcom Thrives with 114% Stock Surge in AI Boom, While Intel Faces Steep Decline | JMP Securities Maintains Market Outperform on Meta Platforms, Raises Price Target to $750 | Meta To Rally Around 28%? Here Are 10 Top Analyst Forecasts For Thursday | Comparative Study: Meta Platforms And Industry Competitors In Interactive Media &amp; Services Industry | S&P 500 Delivers Impressive 2024 Return, XLC Tops Charts: Netflix, Meta, Fox Steal The Show | World's Top 10 Richest People Gained More Wealth In 2024 Than Costco And Nike's Combined Valuation: How Elon Musk, Warren Buffett And Others Fared | TikTok Set For A Ban on Jan 19 By Law, But Trump Has Other Plans | Meta President Of Global Affairs Nick Clegg To Depart | A Glimpse Into The Expert Outlook On Meta Platforms Through 37 Analysts | Elon Musk Gets Support From 'Godfather Of AI' Geoffrey Hinton In Battle Against OpenAI",-0.33533847,positive
2025-01-03,604.092529296875,604.6300048828125,609.5,596.4099731445312,604.760009765625,11436800,META,"Mark Zuckerberg's Meta Replaces Global Affairs Chief Nick Clegg With Republican Joel Kaplan Ahead Of Trump Inauguration | Biden-Era Net Neutrality Rules Overturned By Federal Appeals Court: What It Means For Net Freedom, Cybersecurity And Consumers | Wolfe Research Maintains Outperform on Meta Platforms, Raises Price Target to $730 | Assessing Meta Platforms's Performance Against Competitors In Interactive Media &amp; Services Industry | The Death Of Net Neutrality: Winners, Losers, What It Means For Future Of The Internet",0.3556673,neutral
2025-01-06,629.6398315429688,630.2000122070312,630.989990234375,605.6199951171875,611.8300170898438,14560800,META,"Evaluating Meta Platforms Against Peers In Interactive Media &amp; Services Industry | Wedbush Maintains Outperform on Meta Platforms, Raises Price Target to $680 | Big Tech's Date With Antitrust: Alphabet, Meta, Amazon Brace For Legal Showdowns In 2025 | Jefferies Maintains Buy on Meta Platforms, Raises Price Target to $715 | Dana White, John Elkann And Charlie Songhurst To Join Meta Board Of Directors | Dana White Wanted Elon Musk, Mark Zuckerberg In Cage Fight, Now He's On Meta's Board Of Directors",-0.32920757,positive
2025-01-07,617.3407592773438,617.8900146484375,632.0999755859375,608.22998046875,631.7000122070312,12071500,META,"Meta Platforms, Trump Media, Fubo, Enovix Corp, Tesla: Why These 5 Stocks Are On Investors' Radars Today | Jensen Huang's CES 2025 Vision Sparks Mixed Reactions: Ross Gerber Says Nvidia Has 'Changed The World,' While Analysts Debate AI And Autonomous Driving Ambitions | Ambarella Launches N1-655 edge GenAI System-On-Chip (SoC) To Support Large-Language Models | Software IP Licensor Ceva Says Its NeuPro-Nano Embedded AI NPUs Gain Traction In AIoT And MCU Markets | US Stocks Could Open On A Tentative Note; Nvidia, AMD And Toyota On Investors' Radar: Experts Flag Over Reliance On AI, Tech Stocks | Meta Discontinues $999 Quest Pro, Shifts Focus to Affordable Quest 3 | Nvidia Highlights AI Chips Powering PUBG, Robotics 'ChatGPT Moment,' Automotive Expansion And More At CES Event | Meta Announces Sweeping Changes To Content Moderation Policies, Ending Third-Party Fact-Checking In Favor Of Community Notes, Easing Restrictions On Mainstream Topics, And Allowing Personalized Political Content To Enhance Free Expression Across Its Platforms | Nvidia Hits Record Highs On CES AI Breakthroughs: Goldman Stays Bullish | Top 10 Trending Stocks On WallStreetBets As Of January 7, 2025 (Via Swaggy Stocks) | Competitor Analysis: Evaluating Meta Platforms And Competitors In Interactive Media &amp; Services Industry | Meta Platforms Says It Has No Immediate Plan To End Third-Party Fact-Checking Program In EU; It Will Review Its Obligations In EU Before Making Any Changes There | Meta Drops Fact-Checking For Community Notes: Zuckerberg Sees 'Opportunity To Restore Free Expression' | What's Going On With TKO Group Holdings Stock Today? | Apple Analyst Flags iPhone AI Struggles, Google Deal Risks | What's Going On With Trump Media & Technology Group Stock On Tuesday? (CORRECTED)",-0.31597278,positive
2025-01-08,610.1771240234375,610.719970703125,616.4400024414062,602.7899780273438,613.4000244140625,10085800,META,"Sony Was The First Japanese Company To List On US Markets, Co-Founder Akio Morita Championed 'Workers As Family' Philosophy — Does His Vision Still Resonate Today? | S&P 500 Down Over 1% As Nvidia, Tesla Tumble: Greed Index Remains In 'Fear' Zone | Elon Musk-Owned X's Rival Bluesky Valued At $700 Million After Explosive Growth Post Trump Victory: Report | US Stocks To Open Higher As Futures Advance: Christopher Wood Expects Trump's Inflationary Policies To Hurt Market | Meta Announces A Test In Germany, France And The US That Will Enable Buyers To Browse Listings From eBay Directly On Facebook Marketplace | 'Meta Ad Changes Threaten Telehealth's Weight Loss Boom' - The Information | Top 10 Trending Stocks On WallStreetBets As Of January 8, 2025 (Via Swaggy Stocks) | eBay Stock Surges After Meta Launches Integration Test For Facebook Marketplace | Sony Was The First Japanese Company To List On US Markets, Co-Founder Akio Morita Championed 'Workers As Family' Philosophy — Does His Vision Still Resonate Today? | S&P 500 Down Over 1% As Nvidia, Tesla Tumble: Greed Index Remains In 'Fear' Zone | Elon Musk-Owned X's Rival Bluesky Valued At $700 Million After Explosive Growth Post Trump Victory: Report | US Stocks To Open Higher As Futures Advance: Christopher Wood Expects Trump's Inflationary Policies To Hurt Market | Meta Announces A Test In Germany, France And The US That Will Enable Buyers To Browse Listings From eBay Directly On Facebook Marketplace | 'Meta Ad Changes Threaten Telehealth's Weight Loss Boom' - The Information | Top 10 Trending Stocks On WallStreetBets As Of January 8, 2025 (Via Swaggy Stocks) | eBay Stock Surges After Meta Launches Integration Test For Facebook Marketplace | Wall Street Mixed Ahead Of Fed Minutes, Dollar Bolsters Strength, Bitcoin Falls Below $95,000: What's Driving Markets Wednesday? | X CEO Linda Yaccarino Talks Free Speech, Elon Musk, And Advertising 'Holy Grail' At CES",0.21934456,negative
2025-01-10,615.3125610351562,615.8599853515625,629.9099731445312,597.3400268554688,610.030029296875,19256600,META,"Elon Musk Pushes California, Delaware Attorneys-General To Force OpenAI Stake Auction Amid Bitter Legal Battle With Sam Altman | $1000 Invested In This Stock 10 Years Ago Would Be Worth This Much Today | Keybanc Maintains Overweight on Meta Platforms, Raises Price Target to $700 | Comparing Meta Platforms With Industry Competitors In Interactive Media &amp; Services Industry | Supreme Court Hears TikTok Arguments With App's Ban Ahead: 'Essentially, The Platform Shuts Down' | Social Media Stocks Meta, Snap, Trump Media Climb As Supreme Court Hears Arguments On Pending TikTok Ban | Wall Street Tumbles On Blowout Payrolls, Oil Rallies To $76, US Dollar Hits 26-Month Highs: What's Driving Markets Friday? | CNBC Halftime Report Final Trades: Meta Platforms, Citigroup, DocuSign, Baker Hughes | Semiconductor ETF Faces Key Resistance In AI-Driven Surge: Analyst | Meta's New Moderation Policies Do Not Extend To Marijuana Content, Cannabis Searches Still Blocked",-0.3644917,positive
2025-01-13,607.789306640625,608.3300170898438,608.969970703125,598.4500122070312,607.0999755859375,10785000,META,"Mark Zuckerberg Backs Nvidia CEO Jensen Huang's View On Quantum Computing: 'It's Still Quite A Ways Off' | Mark Zuckerberg Slams Apple On Joe Rogan Podcast, Says They Are 'Sitting' On Steve Jobs' Legacy — But Meta CEO's Feud With Tim Cook Is Nothing New | Elon Musk Urges Mark Zuckerberg To Release Facebook Files, Calls It 'Good' After Meta Adopts X's Community Notes-Like Feature | Comparing Meta Platforms With Industry Competitors In Interactive Media &amp; Services Industry | Wells Fargo Maintains Overweight on Meta Platforms, Raises Price Target to $685 | What's Going On With IonQ Stock Today? | Investors Bet Big On Alphabet, Uber, GenAI In 2025: What JPMorgan Survey Reveals | 'EU Considers Expanding Probe Into Musk's X, Digital Chief Says' - Bloomberg News | Morgan Stanley Maintains Overweight on Meta Platforms, Raises Price Target to $660 | TikTok Ban Deadline Ahead: What Will Happen To App On Your Phone? | Meta's Content Moderation Changes Alarm Advertisers as Zuckerberg Aligns with Trump and Musk",0.334634,neutral
2025-01-14,593.7218017578125,594.25,605.489990234375,588.5499877929688,605.0700073242188,13598000,META,"Elon Musk Emerges As Potential TikTok US Buyer As Ban Deadline Looms, Company Terms It 'Pure Fiction' | EU Reconsiders Apple, Meta And Google Investigations Ahead Of Trump's Potential White House Return: 'It's Going To Be A Whole New Ballgame' | Jim Cramer Says 'One-Two Punch' From Government And Meta CEO Mark Zuckerberg Led To Nasdaq's Monday Decline: '...May Have Been Too Much For Everyone' | Meta Investors Push Mark Zuckerberg To Replace $72B Cash With Bitcoin To Combat Inflation: Here's What It Means For Investors | US Semiconductor Sanctions Spell Trouble for Nvidia, But May Benefit Big Tech | Top 10 Trending Stocks On WallStreetBets As Of January 14, 2025 (Via Swaggy Stocks) | Meta Platforms Unusual Options Activity | Evaluating Meta Platforms Against Peers In Interactive Media &amp; Services Industry | Elon Musk Emerges As Potential TikTok US Buyer As Ban Deadline Looms, Company Terms It 'Pure Fiction' | EU Reconsiders Apple, Meta And Google Investigations Ahead Of Trump's Potential White House Return: 'It's Going To Be A Whole New Ballgame' | Jim Cramer Says 'One-Two Punch' From Government And Meta CEO Mark Zuckerberg Led To Nasdaq's Monday Decline: '...May Have Been Too Much For Everyone' | Meta Investors Push Mark Zuckerberg To Replace $72B Cash With Bitcoin To Combat Inflation: Here's What It Means For Investors | US Semiconductor Sanctions Spell Trouble for Nvidia, But May Benefit Big Tech | Top 10 Trending Stocks On WallStreetBets As Of January 14, 2025 (Via Swaggy Stocks) | Meta Platforms Unusual Options Activity | Evaluating Meta Platforms Against Peers In Interactive Media &amp; Services Industry | Brazil Government Says It Sees Meta Changes To Hate Speech Policy As Worrying, Will Hold Public Hearing To Discuss Topic | Meta Platforms Is Planning To Cut 5% Of Lowest Performers, Memo Shows | European Commission's Virkkunen Says EU Investigations Of Tech Companies Based On DSA/DMA Are Continuing As Normal And No Decision Has Been Taken To Suspend Them | Meta Expects To Reach 10% Of ""Non-Regrettable"" Attrition By The End Of The Current Performance Cycle | Meta Platforms Announces Performance-Based Job Cuts: What's Going On? | Meta Platforms Analyst Expects 'Strong Momentum' In Q4 To Continue In 2025",0.07507132,negative
2025-01-15,616.5714721679688,617.1199951171875,622.4600219726562,606.5,610.2100219726562,15524300,META,"Mark Zuckerberg's Jiu-Jitsu Training Has Transformed Meta's Leadership Strategy, Says Gene Munster | Dow Rises Over 200 Points Ahead Of Inflation, Earnings Data: Greed Index Remains In 'Fear' Zone | Meta Plans To Cut 5% Of Staff, Backfill Roles In 2025, Says Internal Memo | US Stocks To Open Higher Ahead Of December Inflation Data: All Eyes On Banking Stocks As JPMorgan, Goldman, Citi, Wells Fargo Report Quarterly Earnings | Microsoft To Cut Costs, Pause Hiring In US Consulting, Tighten Spending | Performance Comparison: Meta Platforms And Competitors In Interactive Media &amp; Services Industry | Washington Post: 'Trump considers executive order hoping to 'save TikTok' from ban in U.S. law'",0.031616975,negative
2025-01-16,610.756591796875,611.2999877929688,616.25,609.7100219726562,611.5,8355300,META,"Quantum Computing, Taiwan Semiconductor, Meta, Intuitive Surgical, And Tesla: Why These 5 Stocks Are On Investors' Radars Today | French AI Startup, Founded By Google And Meta Veterans, Signs Million-Dollar Content Moderation Deal With AFP To Counter Big Tech's Pullback | Top 10 Trending Stocks On WallStreetBets As Of January 16, 2025 (Via Swaggy Stocks) | Meta Platforms, Snap Shares Are Moving Lower Thursday: What's Going On? | Investigating Meta Platforms's Standing In Interactive Media &amp; Services Industry Compared To Competitors | Trump Adviser Says Incoming Administration Will Keep TikTok From Going Dark ""As Long As A Viable Deal Is On The Table"" | Meta Boosts Green Energy With New Solar Deal, Supports AI Data Center Growth | ""TikTok Poised For Reprieve As Trump Team Pledges Extension; Biden Officials See Issue As One For Next Administration; Incoming Trump Adviser Says They Will Keep App From Going Dark"" - Bloomberg | 'Trump Is Said To Consider Executive Order To Circumvent TikTok Ban; Order Would Allow TikTok To Continue Operating Until New Owners Are Found' - NYT | Billionaire Frank McCourt Says He Is Open To TikTok's Founder And Original Investors Remaining Involved Following Any Deal To Acquire The Co's U.S. Operation | Are Utilities The New Tech? Why Entergy, NiSource, Vistra Are JPMorgan's Top Picks For 2025 | ""The Biden Administration Doesn't Plan To Take Action That Forces TikTok To Immediately Go Dark For U.S. Users On Sunday"" - ABC News | Nvidia Suffers $10 Billion Setback, AI Chip Sanctions Spell Trouble For 3 ETFs",0.31780067,neutral
