Date,Adj Close,Close,High,Low,Open,Volume,Ticker,headline,sentiment_score,sentiment_class
2025-01-02,417.74237060546875,418.5799865722656,426.07000732421875,414.8500061035156,425.5299987792969,16896500,MSFT,"Nvidia's Investments In Elon Musk's xAI, Perplexity, OpenAI, And Other Startups Crossed $1 Billion Mark In 2024 | Alibaba Leverages Scale and Deep Pockets to Slash AI LLM Prices To Gain Market Share | Broadcom Thrives with 114% Stock Surge in AI Boom, While Intel Faces Steep Decline | Comparing Microsoft With Industry Competitors In Software Industry | World's Top 10 Richest People Gained More Wealth In 2024 Than Costco And Nike's Combined Valuation: How Elon Musk, Warren Buffett And Others Fared | Elon Musk Gets Support From 'Godfather Of AI' Geoffrey Hinton In Battle Against OpenAI",-0.4283234,positive
2025-01-03,422.5028381347656,423.3500061035156,424.0299987792969,419.5400085449219,421.0799865722656,16662900,MSFT,"Jim Cramer Warns 'Day Is Not Near Enough To Justify The Current Valuations' Of Quantum Computing, Nuclear Power Stocks | Microsoft's Copilot Plus Set To Expand To Mini PCs At CES As Windows-Maker Looks To Take On Apple's Mac Mini | Bill Gates And Jeff Bezos Backed Mining Startup Raises $537 Million, Targets Going Public In Few Years | Top 10 Trending Stocks On WallStreetBets As Of January 3, 2025 (Via Swaggy Stocks) | Apple, Microsoft, Nvidia Push Vanguard's Low-Cost S&P 500 ETF Higher | Nvidia's $2 Trillion AI Rally In 2024 Fueled by Chips, Startups, and Robotics",-0.8297285,positive
2025-01-06,426.99383544921875,427.8500061035156,434.32000732421875,425.4800109863281,428.0,20573600,MSFT,"Microsoft Pauses Construction On $3.3 Billion Data Center Expected To Be Used By ChatGPT-Parent OpenAI For Massive Super Computer | Microsoft May Have Given Bitcoin a Miss, but Did You Know One of Its Largest Shareholders Is Betting Big on the Top Crypto? | Short-Seller Jim Chanos Warns Of Overbuilding Data Center Capacity, Compares AI Boom To Fiber Optic Bubble Of 2000s | Commercial Metals, Boeing And 3 Stocks To Watch Heading Into Monday | Piper Sandler Maintains Overweight on Microsoft, Raises Price Target to $520 | OpenAI CEO Sam Altman Says Company Losing Money On ChatGPT Pro Plan | AI Chip Stocks Nvidia, Broadcom, AMD, Taiwan Semi, Micron, Super Micro Surge Premarket: Whats Going On? | Inquiry Into Microsoft's Competitor Dynamics In Software Industry | Benzinga Market Summary: AI And Chip Stocks Rise Amid Microsoft AI Investment Plans, Fubo and Hulu + Live TV To Combine, Natural Gas Continues Higher | 10 Information Technology Stocks Whale Activity In Today's Session | AI, Quantum, And Robotics in Focus – All Eyes On Nvidia CEO Keynote | Israel Englander's Millennium Management Dumps Nvidia, Loads Up On Broadcom — Here's What The $70 Billion Hedge Fund Sees | AMD and Nvidia Overtake Intel in Key Markets, Challenging Its Leadership | Benzinga Market Summary: Bitcoin Rises, Trudeau To Resign As Liberal Party Leader, Tech Stocks Rise Amid CES 2025 And Microsoft AI Investment Plans",0.07624997,negative
2025-01-07,421.5247802734375,422.3699951171875,430.6499938964844,420.79998779296875,429.0,18139100,MSFT,"Ambarella Launches N1-655 edge GenAI System-On-Chip (SoC) To Support Large-Language Models | Software IP Licensor Ceva Says Its NeuPro-Nano Embedded AI NPUs Gain Traction In AIoT And MCU Markets | Taiwan Semiconductor Ramps Up Production in Japan, US, and Germany to Diversify Away from China | Nvidia Highlights AI Chips Powering PUBG, Robotics 'ChatGPT Moment,' Automotive Expansion And More At CES Event | Inquiry Into Microsoft's Competitor Dynamics In Software Industry | Microsoft Bets Big On India's AI Future With $3B Investment | 'AI Startup Anthropic Raising Funding Valuing it at $60 Billion' - WSJ | 3 Digital Infrastructure ETFs In Focus As Trump Reveals Billion-Dollar Data Center Construction Plan",-0.86896104,positive
2025-01-08,423.7104187011719,424.55999755859375,426.9700012207031,421.5400085449219,423.4599914550781,15054600,MSFT,"Sony Was The First Japanese Company To List On US Markets, Co-Founder Akio Morita Championed 'Workers As Family' Philosophy — Does His Vision Still Resonate Today? | Amazon AWS To Invest $11 Billion In Georgia To Boost AI And Cloud Infrastructure: 'Expect To Create More Than 550 Well-Paying Jobs' | Sam Altman's Sister Files Lawsuit Against OpenAI CEO Alleging Sexual Abuse — Family Respond: 'Deeply Hurtful And Entirely Untrue' | OpenAI CEO Sam Altman Predicts AGI Will Arrive During The Trump Presidency, Says CHIPS Act Not Effective Enough | Jeff Bezos-Backed Anthropic Set To Become One Of The Top 5 US Startups As It Reportedly Eyes $60 Billion Valuation With $2 Billion Funding Round | Microsoft CEO Satya Nadella Draws Attention To AI-Powered Agriculture For 'Healthier, More Sustainable Harvests' Amid $80 Billion Investment Push | Dell Simplifies PC Lineup With Apple-Like Branding: XPS, Inspiron Brands Are Gone For Good | Nvidia Teams Up With MediaTek to Challenge Intel and AMD in Desktop CPU Market | Sony Was The First Japanese Company To List On US Markets, Co-Founder Akio Morita Championed 'Workers As Family' Philosophy — Does His Vision Still Resonate Today? | Amazon AWS To Invest $11 Billion In Georgia To Boost AI And Cloud Infrastructure: 'Expect To Create More Than 550 Well-Paying Jobs' | Sam Altman's Sister Files Lawsuit Against OpenAI CEO Alleging Sexual Abuse — Family Respond: 'Deeply Hurtful And Entirely Untrue' | OpenAI CEO Sam Altman Predicts AGI Will Arrive During The Trump Presidency, Says CHIPS Act Not Effective Enough | Jeff Bezos-Backed Anthropic Set To Become One Of The Top 5 US Startups As It Reportedly Eyes $60 Billion Valuation With $2 Billion Funding Round | Microsoft CEO Satya Nadella Draws Attention To AI-Powered Agriculture For 'Healthier, More Sustainable Harvests' Amid $80 Billion Investment Push | Dell Simplifies PC Lineup With Apple-Like Branding: XPS, Inspiron Brands Are Gone For Good | Nvidia Teams Up With MediaTek to Challenge Intel and AMD in Desktop CPU Market | Here's How Much $100 Invested In Microsoft 5 Years Ago Would Be Worth Today",0.6363412,neutral
2025-01-10,418.11163330078125,418.95001220703125,424.7099914550781,415.0199890136719,424.6300048828125,20201100,MSFT,Performance Comparison: Microsoft And Competitors In Software Industry | 10 Information Technology Stocks Whale Activity In Today's Session | Check Out What Whales Are Doing With MSFT | Semiconductor ETF Faces Key Resistance In AI-Driven Surge: Analyst,-0.60452557,positive
2025-01-13,416.35516357421875,417.19000244140625,418.5,412.2900085449219,415.239990234375,17604800,MSFT,"Competitor Analysis: Evaluating Microsoft And Competitors In Software Industry | 'Microsoft Says Jay Parikh To Lead New Core AI – Platform And Tools Org' - Microsoft Blog | PUBG Developer Krafton Invests $136 Million in Game Studios, Expands AI Team for Future Gaming Innovations | Looking At Microsoft's Recent Unusual Options Activity | 'HCLTech and Microsoft expand partnership to revolutionise contact centers with Generative AI' - CNBC",-0.6190974,positive
2025-01-14,414.8382263183594,415.6700134277344,419.739990234375,410.7200012207031,417.80999755859375,16935900,MSFT,"Elon Musk Emerges As Potential TikTok US Buyer As Ban Deadline Looms, Company Terms It 'Pure Fiction' | Meta Investors Push Mark Zuckerberg To Replace $72B Cash With Bitcoin To Combat Inflation: Here's What It Means For Investors | US Semiconductor Sanctions Spell Trouble for Nvidia, But May Benefit Big Tech | Insights Into Microsoft's Performance Versus Peers In Software Sector | Pearson And Microsoft Announce Multi-Year Partnership To Transform The Future Of Learning And Work With AI | Microsoft Launches CoreAI Division: Ex-Meta Exec To Supercharge Copilot And AI Innovations | ""Microsoft Plans To Pause Hiring In Part Of Its Consulting Business In The U.S. According To An Internal Memo, As The Company Seeks Ways to Reel In Expenses"" -CNBC Report",0.21911114,negative
2025-01-15,425.4569091796875,426.30999755859375,428.1499938964844,418.2699890136719,419.1300048828125,19637800,MSFT,"Microsoft, Applied Digital, Rigetti Computing, Eli Lilly, Tesla: Why These 5 Stocks Are On Investors' Radars Today | QUBT, QBTS Up 12%, RGTI Gains 3% In Wednesday Premarket: Quantum Computing Stocks Gain Momentum After Microsoft Says 'We Are Right On The Cusp Of Seeing Quantum Computers Solve Meaningful Problems' | NVIDIA Announces First-Ever Quantum Day At GTC 2025, Days After Jensen Huang Said Quantum Computing Is 20 Years Away | Microsoft To Cut Costs, Pause Hiring In US Consulting, Tighten Spending | What's Going On With Quantum Computing Stock Today? | Understanding Microsoft's Position In Software Industry Compared To Competitors | 10 Information Technology Stocks Whale Activity In Today's Session | Trump Considers Executive Order To 'Save' TikTok From Being Banned In 4 Days",-0.8630462,positive
2025-01-16,423.7303466796875,424.5799865722656,429.489990234375,424.3900146484375,428.70001220703125,15300000,MSFT,"Elon Musk Buying TikTok Could Hurt Tesla Stock, Warns Gary Black — But Wedbush's Dan Ives Thinks It Makes Sense | French AI Startup, Founded By Google And Meta Veterans, Signs Million-Dollar Content Moderation Deal With AFP To Counter Big Tech's Pullback | Microsoft Launches 365 Copilot Chat For Business With Pay-As-You-Go Plan | Quantum Computing Stocks Continue Their Wild Surge In Thursday Premarket: QUBT Up 15%, QBTS Climbs 9%, RGTI Gains Over 3% | SentinelOne Brings The Power Of Purple AI To Zscaler, Okta, Palo Alto Networks, Proofpoint, Fortinet And Microsoft Data | Analyzing Microsoft In Comparison To Competitors In Software Industry | Meta Boosts Green Energy With New Solar Deal, Supports AI Data Center Growth | Bond Rally Drives Stock Market, Taiwan Semi Results Show AI Demand, Manipulators Having A Heyday With Quantum Computing | Billionaire Investor Who Predicted The Dot-Com Crash 25 Years Ago Warns Of Another Market Storm Brewing In The US | Nvidia Suffers $10 Billion Setback, AI Chip Sanctions Spell Trouble For 3 ETFs",-0.8790707,positive
2025-01-17,428.1714782714844,429.0299987792969,434.4800109863281,428.1700134277344,434.0899963378906,26197500,MSFT,"Tesla's Drop Against Modestly Lower Nasdaq Comes As Investors Weigh Elon Musk's $40-50 Billion TikTok Deal, Gary Black Says TSLA Share Swap Unlikely Due To This Upcoming Milestone | Tesla's Drop Against Modestly Lower Nasdaq Comes As Investors Weigh Elon Musk's $40-50 Billion TikTok Deal, Gary Black Says TSLA Share Swap Unlikely Due To This Upcoming Milestone | Jim Cramer Questions Nvidia's Trading Pattern Amid Positive TSMC Earnings And Biden's China Export Regulations | Sony Cancels Two Live-Service Games, Stays Committed to Long-Term Monetization | Quantum Computing Stock Drops Over 3% During Friday Premarket Amid Fraud Allegations | Sector Crosscurrents Drive Potential Opportunities In Direxion's Tech Bull And Bear 3X ETFs | Taiwan Semi Chief To Skip Trump Inauguration, Calls US Semiconductor Sanctions 'Manageable' | Quantum Computing Stocks Are 'Totally Divorced From Reality,' Says Analyst Flagging Inflated Valuations | Cantor Fitzgerald Initiates Coverage On Microsoft with Overweight Rating, Announces Price Target of $509 | Market Analysis: Microsoft And Competitors In Software Industry | OpenAI's Sam Altman On o3-Mini Model, Says 'Have Now Finalized A Version And Are Beginning The Release Process; Planning To Ship In About A Couple Of Weeks'",0.01584086,negative
2025-01-21,427.64251708984375,428.5,430.8999938964844,425.6000061035156,430.20001220703125,26085700,MSFT,"Huawei Wants To Take Nvidia's Place In AI In China, Shifts Focus to Inference Over Training | Evaluating Microsoft Against Peers In Software Industry | 10 Information Technology Stocks Whale Activity In Today's Session | Softbank CEO Masayoshi Son Is Expected At The White House Tuesday Afternoon, Along With Sam Altman Of OpenAI And Larry Ellison Of Oracle | 'Trump To Announce Private Sector AI Infrastructure Investment; OpenAI, Softbank And Oracle Are Planning A Joint Venture Called Stargate' - CBS News",0.5815899,neutral
2025-01-22,445.30712890625,446.20001220703125,447.2699890136719,436.0,437.55999755859375,27803800,MSFT,"Elon Musk Says Project Stargate Doesn't 'Actually Have The Money' After Trump Announces $500 Billion AI Investment Led By SoftBank, Oracle And OpenAI | US Stocks Likely To Open Higher As President Trump Announces $500 Billion AI Project: Oracle, Netflix, Nvidia Among Top Stocks To Watch | Morgan Stanley Maintains Overweight on Microsoft, Lowers Price Target to $540 | Forecasting The Future: 15 Analyst Projections For Microsoft | Anthropic Gains Big With Google Backing, Aims for $60 Billion Valuation and Surging AI Revenue | Tech Stocks Rise After Trump Announces AI Infrastructure Investment | Industry Comparison: Evaluating Microsoft Against Competitors In Software Industry | 'OpenAI Is Preparing To Release A New ChatGPT Feature This Week That Will Automate Complex Tasks Typically Done Through The Web Browser, Such As Making Restaurant Reservations Or Planning Trips, According To A Person With Direct Knowledge Of The Plans' - The Information | Stargate Adds Fuel To AI Frenzy, Chinese Stocks Sink On Trump Tariff Talk | OpenAI Tells Indian Court Any Order To Remove ChatGPT Training Data Inconsistent With Certain U.S. Obligations; Indian Courts Have No Jurisdiction To Hear Any Copyright Case Against OpenAI, Company Says | 'JPMorgan Lends $2.3B for Blue Owl-Tied Oracle Data Center' - Bloomberg News | 10 Information Technology Stocks With Whale Alerts In Today's Session | Microsoft Invests In Carbon Credits To Restore Amazon Rainforest, Faces Challenges From Data Center Growth, Trump's Fossil Fuel Focus | Marc Benioff Trashes Microsoft Copilot, Says Salesforce Is Becoming A Digital Labor Provider: 'This Is What AI Was Meant To Be' | SoftBank's Role in $500 Billion Stargate AI Venture Seen as Major Growth Driver, Analyst Says | Watching Kopin; Shares See Volume As Traders Circulate Article 'Army Kickstarts Possible Recompete Of Microsoft's $22 Billion IVAS Production Deal', ""Kopin Has Also Said It's Interested In Completing, While Companies Like Palantir May Also Be Eyeing A Bid."" | S&P 500 Hits Fresh Records At 6,100: Strong Earnings, Trump's AI Wager Fuel Bull Run | Christopher Young Informs Microsoft Of His Decision To Resign; He Will Cease To Serve As Executive Vice President, Business Development, Strategy, And Ventures, Effective Immediately - Filing",-0.18760228,positive
2025-01-23,445.8160705566406,446.7099914550781,446.75,441.5,442.0,18389300,MSFT,"Microsoft's LinkedIn Hit With Lawsuit For Violating User Privacy, Allegedly Sharing Private Data For AI Model Training | Satya Nadella Stands Firm After Elon Musk Questions Stargate's $100 Billion Funding Potential: 'All I Know Is, I'm Good For My $80 Billion' | TikTok-Parent ByteDance Plans $12 Billion AI Chip Investment In 2025 To Bolster Global AI Ambitions Amid US Export Controls: Report | PLTR Stock Is Up 166% In Last 6 Months. Now Dan Ives Sees Room For 17% More Growth: 'Our Recent Checks And Growing Confidence…Is Key To The Bull Thesis' | Tesla, Nvidia ETFs In The Works To Tap Rising Interest In Same-Day Stock Options | Walmart Boosts Regional Manager Pay As Retailers Struggle To Find Leaders | Analyzing Microsoft In Comparison To Competitors In Software Industry | Stargate Project: Microsoft Gains, Oracle Waits, Data Centers Face Long-Term Questions | Salesforce's AI Agents Pivot Is Already Showing Results | President Trump Says We Need Double The Energy We Have In U.S. For AI To Be As Big As We Want It; Am Going To Give Emergency Declarations So Building Can Start; We Are Going To Allow Very Rapid Plant Building, They Can Fuel It With Anything They Want | Microsoft's LinkedIn Hit With Lawsuit For Violating User Privacy, Allegedly Sharing Private Data For AI Model Training | Satya Nadella Stands Firm After Elon Musk Questions Stargate's $100 Billion Funding Potential: 'All I Know Is, I'm Good For My $80 Billion' | TikTok-Parent ByteDance Plans $12 Billion AI Chip Investment In 2025 To Bolster Global AI Ambitions Amid US Export Controls: Report | PLTR Stock Is Up 166% In Last 6 Months. Now Dan Ives Sees Room For 17% More Growth: 'Our Recent Checks And Growing Confidence…Is Key To The Bull Thesis' | Tesla, Nvidia ETFs In The Works To Tap Rising Interest In Same-Day Stock Options | Walmart Boosts Regional Manager Pay As Retailers Struggle To Find Leaders | Analyzing Microsoft In Comparison To Competitors In Software Industry | Stargate Project: Microsoft Gains, Oracle Waits, Data Centers Face Long-Term Questions | Salesforce's AI Agents Pivot Is Already Showing Results | President Trump Says We Need Double The Energy We Have In U.S. For AI To Be As Big As We Want It; Am Going To Give Emergency Declarations So Building Can Start; We Are Going To Allow Very Rapid Plant Building, They Can Fuel It With Anything They Want | Sam Altman Posts On X ""big news: the free tier of chatgpt is going to get o3-mini! (and the plus tier will get tons of o3-mini usage)"" | Micron Technology Shares Are Falling: What's Going On?",0.08682048,neutral
