Date,Adj Close,Close,High,Low,Open,Volume,Ticker,headline,sentiment_score
2025-01-02,417.74237060546875,418.5799865722656,426.07000732421875,414.8500061035156,425.5299987792969,16896500,MSFT,"Nvidia's Investments In Elon Musk's xAI, Perplexity, OpenAI, And Other Startups Crossed $1 Billion Mark In 2024 | Alibaba Leverages Scale and Deep Pockets to Slash AI LLM Prices To Gain Market Share | Broadcom Thrives with 114% Stock Surge in AI Boom, While Intel Faces Steep Decline | Comparing Microsoft With Industry Competitors In Software Industry | World's Top 10 Richest People Gained More Wealth In 2024 Than Costco And Nike's Combined Valuation: How Elon Musk, Warren Buffett And Others Fared | Elon Musk Gets Support From 'Godfather Of AI' Geoffrey Hinton In Battle Against OpenAI",-0.4283234
2025-01-03,422.5028381347656,423.3500061035156,424.0299987792969,419.5400085449219,421.0799865722656,16662900,MSFT,"Jim Cramer Warns 'Day Is Not Near Enough To Justify The Current Valuations' Of Quantum Computing, Nuclear Power Stocks | Microsoft's Copilot Plus Set To Expand To Mini PCs At CES As Windows-Maker Looks To Take On Apple's Mac Mini | Bill Gates And Jeff Bezos Backed Mining Startup Raises $537 Million, Targets Going Public In Few Years | Top 10 Trending Stocks On WallStreetBets As Of January 3, 2025 (Via Swaggy Stocks) | Apple, Microsoft, Nvidia Push Vanguard's Low-Cost S&P 500 ETF Higher | Nvidia's $2 Trillion AI Rally In 2024 Fueled by Chips, Startups, and Robotics",-0.8297285
2025-01-06,426.99383544921875,427.8500061035156,434.32000732421875,425.4800109863281,428.0,20573600,MSFT,"Microsoft Pauses Construction On $3.3 Billion Data Center Expected To Be Used By ChatGPT-Parent OpenAI For Massive Super Computer | Microsoft May Have Given Bitcoin a Miss, but Did You Know One of Its Largest Shareholders Is Betting Big on the Top Crypto? | Short-Seller Jim Chanos Warns Of Overbuilding Data Center Capacity, Compares AI Boom To Fiber Optic Bubble Of 2000s | Commercial Metals, Boeing And 3 Stocks To Watch Heading Into Monday | Piper Sandler Maintains Overweight on Microsoft, Raises Price Target to $520 | OpenAI CEO Sam Altman Says Company Losing Money On ChatGPT Pro Plan | AI Chip Stocks Nvidia, Broadcom, AMD, Taiwan Semi, Micron, Super Micro Surge Premarket: Whats Going On? | Inquiry Into Microsoft's Competitor Dynamics In Software Industry | Benzinga Market Summary: AI And Chip Stocks Rise Amid Microsoft AI Investment Plans, Fubo and Hulu + Live TV To Combine, Natural Gas Continues Higher | 10 Information Technology Stocks Whale Activity In Today's Session | AI, Quantum, And Robotics in Focus – All Eyes On Nvidia CEO Keynote | Israel Englander's Millennium Management Dumps Nvidia, Loads Up On Broadcom — Here's What The $70 Billion Hedge Fund Sees | AMD and Nvidia Overtake Intel in Key Markets, Challenging Its Leadership | Benzinga Market Summary: Bitcoin Rises, Trudeau To Resign As Liberal Party Leader, Tech Stocks Rise Amid CES 2025 And Microsoft AI Investment Plans",0.07624997
2025-01-07,421.5247802734375,422.3699951171875,430.6499938964844,420.79998779296875,429.0,18139100,MSFT,"Ambarella Launches N1-655 edge GenAI System-On-Chip (SoC) To Support Large-Language Models | Software IP Licensor Ceva Says Its NeuPro-Nano Embedded AI NPUs Gain Traction In AIoT And MCU Markets | Taiwan Semiconductor Ramps Up Production in Japan, US, and Germany to Diversify Away from China | Nvidia Highlights AI Chips Powering PUBG, Robotics 'ChatGPT Moment,' Automotive Expansion And More At CES Event | Inquiry Into Microsoft's Competitor Dynamics In Software Industry | Microsoft Bets Big On India's AI Future With $3B Investment | 'AI Startup Anthropic Raising Funding Valuing it at $60 Billion' - WSJ | 3 Digital Infrastructure ETFs In Focus As Trump Reveals Billion-Dollar Data Center Construction Plan",-0.86896104
2025-01-08,423.7104187011719,424.55999755859375,426.9700012207031,421.5400085449219,423.4599914550781,15054600,MSFT,"Sony Was The First Japanese Company To List On US Markets, Co-Founder Akio Morita Championed 'Workers As Family' Philosophy — Does His Vision Still Resonate Today? | Amazon AWS To Invest $11 Billion In Georgia To Boost AI And Cloud Infrastructure: 'Expect To Create More Than 550 Well-Paying Jobs' | Sam Altman's Sister Files Lawsuit Against OpenAI CEO Alleging Sexual Abuse — Family Respond: 'Deeply Hurtful And Entirely Untrue' | OpenAI CEO Sam Altman Predicts AGI Will Arrive During The Trump Presidency, Says CHIPS Act Not Effective Enough | Jeff Bezos-Backed Anthropic Set To Become One Of The Top 5 US Startups As It Reportedly Eyes $60 Billion Valuation With $2 Billion Funding Round | Microsoft CEO Satya Nadella Draws Attention To AI-Powered Agriculture For 'Healthier, More Sustainable Harvests' Amid $80 Billion Investment Push | Dell Simplifies PC Lineup With Apple-Like Branding: XPS, Inspiron Brands Are Gone For Good | Nvidia Teams Up With MediaTek to Challenge Intel and AMD in Desktop CPU Market | Sony Was The First Japanese Company To List On US Markets, Co-Founder Akio Morita Championed 'Workers As Family' Philosophy — Does His Vision Still Resonate Today? | Amazon AWS To Invest $11 Billion In Georgia To Boost AI And Cloud Infrastructure: 'Expect To Create More Than 550 Well-Paying Jobs' | Sam Altman's Sister Files Lawsuit Against OpenAI CEO Alleging Sexual Abuse — Family Respond: 'Deeply Hurtful And Entirely Untrue' | OpenAI CEO Sam Altman Predicts AGI Will Arrive During The Trump Presidency, Says CHIPS Act Not Effective Enough | Jeff Bezos-Backed Anthropic Set To Become One Of The Top 5 US Startups As It Reportedly Eyes $60 Billion Valuation With $2 Billion Funding Round | Microsoft CEO Satya Nadella Draws Attention To AI-Powered Agriculture For 'Healthier, More Sustainable Harvests' Amid $80 Billion Investment Push | Dell Simplifies PC Lineup With Apple-Like Branding: XPS, Inspiron Brands Are Gone For Good | Nvidia Teams Up With MediaTek to Challenge Intel and AMD in Desktop CPU Market | Here's How Much $100 Invested In Microsoft 5 Years Ago Would Be Worth Today",0.6363412
2025-01-10,418.11163330078125,418.95001220703125,424.7099914550781,415.0199890136719,424.6300048828125,20201100,MSFT,Performance Comparison: Microsoft And Competitors In Software Industry | 10 Information Technology Stocks Whale Activity In Today's Session | Check Out What Whales Are Doing With MSFT | Semiconductor ETF Faces Key Resistance In AI-Driven Surge: Analyst,-0.60452557
2025-01-13,416.35516357421875,417.19000244140625,418.5,412.2900085449219,415.239990234375,17604800,MSFT,"Competitor Analysis: Evaluating Microsoft And Competitors In Software Industry | 'Microsoft Says Jay Parikh To Lead New Core AI – Platform And Tools Org' - Microsoft Blog | PUBG Developer Krafton Invests $136 Million in Game Studios, Expands AI Team for Future Gaming Innovations | Looking At Microsoft's Recent Unusual Options Activity | 'HCLTech and Microsoft expand partnership to revolutionise contact centers with Generative AI' - CNBC",-0.6190974
2025-01-14,414.8382263183594,415.6700134277344,419.739990234375,410.7200012207031,417.80999755859375,16935900,MSFT,"Elon Musk Emerges As Potential TikTok US Buyer As Ban Deadline Looms, Company Terms It 'Pure Fiction' | Meta Investors Push Mark Zuckerberg To Replace $72B Cash With Bitcoin To Combat Inflation: Here's What It Means For Investors | US Semiconductor Sanctions Spell Trouble for Nvidia, But May Benefit Big Tech | Insights Into Microsoft's Performance Versus Peers In Software Sector | Pearson And Microsoft Announce Multi-Year Partnership To Transform The Future Of Learning And Work With AI | Microsoft Launches CoreAI Division: Ex-Meta Exec To Supercharge Copilot And AI Innovations | ""Microsoft Plans To Pause Hiring In Part Of Its Consulting Business In The U.S. According To An Internal Memo, As The Company Seeks Ways to Reel In Expenses"" -CNBC Report",0.21911114
2025-01-15,425.4569091796875,426.30999755859375,428.1499938964844,418.2699890136719,419.1300048828125,19637800,MSFT,"Microsoft, Applied Digital, Rigetti Computing, Eli Lilly, Tesla: Why These 5 Stocks Are On Investors' Radars Today | QUBT, QBTS Up 12%, RGTI Gains 3% In Wednesday Premarket: Quantum Computing Stocks Gain Momentum After Microsoft Says 'We Are Right On The Cusp Of Seeing Quantum Computers Solve Meaningful Problems' | NVIDIA Announces First-Ever Quantum Day At GTC 2025, Days After Jensen Huang Said Quantum Computing Is 20 Years Away | Microsoft To Cut Costs, Pause Hiring In US Consulting, Tighten Spending | What's Going On With Quantum Computing Stock Today? | Understanding Microsoft's Position In Software Industry Compared To Competitors | 10 Information Technology Stocks Whale Activity In Today's Session | Trump Considers Executive Order To 'Save' TikTok From Being Banned In 4 Days",-0.8630462
2025-01-16,423.7303466796875,424.5799865722656,429.489990234375,424.3900146484375,428.70001220703125,15300000,MSFT,"Elon Musk Buying TikTok Could Hurt Tesla Stock, Warns Gary Black — But Wedbush's Dan Ives Thinks It Makes Sense | French AI Startup, Founded By Google And Meta Veterans, Signs Million-Dollar Content Moderation Deal With AFP To Counter Big Tech's Pullback | Microsoft Launches 365 Copilot Chat For Business With Pay-As-You-Go Plan | Quantum Computing Stocks Continue Their Wild Surge In Thursday Premarket: QUBT Up 15%, QBTS Climbs 9%, RGTI Gains Over 3% | SentinelOne Brings The Power Of Purple AI To Zscaler, Okta, Palo Alto Networks, Proofpoint, Fortinet And Microsoft Data | Analyzing Microsoft In Comparison To Competitors In Software Industry | Meta Boosts Green Energy With New Solar Deal, Supports AI Data Center Growth | Bond Rally Drives Stock Market, Taiwan Semi Results Show AI Demand, Manipulators Having A Heyday With Quantum Computing | Billionaire Investor Who Predicted The Dot-Com Crash 25 Years Ago Warns Of Another Market Storm Brewing In The US | Nvidia Suffers $10 Billion Setback, AI Chip Sanctions Spell Trouble For 3 ETFs",-0.8790707
