,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,2022-03-04,2025-02-27,1091 days,53.80507343124166,10023.037140380859,13097.49300084839,87.31384228515627,0.23037140380858545,35.42055427319814,0.0774489706873327,17.649188281553258,0.053164289292984,0.0043882454791579015,0.006299185957798341,0.0032057253185474198,-14.506840712642823,0.4160638482047327,-24.159577939892372,-4.265764297881093,415 days,51 days,21,23.809523809523807,27.34055833854223,-6.203405337846801,0.0435033018194364,118 days,27 days,1.1381735535282829,0.27993480520217917,0.03485535431847598,0.005710024358826615,MyStrategy,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2022-03-04  10000.00000     0.000000              NaT
2022-03-07  10000.00000     0.000000              NaT
2022-03-08  10000.00000     0.000000              NaT
2022-03-09  10000.00000     0.000000              NaT
2022-03-10  10000.00000     0.000000              NaT
...                 ...          ...              ...
2025-02-21  10023.03714     0.234736              NaT
2025-02-24  10023.03714     0.234736              NaT
2025-02-25  10023.03714     0.234736              NaT
2025-02-26  10023.03714     0.234736              NaT
2025-02-27  10023.03714     0.234736         237 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0     33        13       27  300.510010  289.239990  None  None  -371.910645   
1     36        85       89  265.119995  250.190002  None  None  -537.479736   
2     32       101      123  277.700012  266.670013  None  None  -352.959961   
3     37       163      164  231.169998  231.039993  None  None    -4.810181   
4     36       176      201  241.990005  239.399994  None  None   -93.240417   
5     34       226      248  248.990005  250.759995  None  None    60.179626   
6     33       252      254  256.299988  255.820007  None  None   -15.839355   
7     33       258      338  259.980011  331.059998  None  None  2345.639557   
8     32       340      351  339.559998  333.670013  None  None  -188.479492   
9     32       381      387  337.239990  326.170013  None  None  -354.239258   
10    31       403      459  331.209991  373.859985  None  None  1322.149811   
11    30       467      504  385.489990  406.119995  None  None   618.900146   
12    30       505      506  407.959991  403.760010  None  None  -125.999451   
13    29       509      531  420.239990  414.570007  None  None  -164.429504   
14    28       554      564  422.540009  415.529999  None  None  -196.280273   
15    28       567      596  424.010010  433.100006  None  None   254.519897   
16    28       636      651  430.600006  416.000000  None  None  -408.800171   
17    27       666      670  431.660004  409.010010  None  None  -611.549835   
18    25       692      709  433.029999  426.059998  None  None  -174.250031   
19    24       725      727  445.160004  434.600006  None  None  -253.439941   
20    23       728      730  446.690002  418.980011  None  None  -637.329803   

    ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0   -0.037503 2022-03-23 2022-04-12  20 days  None                 1   
1   -0.056314 2022-07-07 2022-07-13   6 days  None                 1   
2   -0.039719 2022-07-29 2022-08-30  32 days  None                 1   
3   -0.000562 2022-10-26 2022-10-27   1 days  None                 0   
4   -0.010703 2022-11-14 2022-12-20  36 days  None                 1   
5    0.007109 2023-01-27 2023-03-01  33 days  None                 1   
6   -0.001873 2023-03-07 2023-03-09   2 days  None                 1   
7    0.273406 2023-03-15 2023-07-11 118 days  None                 1   
8   -0.017346 2023-07-13 2023-07-28  15 days  None                 1   
9   -0.032825 2023-09-11 2023-09-19   8 days  None                 1   
10   0.128770 2023-10-11 2024-01-02  83 days  None                 1   
11   0.053516 2024-01-12 2024-03-07  55 days  None                 1   
12  -0.010295 2024-03-08 2024-03-11   3 days  None                 0   
13  -0.013492 2024-03-14 2024-04-16  33 days  None                 1   
14  -0.016590 2024-05-17 2024-06-03  17 days  None                 1   
15   0.021438 2024-06-06 2024-07-19  43 days  None                 1   
16  -0.033906 2024-09-16 2024-10-07  21 days  None                 1   
17  -0.052472 2024-10-28 2024-11-01   4 days  None                 1   
18  -0.016096 2024-12-04 2024-12-30  26 days  None                 1   
19  -0.023722 2025-01-24 2025-01-28   4 days  None                 1   
20  -0.062034 2025-01-29 2025-01-31   2 days  None                 1   

    Exit_get_signal  
0                 0  
1                 0  
2                 0  
3                 0  
4                 0  
5                 0  
6                 0  
7                 0  
8                 0  
9                 0  
10                0  
11                1  
12                0  
13                0  
14                0  
15                0  
16                0  
17                0  
18                0  
19                1  
20                0  "
1,2022-03-04,2025-02-27,1091 days,36.18157543391188,11896.77848945618,11896.77848945618,18.980620040893555,18.96778489456179,35.42055427319814,6.0176339440777715,20.785407234809014,4.093289673289524,0.2895124389961496,0.46985025216889,0.22472736136677268,0.6868749474231741,0.5161102168570899,-26.77748676208822,-4.778892067734646,263 days,40 days,5,60.0,31.443042253681842,-6.297706857699447,3.6013342147569682,211 days,77 days,2.8498598371575037,4.437458174126248,0.6076689037093583,0.3740000627349003,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000          0.0              NaT
2022-03-07  10000.000000          0.0              NaT
2022-03-08  10000.000000          0.0              NaT
2022-03-09  10000.000000          0.0              NaT
2022-03-10  10000.000000          0.0              NaT
...                  ...          ...              ...
2025-02-21  11896.778489          0.0              NaT
2025-02-24  11896.778489          0.0              NaT
2025-02-25  11896.778489          0.0              NaT
2025-02-26  11896.778489          0.0              NaT
2025-02-27  11896.778489          0.0              NaT

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0    33        14       37  299.140015  282.100006  None  None  -562.320282   
1    33        38       39  285.190002  288.609985  None  None   112.859436   
2    37        55      201  255.490005  239.399994  None  None  -595.330429   
3    36       225      256  243.649994  247.399994  None  None   135.000000   
4    35       257      322  256.750000  337.480011  None  None  2825.550385   

   ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0  -0.056963 2022-03-24 2022-04-27  34 days  None                 1   
1   0.011992 2022-04-28 2022-04-29   1 days  None                 0   
2  -0.062977 2022-05-23 2022-12-20 211 days  None                 1   
3   0.015391 2023-01-26 2023-03-13  46 days  None                 1   
4   0.314430 2023-03-14 2023-06-15  93 days  None                 1   

   Exit_get_signal  
0                1  
1                0  
2                0  
3                1  
4                0  "
2,2022-03-04,2025-02-27,1091 days,41.7890520694259,12689.012366973877,12689.012366973877,16.12780026245117,26.89012366973877,35.42055427319814,8.342323518626804,23.46082583980655,5.654946818065931,0.3555852456170653,0.5889217501073417,0.27767906799415465,4.9009117152290145,0.6208037227454808,-30.043040618396255,-4.22004660477215,395 days,42 days,4,50.0,36.22861970950968,-12.95744746158608,6.243273385853754,388 days,113 days,3.3477824919116626,7.682758711902693,0.6778482517340753,0.3297639866611146,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08   9929.806041     0.007019              NaT
2022-03-09  10372.555827     0.000000           2 days
2022-03-10  10270.705699     0.009819              NaT
...                  ...          ...              ...
2025-02-21  12689.012367     0.000000              NaT
2025-02-24  12689.012367     0.000000              NaT
2025-02-25  12689.012367     0.000000              NaT
2025-02-26  12689.012367     0.000000              NaT
2025-02-27  12689.012367     0.000000              NaT

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0    35         2       11  277.799988  298.890015  None  None   738.150940   
1    35        15       47  305.230011  265.679993  None  None -1384.250641   
2    36        48       49  257.690002  257.350006  None  None   -12.239868   
3    36        56      323  257.890015  351.320007  None  None  3363.479736   

   ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0   0.075918 2022-03-08 2022-03-21  13 days  None                 1   
1  -0.129574 2022-03-25 2022-05-11  47 days  None                 1   
2  -0.001319 2022-05-12 2022-05-13   1 days  None                 0   
3   0.362286 2022-05-24 2023-06-16 388 days  None                 1   

   Exit_get_signal  
0                0  
1                1  
2                0  
3                0  "
3,2022-03-04,2025-02-27,1091 days,52.87049399198932,9704.979786782837,12689.423813009646,91.50194844665526,-2.950202132171635,35.42055427319814,-1.0024690409237702,17.275484803556658,-0.6893073179299214,-0.05802841728166048,-0.08188964446669543,-0.04137789904092982,-17.440112208414334,0.40908196874849173,-24.227161459603273,-4.64725529630573,419 days,56 days,22,27.27272727272727,24.829383592310617,-6.203405337846801,-0.08724742444231603,117 days,26 days,1.0549435444302706,0.10989486583369491,-0.06958103068109914,-0.012591186638250262,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   9704.979787     0.235191              NaT
2025-02-24   9704.979787     0.235191              NaT
2025-02-25   9704.979787     0.235191              NaT
2025-02-26   9704.979787     0.235191              NaT
2025-02-27   9704.979787     0.235191         237 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0     33        13       27  300.510010  289.239990  None  None  -371.910645   
1     36        86       89  264.790009  250.190002  None  None  -525.600220   
2     32       101      123  277.700012  266.670013  None  None  -352.959961   
3     35       177      200  245.660004  244.860001  None  None   -28.000107   
4     34       226      248  248.990005  250.759995  None  None    60.179626   
5     34       252      254  256.299988  255.820007  None  None   -16.319336   
6     32       259      338  265.209991  331.059998  None  None  2107.200195   
7     31       340      351  339.559998  333.670013  None  None  -182.589508   
8     31       381      386  337.239990  327.799988  None  None  -292.640076   
9     31       404      460  330.570007  369.010010  None  None  1191.640076   
10    29       467      504  385.489990  406.119995  None  None   598.270142   
11    29       505      506  407.959991  403.760010  None  None  -121.799469   
12    28       509      511  420.239990  414.250000  None  None  -167.719727   
13    28       512      525  417.829987  425.170013  None  None   205.520752   
14    28       526      531  426.440002  414.570007  None  None  -332.359863   
15    27       554      564  422.540009  415.529999  None  None  -189.270264   
16    27       567      596  424.010010  433.100006  None  None   245.429901   
17    27       636      651  430.600006  416.000000  None  None  -394.200165   
18    26       666      670  431.660004  409.010010  None  None  -588.899841   
19    24       692      709  433.029999  426.059998  None  None  -167.280029   
20    23       725      727  445.160004  434.600006  None  None  -242.879944   
21    23       728      730  446.690002  418.980011  None  None  -637.329803   

    ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0   -0.037503 2022-03-23 2022-04-12  20 days  None                 1   
1   -0.055138 2022-07-08 2022-07-13   5 days  None                 1   
2   -0.039719 2022-07-29 2022-08-30  32 days  None                 1   
3   -0.003257 2022-11-15 2022-12-19  34 days  None                 1   
4    0.007109 2023-01-27 2023-03-01  33 days  None                 1   
5   -0.001873 2023-03-07 2023-03-09   2 days  None                 1   
6    0.248294 2023-03-16 2023-07-11 117 days  None                 1   
7   -0.017346 2023-07-13 2023-07-28  15 days  None                 1   
8   -0.027992 2023-09-11 2023-09-18   7 days  None                 1   
9    0.116284 2023-10-12 2024-01-03  83 days  None                 1   
10   0.053516 2024-01-12 2024-03-07  55 days  None                 1   
11  -0.010295 2024-03-08 2024-03-11   3 days  None                 0   
12  -0.014254 2024-03-14 2024-03-18   4 days  None                 1   
13   0.017567 2024-03-19 2024-04-08  20 days  None                 1   
14  -0.027835 2024-04-09 2024-04-16   7 days  None                 1   
15  -0.016590 2024-05-17 2024-06-03  17 days  None                 1   
16   0.021438 2024-06-06 2024-07-19  43 days  None                 1   
17  -0.033906 2024-09-16 2024-10-07  21 days  None                 1   
18  -0.052472 2024-10-28 2024-11-01   4 days  None                 1   
19  -0.016096 2024-12-04 2024-12-30  26 days  None                 1   
20  -0.023722 2025-01-24 2025-01-28   4 days  None                 1   
21  -0.062034 2025-01-29 2025-01-31   2 days  None                 1   

    Exit_get_signal  
0                 0  
1                 0  
2                 0  
3                 0  
4                 0  
5                 0  
6                 0  
7                 0  
8                 0  
9                 0  
10                1  
11                0  
12                1  
13                1  
14                0  
15                0  
16                0  
17                0  
18                0  
19                0  
20                1  
21                0  "
4,2022-03-04,2025-02-27,1091 days,0.0,10000.0,10000.0,,0.0,35.42055427319814,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,MyStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2022-03-04  10000.0          0.0               NaN
2022-03-07  10000.0          0.0               NaN
2022-03-08  10000.0          0.0               NaN
2022-03-09  10000.0          0.0               NaN
2022-03-10  10000.0          0.0               NaN
...             ...          ...               ...
2025-02-21  10000.0          0.0               NaN
2025-02-24  10000.0          0.0               NaN
2025-02-25  10000.0          0.0               NaN
2025-02-26  10000.0          0.0               NaN
2025-02-27  10000.0          0.0               NaN

[749 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []"
5,2022-03-04,2025-02-27,1091 days,38.31775700934579,10272.292870025636,10758.82393996582,55.067023773193355,2.7229287002563614,35.42055427319814,0.9079719944633746,20.305859489911473,0.6224628995596504,0.044714777767199704,0.06753606416193299,0.02797237406636131,-16.571105098171223,0.5447129271217221,-32.45959718361099,-7.0416852982843325,1060 days,217 days,16,56.25,21.63125378305608,-10.83121888869104,0.21594258224233442,160 days,25 days,1.1866203821677486,0.5053173867150442,0.11958547534242794,0.04394642959095496,MyStrategy,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2022-03-04  10000.00000     0.000000              NaT
2022-03-07  10000.00000     0.000000              NaT
2022-03-08  10000.00000     0.000000              NaT
2022-03-09  10000.00000     0.000000              NaT
2022-03-10  10000.00000     0.000000              NaT
...                 ...          ...              ...
2025-02-21  10272.29287     0.045222              NaT
2025-02-24  10272.29287     0.045222              NaT
2025-02-25  10272.29287     0.045222              NaT
2025-02-26  10272.29287     0.045222              NaT
2025-02-27  10272.29287     0.045222        1060 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0     35         6        9  280.339996  293.290009  None  None   453.250427   
1     34        13       16  300.510010  304.329987  None  None   129.879211   
2     33        17       19  313.910004  313.899994  None  None    -0.330322   
3     34        20       38  309.369995  285.190002  None  None  -822.119751   
4     33        39       49  288.609985  257.350006  None  None -1031.579315   
5     33        54      164  257.239990  231.039993  None  None  -864.599899   
6     33       167      169  234.600006  220.089996  None  None  -478.830322   
7     32       173      182  227.369995  243.589996  None  None   519.040039   
8     32       183      188  245.110001  253.869995  None  None   280.319824   
9     32       189      198  249.820007  253.720001  None  None   124.799805   
10    33       199      201  248.550003  239.399994  None  None  -301.950302   
11    33       208      211  238.210007  227.199997  None  None  -363.330322   
12    31       223      251  242.500000  256.429993  None  None   431.829773   
13    31       252      258  256.299988  259.980011  None  None   114.080719   
14    30       259      261  265.209991  276.980011  None  None   353.100586   
15    30       262      321  274.880005  334.339996  None  None  1783.799744   

    ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0    0.046194 2022-03-14 2022-03-17   3 days  None                 1   
1    0.012712 2022-03-23 2022-03-28   5 days  None                 1   
2   -0.000032 2022-03-29 2022-03-31   2 days  None                 1   
3   -0.078159 2022-04-01 2022-04-28  27 days  None                 1   
4   -0.108312 2022-04-29 2022-05-13  14 days  None                 1   
5   -0.101850 2022-05-20 2022-10-27 160 days  None                 1   
6   -0.061850 2022-11-01 2022-11-03   2 days  None                 1   
7    0.071337 2022-11-09 2022-11-22  13 days  None                 1   
8    0.035739 2022-11-23 2022-12-01   8 days  None                 1   
9    0.015611 2022-12-02 2022-12-15  13 days  None                 1   
10  -0.036814 2022-12-16 2022-12-20   4 days  None                 1   
11  -0.046220 2022-12-30 2023-01-05   6 days  None                 1   
12   0.057443 2023-01-24 2023-03-06  41 days  None                 1   
13   0.014358 2023-03-07 2023-03-15   8 days  None                 1   
14   0.044380 2023-03-16 2023-03-20   4 days  None                 1   
15   0.216313 2023-03-21 2023-06-14  85 days  None                 1   

    Exit_get_signal  
0                 0  
1                 1  
2                 1  
3                 1  
4                 0  
5                 0  
6                 0  
7                 1  
8                 1  
9                 1  
10                0  
11                0  
12                1  
13                1  
14                1  
15                0  "
6,2022-03-04,2025-02-27,1091 days,32.44325767690254,9322.21571597901,10352.612834960937,41.2110418334961,-6.777842840209905,35.42055427319814,-2.333694378855322,17.890223775321175,-1.6080631050235827,-0.1304452313265392,-0.1904008834182622,-0.08665210048943094,-22.726386716141352,0.45026240281054314,-26.931769289770024,-26.931769289770024,1066 days,1066 days,12,50.0,16.757545834076424,-9.90590207677917,-0.5951168952275543,91 days,28 days,0.8474075614350969,-0.3848870268367083,-0.30911249433778687,-0.1489403510631896,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000      0.00000              NaT
2022-03-07  10000.000000      0.00000              NaT
2022-03-08  10000.000000      0.00000              NaT
2022-03-09  10000.000000      0.00000              NaT
2022-03-10  10000.000000      0.00000              NaT
...                  ...          ...              ...
2025-02-21   9322.215716      0.09953              NaT
2025-02-24   9322.215716      0.09953              NaT
2025-02-25   9322.215716      0.09953              NaT
2025-02-26   9322.215716      0.09953              NaT
2025-02-27   9322.215716      0.09953        1066 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0     32        16       29  304.329987  288.089996  None  None  -519.679688   
1     33        38       39  285.190002  288.609985  None  None   112.859436   
2     37        56       63  257.890015  270.309998  None  None   459.539368   
3     36        64       69  272.059998  245.110001  None  None  -970.199890   
4     34        77      140  261.809998  239.539993  None  None  -757.180145   
5     35       146      201  235.410004  239.399994  None  None   139.649658   
6     34       223      224  242.500000  234.479996  None  None  -272.680145   
7     32       226      247  248.990005  249.070007  None  None     2.560059   
8     32       255      256  251.080002  247.399994  None  None  -117.760254   
9     28       260      263  278.260010  273.399994  None  None  -136.080444   
10    28       267      268  275.790009  278.959991  None  None    88.759521   
11    28       269      329  284.230011  331.859985  None  None  1333.639282   

    ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0   -0.053363 2022-03-28 2022-04-14  17 days  None                 1   
1    0.011992 2022-04-28 2022-04-29   1 days  None                 0   
2    0.048160 2022-05-24 2022-06-03  10 days  None                 1   
3   -0.099059 2022-06-06 2022-06-13   7 days  None                 1   
4   -0.085062 2022-06-24 2022-09-23  91 days  None                 1   
5    0.016949 2022-10-03 2022-12-20  78 days  None                 1   
6   -0.033072 2023-01-24 2023-01-25   1 days  None                 0   
7    0.000321 2023-01-27 2023-02-28  32 days  None                 1   
8   -0.014657 2023-03-10 2023-03-13   3 days  None                 0   
9   -0.017466 2023-03-17 2023-03-22   5 days  None                 1   
10   0.011494 2023-03-28 2023-03-29   1 days  None                 0   
11   0.167575 2023-03-30 2023-06-27  89 days  None                 1   

    Exit_get_signal  
0                 0  
1                 0  
2                 1  
3                 0  
4                 0  
5                 0  
6                 0  
7                 0  
8                 0  
9                 0  
10                1  
11                0  "
7,2022-03-04,2025-02-27,1091 days,42.323097463284384,11162.309190606691,11726.515403656007,20.870344305419923,11.623091906066911,35.42055427319814,3.768797139671931,22.16516428495627,2.5723406280520056,0.1700324478185733,0.265475645297596,0.11877472493025247,-10.151570680758208,0.6147465231311038,-31.730632437878214,-4.675296499259553,623 days,99 days,5,60.0,30.861992251382752,-17.978710449507883,2.4124035576559066,387 days,91 days,1.7932401881614113,3.6181627291691236,0.30849272877809414,0.19097862289526213,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08   9929.806041     0.007019              NaT
2022-03-09  10372.555827     0.000000           2 days
2022-03-10  10270.705699     0.009819              NaT
...                  ...          ...              ...
2025-02-21  11162.309191     0.048114              NaT
2025-02-24  11162.309191     0.048114              NaT
2025-02-25  11162.309191     0.048114              NaT
2025-02-26  11162.309191     0.048114              NaT
2025-02-27  11162.309191     0.048114         623 days

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0    35         2        9  277.799988  293.290009  None  None   542.150726   
1    35        13       17  300.510010  313.910004  None  None   468.999786   
2    35        18       49  313.760010  257.350006  None  None -1974.350128   
3    34        56      322  257.890015  337.480011  None  None  2706.059875   
4    33       323      327  351.320007  334.359985  None  None  -559.680725   

   ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0   0.055760 2022-03-08 2022-03-17   9 days  None                 1   
1   0.044591 2022-03-23 2022-03-29   6 days  None                 1   
2  -0.179787 2022-03-30 2022-05-13  44 days  None                 1   
3   0.308620 2022-05-24 2023-06-15 387 days  None                 1   
4  -0.048275 2023-06-16 2023-06-23   7 days  None                 1   

   Exit_get_signal  
0                0  
1                1  
2                0  
3                1  
4                0  "
8,2022-03-04,2025-02-27,1091 days,41.52202937249666,10863.95103020019,11328.982510668942,28.789204174804688,8.63951030200191,35.42055427319814,2.8272081862020793,21.784924545741745,1.9324561272584084,0.12977819502040497,0.19985802435140473,0.08617260468380297,-12.804409619526048,0.6054089316652518,-32.808665776972646,-6.731055056885528,623 days,155 days,7,57.14285714285714,28.67656427466263,-16.81481392336287,1.2822107101941649,385 days,64 days,1.6763785611937039,2.0196913820233537,0.26776091206865493,0.16362405089043525,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10175.115835     0.000000              NaT
2022-03-10  10073.265706     0.010010              NaT
...                  ...          ...              ...
2025-02-21  10863.951030     0.041048              NaT
2025-02-24  10863.951030     0.041048              NaT
2025-02-25  10863.951030     0.041048              NaT
2025-02-26  10863.951030     0.041048              NaT
2025-02-27  10863.951030     0.041048         623 days

[749 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0    35         3        9  283.440002  293.290009  None  None   344.750214   
1    33        15       17  305.230011  313.910004  None  None   286.439758   
2    33        18       19  313.760010  313.899994  None  None     4.619476   
3    34        20       49  309.369995  257.350006  None  None -1768.679626   
4    33        58      322  262.269989  337.480011  None  None  2481.930725   
5    32       323      324  351.320007  339.309998  None  None  -384.320313   
6    32       325      326  336.369995  334.119995  None  None   -72.000000   

   ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0   0.034752 2022-03-09 2022-03-17   8 days  None                 1   
1   0.028438 2022-03-25 2022-03-29   4 days  None                 1   
2   0.000446 2022-03-30 2022-03-31   1 days  None                 0   
3  -0.168148 2022-04-01 2022-05-13  42 days  None                 1   
4   0.286766 2022-05-26 2023-06-15 385 days  None                 1   
5  -0.034185 2023-06-16 2023-06-20   4 days  None                 0   
6  -0.006689 2023-06-21 2023-06-22   1 days  None                 0   

   Exit_get_signal  
0                0  
1                1  
2                1  
3                0  
4                1  
5                1  
6                0  "
9,2022-03-04,2025-02-27,1091 days,28.304405874499334,11033.536675579835,11642.265076116944,47.21237837524414,10.33536675579835,35.42055427319814,3.3644779130908464,12.72489657071127,2.297797523227141,0.26440119920776584,0.42528204320023455,0.23649077544586278,3.1219469590730204,0.20365067528555156,-14.226677157904788,-3.100349557730012,409 days,71 days,12,50.0,14.116295099834053,-5.4500272728475245,0.8830153141070829,64 days,25 days,1.667318455347126,1.0177149938296317,0.6027459474062739,0.1888068337120028,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-04  10000.000000     0.000000              NaT
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11033.536676     0.052286              NaT
2025-02-24  11033.536676     0.052286              NaT
2025-02-25  11033.536676     0.052286              NaT
2025-02-26  11033.536676     0.052286              NaT
2025-02-27  11033.536676     0.052286         237 days

[749 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  \
0     31        18       24  313.760010  296.660004  None  None  -530.100189   
1     34       102      121  277.820007  279.079987  None  None    42.839294   
2     38       183      187  245.110001  240.570007  None  None  -172.519745   
3     36       188      200  253.869995  244.860001  None  None  -324.359802   
4     34       231      246  259.540009  252.460007  None  None  -240.720062   
5     31       261      287  276.980011  296.700012  None  None   611.320038   
6     31       288      332  295.970001  337.750000  None  None  1295.179962   
7     30       345      347  353.570007  345.850006  None  None  -231.600037   
8     29       420      445  349.630005  368.480011  None  None   546.650177   
9     27       472      492  400.019989  403.239990  None  None    86.940033   
10    24       574      593  442.589996  454.220001  None  None   279.120117   
11    25       696      704  444.390015  433.109985  None  None  -282.000732   

    ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  \
0   -0.054500 2022-03-30 2022-04-07   8 days  None                 1   
1    0.004535 2022-08-01 2022-08-26  25 days  None                 1   
2   -0.018522 2022-11-23 2022-11-30   7 days  None                 1   
3   -0.035491 2022-12-01 2022-12-19  18 days  None                 1   
4   -0.027279 2023-02-03 2023-02-27  24 days  None                 1   
5    0.071196 2023-03-20 2023-04-26  37 days  None                 1   
6    0.141163 2023-04-27 2023-06-30  64 days  None                 1   
7   -0.021834 2023-07-20 2023-07-24   4 days  None                 1   
8    0.053914 2023-11-03 2023-12-11  38 days  None                 1   
9    0.008050 2024-01-22 2024-02-20  29 days  None                 1   
10   0.026277 2024-06-17 2024-07-16  29 days  None                 1   
11  -0.025383 2024-12-10 2024-12-20  10 days  None                 1   

    Exit_get_signal  
0                 0  
1                 0  
2                 1  
3                 0  
4                 0  
5                 1  
6                 0  
7                 0  
8                 0  
9                 0  
10                0  
11                0  "
