,,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,0
normal,0,Logistic Regression,0.910427807486631,"[[294  37]
 [ 30 387]]",2022-03-07,2025-02-27,1088 days,59.62566844919787,12097.392898559567,13155.643192291256,20.973928985595666,15.075635775412833,6.624922865794192,18.51973759823181,4.508803802315731,0.3577222857858803,0.6251178116364965,0.3486571120232767,14.780570953520444,0.4108190277570979,-19.001255495261216,-4.978898227493553,420 days,59 days,22.0,45.45454545454545,13.932358926242605,-6.623373567243629,0.8709918786391269,100 days,29 days,1.7687479993611301,0.9833443504637819,0.8939309872741783,0.1940152482314279,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12038.433594     0.084922              NaT
2025-02-24  12097.392899     0.080441              NaT
2025-02-25  12097.392899     0.080441              NaT
2025-02-26  12097.392899     0.080441              NaT
2025-02-27  12097.392899     0.080441          92 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        12  ...                 0                1
1    228        14  ...                 1                0
2    260        62  ...                 0                0
3    266        65  ...                 0                0
4    287        94  ...                 1                0
5    281       131  ...                 0                0
6    281       134  ...                 1                0
7    276       156  ...                 1                0
8    291       210  ...                 1                1
9    287       221  ...                 1                0
10   320       280  ...                 1                0
11   320       313  ...                 0                1
12   310       315  ...                 1                0
13   304       333  ...                 1                0
14   300       337  ...                 1                0
15   312       420  ...                 1                0
16   296       475  ...                 1                0
17   288       490  ...                 1                0
18   276       535  ...                 1                0
19   279       621  ...                 1                0
20   275       637  ...                 1                0
21   268       713  ...                 1                0

[22 rows x 15 columns]",
normal,1,Random Forest,0.8716577540106952,"[[277  54]
 [ 42 375]]",2022-03-07,2025-02-27,1088 days,60.56149732620321,10899.911077499386,12545.111387252806,8.99911077499386,15.075635775412833,2.9455868018009257,18.424603452486682,2.015888592655446,0.159872466693625,0.25969452362804607,0.1404373962357392,2.3906421316892876,0.4383542254372091,-20.97437634671354,-6.2675236443693825,573 days,97 days,24.0,33.33333333333333,12.748580156394462,-3.968588655080363,0.35971146044502245,100 days,26 days,1.3300876362983365,0.4501505040231367,0.42958658539107214,0.07216688543234534,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10899.911077     0.131143              NaT
2025-02-24  10899.911077     0.131143              NaT
2025-02-25  10899.911077     0.131143              NaT
2025-02-26  10899.911077     0.131143              NaT
2025-02-27  10899.911077     0.131143          92 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        12  ...                 0                0
1    227        15  ...                 1                0
2    263        60  ...                 0                1
3    262        62  ...                 0                0
4    290        93  ...                 1                0
5    280       130  ...                 1                0
6    277       136  ...                 0                0
7    272       156  ...                 1                0
8    277       210  ...                 1                0
9    270       222  ...                 1                0
10   316       278  ...                 1                0
11   318       306  ...                 1                0
12   303       333  ...                 1                0
13   299       337  ...                 1                0
14   323       407  ...                 0                1
15   329       409  ...                 0                0
16   305       419  ...                 1                0
17   298       472  ...                 1                0
18   274       535  ...                 1                0
19   277       621  ...                 1                0
20   267       639  ...                 1                0
21   262       653  ...                 1                0
22   251       714  ...                 1                0
23   240       718  ...                 1                0

[24 rows x 15 columns]",
normal,2,XGBoost,0.8649732620320856,"[[291  40]
 [ 61 356]]",2022-03-07,2025-02-27,1088 days,57.48663101604278,8627.14453125,10567.000389099121,-13.728554687499999,15.075635775412833,-4.853302202186005,15.69277451767485,-3.362500829537618,-0.3092698615353013,-0.4409215988944818,-0.17206640566075282,-19.381713308822857,0.3749864155343095,-28.205983518681766,-11.013840344259245,926 days,357 days,34.0,29.411764705882355,12.926134266236344,-5.324230397826069,-0.43496818042477736,85 days,17 days,0.7715135839936839,-0.3649637702420435,-0.7168990192414095,-0.11423409500828563,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   8585.125027     0.187553              NaT
2025-02-24   8627.144531     0.183577              NaT
2025-02-25   8627.144531     0.183577              NaT
2025-02-26   8627.144531     0.183577              NaT
2025-02-27   8627.144531     0.183577         926 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        12  ...                 0                0
1    264        60  ...                 0                0
2    290        93  ...                 1                1
3    288        99  ...                 1                0
4    278       120  ...                 0                0
5    269       129  ...                 1                0
6    267       136  ...                 0                0
7    262       156  ...                 1                0
8    267       210  ...                 1                1
9    264       214  ...                 1                0
10   257       222  ...                 1                1
11   258       241  ...                 1                0
12   288       280  ...                 1                0
13   295       313  ...                 0                1
14   286       315  ...                 1                0
15   272       333  ...                 1                0
16   261       338  ...                 1                1
17   263       360  ...                 1                0
18   284       407  ...                 0                0
19   275       419  ...                 1                0
20   265       473  ...                 1                0
21   264       484  ...                 0                0
22   264       487  ...                 0                0
23   256       490  ...                 1                0
24   254       530  ...                 0                0
25   240       534  ...                 1                0
26   238       544  ...                 1                0
27   244       622  ...                 0                1
28   240       624  ...                 1                0
29   232       639  ...                 1                0
30   227       650  ...                 1                1
31   210       672  ...                 1                0
32   200       713  ...                 1                0
33   191       718  ...                 1                0

[34 rows x 15 columns]",
normal,3,SVM,0.9117647058823529,"[[297  34]
 [ 32 385]]",2022-03-07,2025-02-27,1088 days,58.68983957219251,11968.932199478144,13015.542490005488,19.689321994781437,15.075635775412833,6.242123213106576,18.341902942953052,4.25070717956888,0.34032037092993106,0.593660653166658,0.32622102151741444,13.564512339137728,0.40627206353928946,-19.13464430977314,-4.791324024607171,420 days,56 days,20.0,50.0,13.932358926242605,-4.6431897010855145,0.904426752077403,100 days,31 days,1.7270683268304563,1.0269886104402481,0.8482212356220772,0.20586425715915396,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11910.632887     0.084892              NaT
2025-02-24  11968.932199     0.080412              NaT
2025-02-25  11968.932199     0.080412              NaT
2025-02-26  11968.932199     0.080412              NaT
2025-02-27  11968.932199     0.080412          92 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        12  ...                 1                0
1    261        62  ...                 0                0
2    285        95  ...                 1                0
3    279       131  ...                 0                0
4    279       134  ...                 1                0
5    274       156  ...                 1                0
6    289       210  ...                 1                1
7    285       221  ...                 1                0
8    325       281  ...                 1                0
9    319       315  ...                 1                0
10   312       333  ...                 1                0
11   299       338  ...                 1                1
12   297       361  ...                 1                0
13   309       420  ...                 1                0
14   293       475  ...                 1                0
15   285       490  ...                 1                0
16   273       535  ...                 1                0
17   276       621  ...                 1                0
18   272       637  ...                 1                0
19   265       713  ...                 1                0

[20 rows x 15 columns]",
normal,4,Naive Bayes,0.8475935828877005,"[[256  75]
 [ 39 378]]",2022-03-07,2025-02-27,1088 days,64.43850267379679,11182.391788482666,11837.291751861574,11.82391788482666,15.075635775412833,3.8367924050542124,19.252615111766733,2.622240933462261,0.19928681806500445,0.3234820986958658,0.14305522345157537,4.726678003586546,0.470775494113167,-26.820358687237857,-6.611655860864259,840 days,153 days,29.0,48.275862068965516,15.092329627233902,-8.701542796374785,0.38770976822237735,74 days,23 days,1.3560533151655014,0.5074131674988965,0.48532227353316315,0.11526246106706595,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11182.391788     0.055325              NaT
2025-02-24  11182.391788     0.055325              NaT
2025-02-25  11182.391788     0.055325              NaT
2025-02-26  11182.391788     0.055325              NaT
2025-02-27  11182.391788     0.055325          92 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        11  ...                 1                0
1    257        58  ...                 1                0
2    262        91  ...                 1                1
3    262       123  ...                 0                0
4    250       129  ...                 1                0
5    248       136  ...                 0                0
6    243       156  ...                 1                0
7    253       208  ...                 1                0
8    246       223  ...                 1                0
9    310       272  ...                 1                0
10   299       276  ...                 1                0
11   300       303  ...                 1                1
12   293       313  ...                 1                0
13   279       333  ...                 1                0
14   270       338  ...                 1                0
15   276       383  ...                 1                0
16   288       407  ...                 1                0
17   267       419  ...                 1                1
18   273       468  ...                 0                0
19   267       472  ...                 1                0
20   259       490  ...                 1                1
21   261       530  ...                 0                0
22   246       534  ...                 1                1
23   245       582  ...                 1                0
24   261       617  ...                 1                0
25   253       639  ...                 1                0
26   247       650  ...                 1                0
27   244       713  ...                 1                1
28   243       740  ...                 0                0

[29 rows x 15 columns]",
normal,5,Gradient Boosting,0.8596256684491979,"[[289  42]
 [ 63 354]]",2022-03-07,2025-02-27,1088 days,57.75401069518716,10375.034030914301,12742.994533538815,3.7503403091430116,15.075635775412833,1.2480918140334918,16.618064035492406,0.856398847715556,0.07510452549513899,0.11743287462606172,0.06716508635154918,-1.9663223371926946,0.37919877685418285,-18.582449332393423,-6.669405195731424,397 days,97 days,36.0,36.11111111111111,12.642043626536248,-3.968588655080363,0.1031183736809771,75 days,17 days,1.1582975801178155,0.1477912650758109,0.20351607987981635,0.03487155565271671,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10375.034031     0.185824              NaT
2025-02-24  10375.034031     0.185824              NaT
2025-02-25  10375.034031     0.185824              NaT
2025-02-26  10375.034031     0.185824              NaT
2025-02-27  10375.034031     0.185824         226 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        12  ...                 0                0
1    227        15  ...                 1                0
2    263        60  ...                 1                0
3    268        65  ...                 0                0
4    286        95  ...                 0                1
5    289        97  ...                 0                1
6    287        99  ...                 1                0
7    281       131  ...                 0                0
8    278       136  ...                 0                0
9    276       157  ...                 1                0
10   288       207  ...                 0                0
11   282       210  ...                 1                1
12   279       222  ...                 1                0
13   328       278  ...                 1                1
14   327       288  ...                 0                0
15   343       308  ...                 0                1
16   345       310  ...                 1                0
17   329       333  ...                 1                0
18   315       338  ...                 1                1
19   317       360  ...                 1                0
20   335       419  ...                 1                0
21   320       474  ...                 1                0
22   318       487  ...                 0                0
23   309       490  ...                 1                0
24   292       535  ...                 1                0
25   296       579  ...                 1                0
26   288       584  ...                 1                1
27   287       603  ...                 0                0
28   290       621  ...                 1                1
29   285       624  ...                 1                0
30   275       639  ...                 0                1
31   278       641  ...                 0                0
32   269       654  ...                 1                1
33   250       672  ...                 1                0
34   239       714  ...                 1                0
35   229       718  ...                 1                0

[36 rows x 15 columns]",
normal,6,K-Nearest Neighbors,0.8582887700534759,"[[257  74]
 [ 32 385]]",2022-03-07,2025-02-27,1088 days,65.10695187165776,11805.468421936037,13161.358772277834,18.05468421936037,15.075635775412833,5.751058353953464,20.724955032396757,3.919188502344606,0.27749437067359356,0.4598662282691514,0.22369577150913125,10.108563367186584,0.5270836315330251,-25.709285048862473,-6.633994868814486,532 days,90 days,28.0,46.42857142857143,25.291376405474765,-8.719266086261236,0.5948432342935961,102 days,24 days,1.4726089354826073,0.7881140545505008,0.5647977965056947,0.1296796694513016,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11805.468422     0.103021              NaT
2025-02-24  11805.468422     0.103021              NaT
2025-02-25  11805.468422     0.103021              NaT
2025-02-26  11805.468422     0.103021              NaT
2025-02-27  11805.468422     0.103021         226 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    271        59  ...                 1                0
1    298        90  ...                 0                0
2    297        93  ...                 1                1
3    296       104  ...                 1                1
4    301       107  ...                 1                0
5    292       129  ...                 1                0
6    266       156  ...                 1                0
7    278       207  ...                 1                1
8    275       222  ...                 1                0
9    317       279  ...                 1                1
10   320       287  ...                 1                0
11   318       306  ...                 1                0
12   308       332  ...                 1                1
13   305       336  ...                 1                0
14   329       407  ...                 1                0
15   325       414  ...                 0                1
16   320       416  ...                 1                0
17   317       472  ...                 1                0
18   321       482  ...                 1                1
19   318       494  ...                 1                1
20   316       511  ...                 1                0
21   298       534  ...                 1                0
22   283       622  ...                 0                1
23   278       624  ...                 1                1
24   274       631  ...                 1                1
25   275       634  ...                 1                0
26   257       719  ...                 1                1
27   257       740  ...                 1                0

[28 rows x 15 columns]",
normal,7,Decision Tree,0.8556149732620321,"[[301  30]
 [ 78 339]]",2022-03-07,2025-02-27,1088 days,53.342245989304814,10151.753599166874,11942.28361320496,1.5175359916687374,15.075635775412833,0.5087045330857798,15.777645295215386,0.3494569967127381,0.03224210733397878,0.05045313042106882,0.027894173394693852,-3.648124316322575,0.34264958274039065,-18.236945970320374,-6.677921737664688,485 days,112 days,30.0,33.33333333333333,12.926134266236344,-5.324230397826069,0.04900299706165345,77 days,18 days,1.0904585959553321,0.1101078741098005,0.07991487241742135,0.013103438909347287,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10151.753599     0.149932              NaT
2025-02-24  10151.753599     0.149932              NaT
2025-02-25  10151.753599     0.149932              NaT
2025-02-26  10151.753599     0.149932              NaT
2025-02-27  10151.753599     0.149932         226 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    228        12  ...                 0                0
1    227        15  ...                 0                0
2    268        60  ...                 0                0
3    294        93  ...                 1                0
4    283       130  ...                 1                0
5    276       156  ...                 1                0
6    294       210  ...                 1                1
7    290       214  ...                 1                0
8    282       223  ...                 1                0
9    321       279  ...                 1                0
10   322       315  ...                 1                0
11   303       339  ...                 1                0
12   303       361  ...                 1                0
13   320       419  ...                 1                0
14   308       473  ...                 1                1
15   305       489  ...                 1                1
16   300       529  ...                 0                0
17   286       535  ...                 1                0
18   282       570  ...                 0                0
19   283       579  ...                 1                0
20   270       589  ...                 1                0
21   277       621  ...                 1                1
22   272       624  ...                 1                0
23   268       641  ...                 0                0
24   260       654  ...                 1                1
25   241       672  ...                 1                0
26   230       715  ...                 0                0
27   220       718  ...                 1                1
28   221       738  ...                 1                1
29   224       741  ...                 1                0

[30 rows x 15 columns]",
normal,8,AdaBoost,0.8663101604278075,"[[295  36]
 [ 64 353]]",2022-03-07,2025-02-27,1088 days,55.3475935828877,10742.502943038933,12145.173036575314,7.4250294303893325,15.075635775412833,2.4423156203747354,17.189297660603202,1.672751890424129,0.1420835026885578,0.23729157048380164,0.10416845225098481,1.6140179231535718,0.3854571438183098,-23.44582805636959,-6.761755045152521,606 days,95 days,25.0,32.0,12.642043626536248,-3.968588655080363,0.287823867506698,87 days,23 days,1.2885196345983523,0.3836950765216125,0.3335416888173487,0.05763401902791632,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10742.502943     0.115492              NaT
2025-02-24  10742.502943     0.115492              NaT
2025-02-25  10742.502943     0.115492              NaT
2025-02-26  10742.502943     0.115492              NaT
2025-02-27  10742.502943     0.115492          92 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    297        95  ...                 1                0
1    294       131  ...                 0                0
2    291       136  ...                 0                0
3    289       157  ...                 1                0
4    294       210  ...                 0                1
5    289       212  ...                 0                1
6    286       214  ...                 1                0
7    278       222  ...                 1                0
8    317       281  ...                 1                0
9    329       306  ...                 0                0
10   320       313  ...                 1                0
11   304       333  ...                 1                0
12   292       338  ...                 1                0
13   308       419  ...                 1                0
14   296       473  ...                 1                0
15   294       487  ...                 0                0
16   286       490  ...                 1                0
17   274       535  ...                 1                1
18   271       544  ...                 1                0
19   274       622  ...                 0                1
20   269       624  ...                 1                0
21   260       639  ...                 1                0
22   254       650  ...                 1                0
23   247       713  ...                 1                0
24   237       718  ...                 1                0

[25 rows x 15 columns]",
normal,9,SGD Classifier,0.8836898395721925,"[[306  25]
 [ 62 355]]",2022-03-07,2025-02-27,1088 days,53.475935828877006,12151.041202545164,13299.961444854736,21.510412025451643,15.075635775412833,6.7839914538528445,17.64586805211347,4.615968093295431,0.3844521240790031,0.6882576882796969,0.36307833266247347,15.865931964670796,0.37441074757102755,-18.684649684561073,-4.806182725725141,398 days,56 days,20.0,45.0,13.379759240513778,-6.623373567243629,0.9805215975639658,85 days,28 days,1.767976694651598,1.1117068513162276,0.8497135237320307,0.18322045274041326,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2022-03-07  10000.000000     0.000000              NaT
2022-03-08  10000.000000     0.000000              NaT
2022-03-09  10000.000000     0.000000              NaT
2022-03-10  10000.000000     0.000000              NaT
2022-03-11  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12151.041203     0.086385              NaT
2025-02-24  12151.041203     0.086385              NaT
2025-02-25  12151.041203     0.086385              NaT
2025-02-26  12151.041203     0.086385              NaT
2025-02-27  12151.041203     0.086385          92 days

[748 rows x 3 columns]","    Size  EntryBar  ...  Entry_get_signal  Exit_get_signal
0    297        95  ...                 1                0
1    291       157  ...                 1                0
2    308       211  ...                 1                1
3    303       221  ...                 1                0
4    338       280  ...                 1                0
5    338       313  ...                 1                0
6    321       333  ...                 1                0
7    317       337  ...                 1                0
8    330       420  ...                 1                0
9    314       475  ...                 1                0
10   312       484  ...                 0                0
11   312       487  ...                 0                0
12   304       490  ...                 1                0
13   291       535  ...                 1                1
14   288       544  ...                 1                0
15   295       624  ...                 1                0
16   285       639  ...                 1                0
17   278       650  ...                 1                0
18   276       714  ...                 1                0
19   264       718  ...                 1                0

[20 rows x 15 columns]",
