,Model,Accuracy,Confusion Matrix,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades
0,Logistic Regression,0.7697841726618705,"[[106  22]
 [ 42 108]]",2024-01-19,2025-02-27,405 days,50.0,11262.202041625977,16895.600509643555,12.622020416259765,67.03005620616233,11.376927866507058,71.60503746609923,7.6765602064324145,0.15888446217060306,0.31183390470910083,0.2796523881808872,-21.908989688676463,0.5151571109940627,-40.682391237610794,-14.996060018673177,256 days,53 days,9,33.33333333333333,49.80745936857958,-13.330622038606544,1.3198336105897157,53 days,22 days,1.5632418983131673,2.681167534449511,0.20548685885071474,0.06067756635185956,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000     0.000000              NaT
2024-01-22  10000.000000     0.000000              NaT
2024-01-23  10000.000000     0.000000              NaT
2024-01-24  10000.000000     0.000000              NaT
2024-01-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11262.202042     0.333424              NaT
2025-02-24  11262.202042     0.333424              NaT
2025-02-25  11262.202042     0.333424              NaT
2025-02-26  11262.202042     0.333424              NaT
2025-02-27  11262.202042     0.333424          83 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        19       54  168.789993  252.860001  None  None  4960.130432   0.498075 2024-02-15 2024-04-08  53 days  None                 1                1
1    59        55       56  253.229996  238.240005  None  None  -884.409424  -0.059195 2024-04-09 2024-04-10   1 days  None                 0                1
2    56        57       59  250.990005  247.940002  None  None  -170.800171  -0.012152 2024-04-11 2024-04-15   4 days  None                 1                0
3    59        89      107  235.449997  217.220001  None  None -1075.569748  -0.077426 2024-05-28 2024-06-24  27 days  None                 1                0
4    52       123      135  245.899994  213.119995  None  None -1704.559937  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
5    54       187      202  203.529999  221.479996  None  None   969.299835   0.088193 2024-10-16 2024-11-06  21 days  None                 1                1
6    49       203      233  245.630005  266.130005  None  None  1004.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
7    43       251      267  298.519989  264.390015  None  None -1467.588898  -0.114331 2025-01-21 2025-02-12  22 days  None                 1                0
8    40       269      270  288.019989  278.799988  None  None  -368.800049  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
1,Random Forest,0.8057553956834532,"[[106  22]
 [ 32 118]]",2024-01-19,2025-02-27,405 days,53.23741007194245,10188.151580810547,19702.698974609375,1.881515808105469,67.03005620616233,1.7040562775984647,67.9337559289444,1.1665957908882918,0.025084087495189134,0.044051237358471176,0.03512901020752822,-33.62408483077366,0.5296967158982475,-48.508519526498986,-13.510106648437937,339 days,62 days,8,25.0,57.36356036954169,-13.330622038606544,0.2522530169237758,65 days,26 days,1.3284895166678075,2.339374198564195,0.02599744520283505,0.006225056739297713,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000     0.000000              NaT
2024-01-22  10000.000000     0.000000              NaT
2024-01-23  10000.000000     0.000000              NaT
2024-01-24  10000.000000     0.000000              NaT
2024-01-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  10188.151581     0.482906              NaT
2025-02-24  10188.151581     0.482906              NaT
2025-02-25  10188.151581     0.482906              NaT
2025-02-26  10188.151581     0.482906              NaT
2025-02-27  10188.151581     0.482906         339 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    70        16       61  141.100006  222.039993  None  None  5665.799103   0.573636 2024-02-12 2024-04-17  65 days  None                 1                0
1    66        89      108  235.449997  217.000000  None  None -1217.699799  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
2    58       123      135  245.899994  213.119995  None  None -1901.239929  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    68       175      177  184.190002  163.029999  None  None -1438.880249  -0.114881 2024-09-30 2024-10-02   2 days  None                 1                0
4    56       186      201  195.679993  185.589996  None  None  -565.039795  -0.051564 2024-10-15 2024-11-05  21 days  None                 1                0
5    42       203      232  245.630005  290.640015  None  None  1890.420410   0.183243 2024-11-07 2024-12-19  42 days  None                 1                0
6    41       251      267  298.519989  264.390015  None  None -1399.328949  -0.114331 2025-01-21 2025-02-12  22 days  None                 1                0
7    38       269      271  288.019989  265.760010  None  None  -845.879211  -0.077286 2025-02-14 2025-02-19   5 days  None                 1                0"
2,XGBoost,0.8129496402877698,"[[110  18]
 [ 34 116]]",2024-01-19,2025-02-27,405 days,51.07913669064749,11299.129592895506,18312.199325561523,12.99129592895506,67.03005620616233,11.707915417168202,71.43594310344986,7.8961060547524164,0.1638939014245728,0.31285180529296075,0.2980780439229264,-20.307027669511015,0.49676705470828525,-39.27802015567272,-13.431055704458325,339 days,74 days,8,37.5,46.242501882600685,-13.330622038606544,1.579739595639773,63 days,25 days,1.6432549170337976,2.8585802412727084,0.23124203669485377,0.08066363529615683,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000     0.000000              NaT
2024-01-22  10000.000000     0.000000              NaT
2024-01-23  10000.000000     0.000000              NaT
2024-01-24  10000.000000     0.000000              NaT
2024-01-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11299.129593     0.382973              NaT
2025-02-24  11299.129593     0.382973              NaT
2025-02-25  11299.129593     0.382973              NaT
2025-02-26  11299.129593     0.382973              NaT
2025-02-27  11299.129593     0.382973         339 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    65        18       61  151.830002  222.039993  None  None  4563.649445   0.462425 2024-02-14 2024-04-17  63 days  None                 1                1
1    67        62       63  215.570007  223.830002  None  None   553.419632   0.038317 2024-04-18 2024-04-19   1 days  None                 0                0
2    64        89      109  235.449997  220.000000  None  None  -988.799805  -0.065619 2024-05-28 2024-06-26  29 days  None                 1                0
3    57       123      135  245.899994  213.119995  None  None -1868.459930  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
4    62       186      199  195.679993  180.000000  None  None  -972.159546  -0.080131 2024-10-15 2024-11-01  17 days  None                 1                0
5    45       203      233  245.630005  266.130005  None  None   922.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
6    42       252      266  290.459991  277.549988  None  None  -542.220154  -0.044447 2025-01-22 2025-02-11  20 days  None                 1                0
7    40       269      270  288.019989  278.799988  None  None  -368.800049  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
3,SVM,0.7733812949640287,"[[107  21]
 [ 42 108]]",2024-01-19,2025-02-27,405 days,49.64028776978417,11547.421981811523,16895.600509643555,15.474219818115234,67.03005620616233,13.930790942839288,73.29744475830539,9.365307499288189,0.19005834362678486,0.3816550553272562,0.3424280264519038,-19.074584361132313,0.5154225751055143,-40.682391237610794,-14.75869480314525,256 days,53 days,9,33.33333333333333,49.80745936857958,-13.330622038606544,1.628439354488087,53 days,22 days,1.6583749534372618,2.9542398748434806,0.2552129714712461,0.07438888298321888,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000     0.000000              NaT
2024-01-22  10000.000000     0.000000              NaT
2024-01-23  10000.000000     0.000000              NaT
2024-01-24  10000.000000     0.000000              NaT
2024-01-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11547.421982     0.316543              NaT
2025-02-24  11547.421982     0.316543              NaT
2025-02-25  11547.421982     0.316543              NaT
2025-02-26  11547.421982     0.316543              NaT
2025-02-27  11547.421982     0.316543          83 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        19       54  168.789993  252.860001  None  None  4960.130432   0.498075 2024-02-15 2024-04-08  53 days  None                 1                1
1    59        55       56  253.229996  238.240005  None  None  -884.409424  -0.059195 2024-04-09 2024-04-10   1 days  None                 0                1
2    56        57       59  250.990005  247.940002  None  None  -170.800171  -0.012152 2024-04-11 2024-04-15   4 days  None                 1                0
3    59        89      107  235.449997  217.220001  None  None -1075.569748  -0.077426 2024-05-28 2024-06-24  27 days  None                 1                0
4    52       123      135  245.899994  213.119995  None  None -1704.559937  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
5    54       187      202  203.529999  221.479996  None  None   969.299835   0.088193 2024-10-16 2024-11-06  21 days  None                 1                1
6    49       203      233  245.630005  266.130005  None  None  1004.500000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
7    45       252      267  290.459991  264.390015  None  None -1173.148956  -0.089754 2025-01-22 2025-02-12  21 days  None                 1                0
8    41       269      270  288.019989  278.799988  None  None  -378.020050  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
4,Naive Bayes,0.7949640287769785,"[[109  19]
 [ 38 112]]",2024-01-19,2025-02-27,405 days,51.438848920863315,12637.138397216802,19702.698974609375,26.371383972168022,67.03005620616233,23.635168451098743,83.39294899977425,15.677290060952775,0.28341926667160705,0.6173573965550911,0.5726801276468059,-9.13821432316453,0.529756355658076,-41.271151747866256,-12.303878685332482,339 days,62 days,12,25.0,75.71934210938961,-10.946636665300847,1.9902230766619455,63 days,16 days,1.8694895074121907,4.06167905255514,0.2905055445450608,0.06083033727067791,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000     0.000000              NaT
2024-01-22  10000.000000     0.000000              NaT
2024-01-23  10000.000000     0.000000              NaT
2024-01-24  10000.000000     0.000000              NaT
2024-01-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  12637.138397     0.358609              NaT
2025-02-24  12637.138397     0.358609              NaT
2025-02-25  12637.138397     0.358609              NaT
2025-02-26  12637.138397     0.358609              NaT
2025-02-27  12637.138397     0.358609         339 days

[278 rows x 3 columns]","    Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0     70        16       59  141.100006  247.940002  None  None  7478.799744   0.757193 2024-02-12 2024-04-15  63 days  None                 1                0
1     77        75       76  226.940002  209.500000  None  None -1342.880188  -0.076849 2024-05-07 2024-05-08   1 days  None                 0                0
2     69        87      106  233.809998  227.000000  None  None  -469.889832  -0.029126 2024-05-23 2024-06-21  29 days  None                 1                0
3     64       122      130  243.190002  243.339996  None  None     9.599609   0.000617 2024-07-16 2024-07-26  10 days  None                 1                1
4     62       131      132  251.550003  235.619995  None  None  -987.660492  -0.063327 2024-07-29 2024-07-30   1 days  None                 0                0
5     70       151      152  209.300003  201.839996  None  None  -522.200470  -0.035643 2024-08-26 2024-08-27   1 days  None                 0                0
6     77       174      177  183.070007  163.029999  None  None -1543.080658  -0.109466 2024-09-27 2024-10-02   5 days  None                 1                0
7     64       186      199  195.679993  180.000000  None  None -1003.519531  -0.080131 2024-10-15 2024-11-01  17 days  None                 1                0
8     47       203      229  245.630005  316.899994  None  None  3349.689484   0.290152 2024-11-07 2024-12-16  39 days  None                 1                1
9     46       230      232  319.829987  290.640015  None  None -1342.738708  -0.091267 2024-12-17 2024-12-19   2 days  None                 1                0
10    46       250      263  292.000000  279.519989  None  None  -574.080505  -0.042740 2025-01-17 2025-02-06  20 days  None                 1                0
11    45       269      270  288.019989  278.799988  None  None  -414.900055  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
5,Gradient Boosting,0.8093525179856115,"[[107  21]
 [ 32 118]]",2024-01-19,2025-02-27,405 days,52.51798561151079,16269.460510253906,21347.179443359375,62.69460510253906,67.03005620616233,55.454908705816955,117.19305532858266,35.3695771835087,0.47319278902946943,1.4651544567823969,1.278437471800733,21.22115529678939,0.6187291515643524,-43.377098942278636,-12.788452037520326,231 days,37 days,7,28.57142857142857,57.36356036954169,-13.330622038606544,7.232495907708869,65 days,29 days,3.081630124363524,10.218502915222215,0.7025754543483335,0.15504412232950976,MyStrategy,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2024-01-19  10000.00000     0.000000              NaT
2024-01-22  10000.00000     0.000000              NaT
2024-01-23  10000.00000     0.000000              NaT
2024-01-24  10000.00000     0.000000              NaT
2024-01-25  10000.00000     0.000000              NaT
...                 ...          ...              ...
2025-02-21  16269.46051     0.237864              NaT
2025-02-24  16269.46051     0.237864              NaT
2025-02-25  16269.46051     0.237864              NaT
2025-02-26  16269.46051     0.237864              NaT
2025-02-27  16269.46051     0.237864          83 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    70        16       61  141.100006  222.039993  None  None  5665.799103   0.573636 2024-02-12 2024-04-17  65 days  None                 1                0
1    66        89      108  235.449997  217.000000  None  None -1217.699799  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
2    58       123      135  245.899994  213.119995  None  None -1901.239929  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    68       175      176  184.190002  178.720001  None  None  -371.960083  -0.029698 2024-09-30 2024-10-01   1 days  None                 0                0
4    62       186      232  195.679993  290.640015  None  None  5887.521362   0.485282 2024-10-15 2024-12-19  65 days  None                 1                0
5    60       251      266  298.519989  277.549988  None  None -1258.200073  -0.070247 2025-01-21 2025-02-11  21 days  None                 1                0
6    58       269      270  288.019989  278.799988  None  None  -534.760071  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
6,K-Nearest Neighbors,0.7733812949640287,"[[ 99  29]
 [ 34 116]]",2024-01-19,2025-02-27,405 days,55.03597122302158,9347.559249877932,19702.698974609375,-6.524407501220685,67.03005620616233,-5.932699666435037,65.22073857101928,-4.111221687932465,-0.09096339287809325,-0.1466792178341134,-0.11134499746021702,-44.12524363792535,0.5609548650989774,-53.28213931258797,-14.305709946119435,339 days,62 days,8,25.0,57.36356036954169,-18.102739935051904,-0.8585857298957777,65 days,27 days,1.163815045598118,1.1561325810897902,-0.09273842568444043,-0.024990839301452128,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000     0.000000              NaT
2024-01-22  10000.000000     0.000000              NaT
2024-01-23  10000.000000     0.000000              NaT
2024-01-24  10000.000000     0.000000              NaT
2024-01-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21   9204.679459     0.532821              NaT
2025-02-24   9347.559250     0.525570              NaT
2025-02-25   9347.559250     0.525570              NaT
2025-02-26   9347.559250     0.525570              NaT
2025-02-27   9347.559250     0.525570         339 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    70        16       61  141.100006  222.039993  None  None  5665.799103   0.573636 2024-02-12 2024-04-17  65 days  None                 1                0
1    67        87      107  233.809998  217.220001  None  None -1111.529755  -0.070955 2024-05-23 2024-06-24  32 days  None                 1                0
2    59       123      130  245.899994  243.339996  None  None  -151.039856  -0.010411 2024-07-17 2024-07-26   9 days  None                 1                1
3    57       131      134  251.550003  226.600006  None  None -1422.149826  -0.099185 2024-07-29 2024-08-01   3 days  None                 1                0
4    70       175      177  184.190002  163.029999  None  None -1481.200256  -0.114881 2024-09-30 2024-10-02   2 days  None                 1                0
5    56       187      201  203.529999  185.589996  None  None -1004.640137  -0.088144 2024-10-16 2024-11-05  20 days  None                 1                0
6    42       203      233  245.630005  266.130005  None  None   861.000000   0.083459 2024-11-07 2024-12-20  43 days  None                 1                0
7    38       250      274  292.000000  239.139999  None  None -2008.680023  -0.181027 2025-01-17 2025-02-24  38 days  None                 1                0"
7,Decision Tree,0.802158273381295,"[[102  26]
 [ 29 121]]",2024-01-19,2025-02-27,405 days,54.67625899280576,13398.542816162106,18630.30120849609,33.98542816162106,67.03005620616233,30.36904569128309,98.09994607988394,19.96596244932183,0.3095725013605331,0.781421437730225,0.7399662279277387,-7.2848261091352455,0.6156977422758325,-41.04112396633428,-12.6444094980729,231 days,37 days,5,40.0,40.126749013808706,-13.330622038606544,6.012456898139873,73 days,43 days,2.350210716226057,8.357379263667868,0.537421591093844,0.18155963098773556,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000      0.00000              NaT
2024-01-22  10000.000000      0.00000              NaT
2024-01-23  10000.000000      0.00000              NaT
2024-01-24  10000.000000      0.00000              NaT
2024-01-25  10000.000000      0.00000              NaT
...                  ...          ...              ...
2025-02-21  13398.542816      0.28082              NaT
2025-02-24  13398.542816      0.28082              NaT
2025-02-25  13398.542816      0.28082              NaT
2025-02-26  13398.542816      0.28082              NaT
2025-02-27  13398.542816      0.28082          83 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        19       63  168.789993  223.830002  None  None  3247.360504   0.326086 2024-02-15 2024-04-19  64 days  None                 1                0
1    56        89      110  235.449997  217.600006  None  None  -999.599487  -0.075812 2024-05-28 2024-06-27  30 days  None                 1                0
2    49       123      135  245.899994  213.119995  None  None -1606.219940  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
3    54       186      237  195.679993  274.200012  None  None  4240.081055   0.401267 2024-10-15 2024-12-27  73 days  None                 1                0
4    51       253      272  289.739990  260.660004  None  None -1483.079315  -0.100366 2025-01-23 2025-02-20  28 days  None                 1                0"
8,AdaBoost,0.7949640287769785,"[[104  24]
 [ 33 117]]",2024-01-19,2025-02-27,405 days,53.956834532374096,11119.381469726564,18066.56005859375,11.193814697265642,67.03005620616233,10.095845369373869,71.96661063011136,6.824874635379863,0.14028513057622993,0.26579680227494545,0.24845629102732492,-23.29513314785691,0.5145295975740485,-40.6342915594097,-11.710223700839268,339 days,62 days,9,33.33333333333333,32.60857321773693,-13.330622038606544,1.1746458463774534,64 days,23 days,1.4856355578075606,1.9642971424950528,0.23419506535113405,0.06444014997951486,MyStrategy,"                 Equity  DrawdownPct DrawdownDuration
Date                                                 
2024-01-19  10000.00000     0.000000              NaT
2024-01-22  10000.00000     0.000000              NaT
2024-01-23  10000.00000     0.000000              NaT
2024-01-24  10000.00000     0.000000              NaT
2024-01-25  10000.00000     0.000000              NaT
...                 ...          ...              ...
2025-02-21  11119.38147     0.384532              NaT
2025-02-24  11119.38147     0.384532              NaT
2025-02-25  11119.38147     0.384532              NaT
2025-02-26  11119.38147     0.384532              NaT
2025-02-27  11119.38147     0.384532         339 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    72        17       18  138.389999  151.830002  None  None   967.680176   0.097117 2024-02-13 2024-02-14   1 days  None                 0                1
1    64        19       63  168.789993  223.830002  None  None  3522.560547   0.326086 2024-02-15 2024-04-19  64 days  None                 1                0
2    61        87      108  233.809998  217.000000  None  None -1025.409851  -0.071896 2024-05-23 2024-06-25  33 days  None                 1                0
3    54       123      135  245.899994  213.119995  None  None -1770.119934  -0.133306 2024-07-17 2024-08-02  16 days  None                 1                0
4    59       186      201  195.679993  185.589996  None  None  -595.309784  -0.051564 2024-10-15 2024-11-05  21 days  None                 1                0
5    45       203      234  245.630005  274.519989  None  None  1300.049286   0.117616 2024-11-07 2024-12-23  46 days  None                 1                0
6    44       236      237  275.579987  274.200012  None  None   -60.718872  -0.005008 2024-12-26 2024-12-27   1 days  None                 0                0
7    41       251      266  298.519989  277.549988  None  None  -859.770050  -0.070247 2025-01-21 2025-02-11  21 days  None                 1                0
8    39       269      270  288.019989  278.799988  None  None  -359.580048  -0.032012 2025-02-14 2025-02-18   4 days  None                 0                0"
9,SGD Classifier,0.7841726618705036,"[[103  25]
 [ 35 115]]",2024-01-19,2025-02-27,405 days,52.87769784172662,11380.912536621096,17634.830474853516,13.809125366210957,67.03005620616233,12.440589464970353,83.64130472159063,8.381368679497747,0.14873739124921875,0.3195396507857722,0.282242986607264,-26.910575323730583,0.6074842092434054,-44.077585822464414,-13.652273450987314,231 days,37 days,7,28.57142857142857,36.00266498566291,-12.364820519899355,1.8496648642941427,66 days,29 days,1.5646966097669883,3.5120319801587176,0.2362673629364323,0.058095512793358894,MyStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2024-01-19  10000.000000     0.000000              NaT
2024-01-22  10000.000000     0.000000              NaT
2024-01-23  10000.000000     0.000000              NaT
2024-01-24  10000.000000     0.000000              NaT
2024-01-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2025-02-21  11380.912537     0.354634              NaT
2025-02-24  11380.912537     0.354634              NaT
2025-02-25  11380.912537     0.354634              NaT
2025-02-26  11380.912537     0.354634              NaT
2025-02-27  11380.912537     0.354634          83 days

[278 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice   ExitPrice    SL    TP          PnL  ReturnPct  EntryTime   ExitTime Duration   Tag  Entry_get_signal  Exit_get_signal
0    59        19       60  168.789993  223.000000  None  None  3198.390396   0.321168 2024-02-15 2024-04-16  61 days  None                 1                0
1    56        87       88  233.809998  221.000000  None  None  -717.359863  -0.054788 2024-05-23 2024-05-24   1 days  None                 0                1
2    53        89      108  235.449997  217.000000  None  None  -977.849838  -0.078361 2024-05-28 2024-06-25  28 days  None                 1                0
3    47       122      135  243.190002  213.119995  None  None -1413.290344  -0.123648 2024-07-16 2024-08-02  17 days  None                 1                0
4    51       186      233  195.679993  266.130005  None  None  3592.950623   0.360027 2024-10-15 2024-12-20  66 days  None                 1                0
5    45       251      267  298.519989  264.390015  None  None -1535.848846  -0.114331 2025-01-21 2025-02-12  22 days  None                 1                1
6    42       268      271  284.000000  265.760010  None  None  -766.079590  -0.064225 2025-02-13 2025-02-19   6 days  None                 1                0"
